scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
row,bound,6,0,6,0.059665415089509836,0.052747285723583746,6,0.01319108486499363,6,0.9040176706565762,0.1134680170165915,6,0,1.0,1.0,6,2331.029960731323,6,1437.2586828988153,6,5.852337157704954,6,3,6,6,6,3
row,gallop_a,6,0,6,0.061664797728788905,0.0709966731407514,6,0.02129616895161303,6,0.8164674766378105,0.1320170850441711,6,2,0.0,0.0,6,2251.535782712697,6,1425.611808510027,6,5.284715683889668,6,0,6,0,6,0
row,gallop_b,6,0,6,0.05023927822243091,0.05900027552273921,6,0.03169090210777015,6,0.8953713712090853,0.1277868419313454,6,0,1.0,1.0,6,1992.4192897790626,6,1453.787205233428,6,5.017084525873469,6,2,6,6,6,2
row,gallop_c,6,0,6,0.04815932274727786,0.07306689332079326,6,0.018145672092404752,6,0.8356513887823621,0.11755479064385488,6,0,0.0,0.0,6,2342.0818992122136,6,1440.075192032121,6,5.8684097122498935,6,1,6,0,6,0
row,gallop_d,6,0,6,0.043708707520118205,0.09038284688049979,6,0.0333069493387931,6,0.8731201993133331,0.1311347446796666,6,0,1.0,1.0,6,1412.5845326433416,6,1478.394206029425,6,4.110906669090062,6,0,6,5,6,0
row,half_bound_front_a,6,0,6,0.054597431494179095,0.07093256631551363,6,0.01957827354965254,6,0.88074905636328,0.12199636873614635,6,2,0.5,0.5,6,2041.3131527653259,6,1431.2817849649985,6,5.599565195046725,6,1,6,3,6,1
row,half_bound_front_b,6,0,6,0.05642112233768596,0.060585528090212705,6,0.028255363110362475,6,0.8671140087916439,0.12379639140765007,6,0,0.0,0.0,6,2392.4695818223026,6,1424.7510413036152,6,5.731016552359268,6,1,6,0,6,0
row,half_bound_hind_a,6,0,6,0.06639483030444747,0.07047936038689578,6,0.02390566895795251,6,0.863212121071906,0.13177659549575596,6,1,0.3333333333333333,0.3333333333333333,6,2233.684521026649,6,1441.0270113197312,6,5.403422147728748,6,0,6,2,6,0
row,half_bound_hind_b,6,0,6,0.06354504455325709,0.0685998811932294,6,0.019583238864664395,6,0.8590748100407232,0.12036254696282378,6,0,0.0,0.0,6,2531.200837487859,6,1419.9339074526727,6,5.885717937160021,6,0,6,0,6,0
row,trot,6,0,6,0.04609040170871415,0.05552457352651169,6,0.025399573231928665,6,0.8707987870661044,0.15606015195233067,6,0,1.0,1.0,6,871.305884755286,6,1485.9388795861105,6,2.830805422929626,6,3,6,5,6,2
