cell_id,joint_index,joint_name,leg,motor_role,configured_effort_limit_nm,effort_limit_source,normalized_torque_squared_exposure,absolute_work_j,utilization_p95,utilization_p99,saturation_fraction,soft_limit_utilization_p95,soft_limit_utilization_p99,action_clamp_fraction
gait_00_trot__vx_neg_1p5__seed_4242,0,FL_hip_joint,fl,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.07191055977496716,8.426987628571224,0.17030926651099906,0.18153314529183476,0.0,0.18561785519123075,0.20753652811050413,0.0
gait_00_trot__vx_neg_1p5__seed_4242,1,FL_thigh_joint,fl,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.8355752925007548,146.14386398326607,0.735664331921788,0.817869520618116,0.0,0.3171317338943481,0.33075398147106166,0.0
gait_00_trot__vx_neg_1p5__seed_4242,2,FL_calf_joint,fl,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.42984304437397114,235.50148772163317,0.32719553001168855,0.416114702047457,0.0,1.0,1.0,0.6375
gait_00_trot__vx_neg_1p5__seed_4242,3,FR_hip_joint,fr,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.06300767782510176,9.963210422916745,0.1447624494934903,0.16100822576262958,0.0,0.17240696549415588,0.18256675004959105,0.0
gait_00_trot__vx_neg_1p5__seed_4242,4,FR_thigh_joint,fr,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.8498376825913517,168.87206625703723,0.6398350513688403,0.6645578488359459,0.0,0.2996958076953888,0.3084442764520645,0.0
gait_00_trot__vx_neg_1p5__seed_4242,5,FR_calf_joint,fr,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.29573828420933407,127.4018995602103,0.27612651204999045,0.2926486074101274,0.0,1.0,1.0,0.65625
gait_00_trot__vx_neg_1p5__seed_4242,6,RL_hip_joint,rl,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.039857990012622364,6.7547032265999585,0.14483904020207916,0.15297280736600313,0.0,0.13241669237613676,0.14450424790382385,0.0
gait_00_trot__vx_neg_1p5__seed_4242,7,RL_thigh_joint,rl,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.32770919875875865,123.23529288076826,0.3922355622163422,0.43062487274282996,0.0,0.6177592575550079,0.6209530913829804,0.0
gait_00_trot__vx_neg_1p5__seed_4242,8,RL_calf_joint,rl,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.2923076164110331,210.52126762360334,0.28856022833029243,0.3611524122890555,0.0,1.0,1.0,0.5708333333333333
gait_00_trot__vx_neg_1p5__seed_4242,9,RR_hip_joint,rr,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.02913125832205307,4.4536376617934,0.10334909182845194,0.11676875042351992,0.0,0.19135175347328184,0.20404070734977717,0.0
