robot,condition,mirror_coeff,value_coeff,warmup_iterations,joint_index,joint_name,leg,pair,effort_limit_nm,torque_range_nm,mean_torque_nm,cycle_amplitude_nm,normalized_cycle_amplitude,cycle_count
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,1.2860298156738281,-0.0429227352142334,0.6430149078369141,0.027131430710418316,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,0.5491882562637329,-1.4195755124092102,0.27459412813186646,0.011586250132146264,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,6.076941251754761,-1.0761743783950806,3.0384706258773804,0.12820551164039581,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,1.6078064441680908,-0.05006307363510132,0.8039032220840454,0.033919967176542,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,0.8813771605491638,-1.1870651543140411,0.4406885802745819,0.01859445486390641,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,5.791613578796387,-0.8094861507415771,2.8958067893981934,0.12218594048093644,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,1.6521742343902588,-0.1858750581741333,0.8260871171951294,0.0348559965061236,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,0.5655176639556885,-1.5921036005020142,0.28275883197784424,0.011930752404128449,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,1.4853152632713318,-0.17314180731773376,0.7426576316356659,0.03133576504791839,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,6.391297101974487,-0.9071017503738403,3.1956485509872437,0.13483749160283728,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,0.3850144147872925,-1.641257107257843,0.19250720739364624,0.008122666978634863,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,0.0378781259059906,-0.09360922873020172,0.0189390629529953,0.0007991165802951603,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,1.4281187057495117,-0.15427958965301514,0.7140593528747559,0.030129086619188013,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,6.620607018470764,-1.4096748232841492,3.310303509235382,0.13967525355423555,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,7.745925188064575,-1.5441125631332397,3.8729625940322876,0.1634161432081134,1.0
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,8.111323356628418,-1.594902515411377,4.055661678314209,0.17112496532971347,0.5
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,7.901215076446533,-1.4898483753204346,3.9506075382232666,0.16669230119085512,0.5
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,7.774776935577393,-1.5530674457550049,3.8873884677886963,0.16402482986450195,0.5
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,7.76694917678833,-1.5491535663604736,3.883474588394165,0.1638596872740154,0.5
go2,No TRS,0.0,0.0,,0,FL_hip_joint,front_left,front,23.7,4.161992788314819,-3.351631760597229,2.0809963941574097,0.08780575502773881,0.5
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,0.1816415786743164,-2.6775245666503906,0.0908207893371582,0.0038321008159138484,0.5
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,6.186188220977783,0.3247487545013428,3.0930941104888916,0.13051030002062833,0.5
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,0.14951574802398682,-0.8676214814186096,0.07475787401199341,0.003154340675611536,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,2.6476913690567017,0.12208205461502075,1.3238456845283508,0.05585846770161818,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,15.562516212463379,-4.363415241241455,7.7812581062316895,0.32832312684521897,0.5
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,0.17428839206695557,-0.9193311333656311,0.08714419603347778,0.0036769702967712147,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,3.1057965755462646,0.5231796503067017,1.5528982877731323,0.06552313450519547,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,13.770798444747925,-4.5791298151016235,6.885399222373962,0.2905231739398296,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,0.1827089786529541,-0.8696538209915161,0.09135448932647705,0.003854619802804939,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,2.770099639892578,0.3946183919906616,1.385049819946289,0.0584409206728392,1.0
go2,No TRS,0.0,0.0,,1,FL_thigh_joint,front_left,front,23.7,2.7448019981384277,0.20769762992858887,1.3724009990692139,0.057907215150599746,1.0
