robot,condition,mirror_coeff,value_coeff,warmup_iterations,metric,mechanism,unit,per_distance_unit,front,hind,total,front_per_s,hind_per_s,total_per_s,front_per_directed_m,hind_per_directed_m,total_per_directed_m,worst_pair_per_directed_m,front_share_percent,signed_imbalance_percent,abs_imbalance_percent,dominant_pair,dominant_to_other_ratio,concentration_factor,abs_imbalance_change_vs_no_trs_pp,total_per_directed_m_change_vs_no_trs_percent,worst_pair_per_directed_m_change_vs_no_trs_percent
go2,No TRS,0.0,0.0,,torque_squared_exposure,actuator_load,N^2 m^2 s,N^2 m^2 s/m,2280.582033684822,2238.510334061649,4519.092367746471,253.3980037427634,248.72337045129962,502.121374194063,450.94297051118355,442.6240690543154,893.5670395654989,450.94297051118355,50.465488379076355,0.9309767581527206,0.9309767581527206,front,1.0187945076611893,1.0093097675815272,,,
go2,No TRS,0.0,0.0,,normalized_torque_capacity_exposure,actuator_capacity,s,s/m,2.6183818156292484,2.272383941685192,4.8907657573144405,0.29093131284770046,0.2524871046316934,0.5434184174793939,0.5177366375918309,0.4493219492524727,0.9670585868443036,0.5177366375918309,53.53725664970352,7.074513299407057,7.074513299407057,front,1.1522620661046679,1.0707451329940705,,,
go2,No TRS,0.0,0.0,,absolute_work,mechanical_work,J,J/m,466.1371586868776,503.34016782367746,969.477326510555,51.793017631876396,55.926685313743135,107.71970294561952,92.17001269815033,99.52622054523088,191.6962332433812,99.52622054523088,48.08128523899033,-3.837429522019337,3.837429522019337,hind,1.0798112925423107,1.0383742952201933,,,
go2,No TRS,0.0,0.0,,positive_work,mechanical_work,J,J/m,255.7537379340818,250.30710005041846,506.06083798450027,28.417081992676362,27.811900005602645,56.228981998279004,50.57057742272487,49.49360539090128,100.06418281362615,50.57057742272487,50.53814062211925,1.0762812442384995,1.0762812442384995,front,1.0217598217652086,1.010762812442385,,,
go2,No TRS,0.0,0.0,,negative_work,mechanical_work,J,J/m,210.38342075279584,253.03306777325906,463.4164885260549,23.375935639200037,28.114785308140494,51.49072094734053,41.59943527542547,50.03261515432961,91.63205042975507,50.03261515432961,45.398345972095754,-9.203308055808487,9.203308055808487,hind,1.2027234221587133,1.092033080558085,,,
go2,No TRS,0.0,0.0,,fatigue_proxy_m3,torque_cycle_fatigue_sensitivity,1,1/m,3.8274551438432876,1.6451733215115798,5.472628465354868,0.42527279376037436,0.18279703572351277,0.6080698294838872,0.7568085543821884,0.3253026348758435,1.082111189258032,0.7568085543821884,69.93815070899574,39.87630141799146,39.87630141799146,front,2.3264753286460023,1.3987630141799148,,,
go2,No TRS,0.0,0.0,,fatigue_proxy_m5,torque_cycle_fatigue_sensitivity,1,1/m,0.5070958073713715,0.0905765206833467,0.5976723280547183,0.056343978596820256,0.010064057853705404,0.06640803645052566,0.10026882889204401,0.017909833846021083,0.11817866273806511,0.10026882889204401,84.84512057331618,69.69024114663235,69.69024114663235,front,5.598534847062253,1.6969024114663236,,,
go2,No TRS,0.0,0.0,,vertical_grf_impulse,support_load,N s,N s/m,851.8029195189295,596.3319502164896,1448.1348697354192,94.64476883543863,66.25910557961137,160.90387441505,168.42829292894865,117.91362777986123,286.34192070880994,168.42829292894865,58.82068979352439,17.64137958704879,17.64137958704879,front,1.4284039605955958,1.1764137958704879,,,
go2,"0.10/0.05, w=10",0.1,0.05,10,torque_squared_exposure,actuator_load,N^2 m^2 s,N^2 m^2 s/m,2459.493525099968,1876.0649056635893,4335.558430763557,273.2770583444467,208.4516561848477,481.7287145292944,483.11573544131636,368.5134631929837,851.6291986343001,483.11573544131636,56.72841375284646,13.456827505692916,13.456827505692916,front,1.3109853063585837,1.1345682750569293,12.525850747540195,-4.693306609831005,7.134552933303784
go2,"0.10/0.05, w=10",0.1,0.05,10,normalized_torque_capacity_exposure,actuator_capacity,s,s/m,2.795831890820298,1.9203904944931396,4.716222385313438,0.31064798786892867,0.2133767216103534,0.524024709479282,0.5491823281173444,0.37722029215094455,0.926402620268289,0.5491823281173444,59.28117171757346,18.56234343514692,18.56234343514692,front,1.455866345327969,1.185623434351469,11.487830135739864,-4.20408516392815,6.073684619226127
go2,"0.10/0.05, w=10",0.1,0.05,10,absolute_work,mechanical_work,J,J/m,461.39651393883184,1300.5310778375801,1761.927591776412,51.26627932653796,144.50345309306755,195.7697324196055,90.6316336622834,255.4619565864693,346.0935902487527,255.4619565864693,26.187030391733764,-47.625939216532466,47.625939216532466,hind,2.8186842304794566,1.4762593921653246,43.78850969451313,80.54271823345935,156.6780444258622
go2,"0.10/0.05, w=10",0.1,0.05,10,positive_work,mechanical_work,J,J/m,210.39583997355936,1123.6681290353222,1334.0639690088815,23.377315552618207,124.85201433726068,148.22932988987887,41.32783433877435,220.72095291602878,262.04878725480313,220.72095291602878,15.771045831473069,-68.45790833705387,68.45790833705387,hind,5.340733586636193,1.6845790833705387,67.38162709281536,161.88070485008637,336.4612076128748
go2,"0.10/0.05, w=10",0.1,0.05,10,negative_work,mechanical_work,J,J/m,251.00067396527245,176.86294880225773,427.86362276753016,27.888963773919755,19.651438755806833,47.540402529726585,49.30379932350905,34.7410036704405,84.04480299394953,49.30379932350905,58.66370979185765,17.327419583715287,17.327419583715287,front,1.4191817769922217,1.1732741958371529,8.1241115279068,-8.280124039810621,-1.4566814638260928
go2,"0.10/0.05, w=10",0.1,0.05,10,fatigue_proxy_m3,torque_cycle_fatigue_sensitivity,1,1/m,2.850632511515254,1.8328472476728561,4.68347975918811,0.3167369457239239,0.20364969418587725,0.520386639909801,0.5599467566061765,0.36002426392851494,0.9199710205346914,0.5599467566061765,60.865695125997874,21.731390251995734,21.731390251995734,front,1.5553028301374638,1.2173139025199573,-18.14491116599573,-14.983688398464368,-26.012099973779712
go2,"0.10/0.05, w=10",0.1,0.05,10,fatigue_proxy_m5,torque_cycle_fatigue_sensitivity,1,1/m,0.27990900358359105,0.1708740910480902,0.45078309463168126,0.031101000398177446,0.01898601011645487,0.05008701051463232,0.05498223221280332,0.03356461861846502,0.08854685083126834,0.05498223221280332,62.09394427541581,24.18788855083161,24.18788855083161,front,1.6381009073213706,1.241878885508316,-45.50235259580074,-25.073741080040524,-45.16517962725904
go2,"0.10/0.05, w=10",0.1,0.05,10,vertical_grf_impulse,support_load,N s,N s/m,910.8219988047883,545.0489874432712,1455.8709862480596,101.20244431164531,60.56099860480921,161.76344291645452,178.91181063012542,107.06340136004135,285.97521199016677,178.91181063012542,62.56199947717052,25.123998954341044,25.123998954341044,front,1.671082819687995,1.2512399895434103,7.482619367292255,-0.12806672447240874,6.224321056082438
go2,"0.10/0.05, w=100",0.1,0.05,100,torque_squared_exposure,actuator_load,N^2 m^2 s,N^2 m^2 s/m,2546.3723171182683,1674.421884003872,4220.79420112214,282.9302574575914,186.0468760004342,468.9771334580256,527.3533946454235,346.77256686380133,874.1259615092248,527.3533946454235,60.32922231653203,20.65844463306407,20.65844463306407,front,1.5207471554477008,1.2065844463306405,19.72746787491135,-2.175670900498683,16.944587038937975
go2,"0.10/0.05, w=100",0.1,0.05,100,normalized_torque_capacity_exposure,actuator_capacity,s,s/m,2.9243289239946586,1.6242110444454863,4.548539968440145,0.3249254359994134,0.1804678938272801,0.5053933298266935,0.6056281615854352,0.3363739081479865,0.9420020697334217,0.6056281615854352,64.29159563914999,28.58319127829998,28.58319127829998,front,1.8004611740545324,1.2858319127829998,21.508677978892926,-2.5910030117871186,16.976106694403104
go2,"0.10/0.05, w=100",0.1,0.05,100,absolute_work,mechanical_work,J,J/m,425.8124977311753,495.15539526340956,920.9678929945849,47.31249974790938,55.01726614038001,102.32976588828939,88.18571606806877,102.54662164434278,190.73233771241155,102.54662164434278,46.23532491959294,-7.5293501608141264,7.5293501608141264,hind,1.162848431884242,1.0752935016081413,3.6919206387947896,-0.5028244502571222,3.0347792597421375
go2,"0.10/0.05, w=100",0.1,0.05,100,positive_work,mechanical_work,J,J/m,203.6139674551383,239.7170377681935,443.3310052233318,22.623774161682515,26.635226418688735,49.25900058037125,42.1684276933265,49.64536912829254,91.81379682161904,49.64536912829254,45.92820377013018,-8.143592459739644,8.143592459739644,hind,1.1773113640694108,1.0814359245973966,7.067311215501144,-8.245094058654146,-1.8295387191220036
go2,"0.10/0.05, w=100",0.1,0.05,100,negative_work,mechanical_work,J,J/m,222.19853027603696,255.438357495216,477.636887771253,24.688725586226855,28.38203972169127,53.07076530791813,46.01728837474226,52.901252516050214,98.91854089079249,52.901252516050214,46.52038734128318,-6.959225317433618,6.959225317433618,hind,1.1495951713896813,1.0695922531743363,-2.2440827383748685,7.951901574682352,5.733534721045586
go2,"0.10/0.05, w=100",0.1,0.05,100,fatigue_proxy_m3,torque_cycle_fatigue_sensitivity,1,1/m,2.6533265732582736,1.8145237810339414,4.467850354292215,0.29481406369537,0.20161375344822002,0.4964278171435901,0.5495036079775566,0.3757876525597864,0.9252912605373431,0.5495036079775566,59.387095870595836,18.774191741191675,18.774191741191675,front,1.4622715893788785,1.1877419174119168,-21.102109676799788,-14.492034670505083,-27.39199302178379
go2,"0.10/0.05, w=100",0.1,0.05,100,fatigue_proxy_m5,torque_cycle_fatigue_sensitivity,1,1/m,0.2638066597349619,0.11229212605051911,0.37609878578548106,0.02931185108166306,0.012476902894502389,0.04178875397616545,0.05463432688380142,0.023255685536084404,0.07789001241988583,0.05463432688380142,70.14291715513056,40.28583431026112,40.28583431026112,front,2.349289028656185,1.4028583431026114,-29.404406836371223,-34.091306657849316,-45.51215219375474
go2,"0.10/0.05, w=100",0.1,0.05,100,vertical_grf_impulse,support_load,N s,N s/m,970.5109339459094,504.89863464805455,1475.409568593964,107.83454821621446,56.09984829422948,163.93439651044395,200.99269541858777,104.56444532621124,305.557140744799,200.99269541858777,65.77908633673746,31.55817267347494,31.55817267347494,front,1.9221896581725069,1.3155817267347494,13.91679308642615,6.71058571808969,19.334282811603632
go2,"0.10/0.05, w=500",0.1,0.05,500,torque_squared_exposure,actuator_load,N^2 m^2 s,N^2 m^2 s/m,2772.3138698639104,2161.5043050460313,4933.818174909942,308.03487442932993,240.1671450051197,548.2020194344497,543.9761531124075,424.12470304185535,968.1008561542629,543.9761531124075,56.190029133258726,12.380058266517459,12.380058266517459,front,1.2825854028566792,1.1238005826651747,11.449081508364738,8.341155536019595,20.630808923745427
go2,"0.10/0.05, w=500",0.1,0.05,500,normalized_torque_capacity_exposure,actuator_capacity,s,s/m,3.191042047943092,2.3879138844035572,5.578955932346649,0.35456022754924,0.2653237649337342,0.6198839924829742,0.6261378974903851,0.46855019661439634,1.0946880941047814,0.6261378974903851,57.197835699714155,14.395671399428295,14.395671399428295,front,1.336330455124489,1.143956713994283,7.321158100021238,13.197701669446648,20.937529243200803
go2,"0.10/0.05, w=500",0.1,0.05,500,absolute_work,mechanical_work,J,J/m,494.1166159523173,1372.0809769477962,1866.1975929001135,54.901846216925314,152.45344188309173,207.35528810001702,96.95426584142757,269.2261290152601,366.18039485668766,269.2261290152601,26.47718643685789,-47.04562712628422,47.04562712628422,hind,2.776836343184628,1.4704562712628422,43.20819760426488,91.02117379206824,170.5077391067081
go2,"0.10/0.05, w=500",0.1,0.05,500,positive_work,mechanical_work,J,J/m,234.84958245126498,1183.8274170525865,1418.6769995038514,26.09439805014111,131.53637967251242,157.63077772265353,46.08156883338953,232.28750946186176,278.3690782952513,232.28750946186176,16.55412631158453,-66.89174737683095,66.89174737683095,hind,5.04078995881651,1.6689174737683095,65.81546613259245,178.190527787276,359.33331454799423
go2,"0.10/0.05, w=500",0.1,0.05,500,negative_work,mechanical_work,J,J/m,259.26703350105237,188.25355989520972,447.5205933962621,28.807448166784212,20.917062210579303,49.724510377363515,50.87269700803805,36.93861955339831,87.81131656143636,50.87269700803805,57.93410120715528,15.86820241431057,15.86820241431057,front,1.377222474015216,1.1586820241431055,6.6648943585020834,-4.169647902016205,1.679068445887033
go2,"0.10/0.05, w=500",0.1,0.05,500,fatigue_proxy_m3,torque_cycle_fatigue_sensitivity,1,1/m,4.999906189597555,2.4880123668977934,7.487918556495348,0.5555451321775179,0.27644581854420514,0.8319909507217231,0.9810684729841599,0.488191258195305,1.4692597311794648,0.9810684729841599,66.77297772236608,33.545955444732165,33.545955444732165,front,2.009598608157943,1.3354595544473218,-6.330345973259298,35.77714986820235,29.632318147492853
go2,"0.10/0.05, w=500",0.1,0.05,500,fatigue_proxy_m5,torque_cycle_fatigue_sensitivity,1,1/m,0.8405987946786997,0.2045410395768458,1.0451398342555456,0.09339986607541306,0.022726782175205573,0.11612664825061865,0.1649400897967921,0.040134506078883185,0.20507459587567528,0.1649400897967921,80.42931358342678,60.85862716685357,60.85862716685357,front,4.109682811907719,1.6085862716685357,-8.831613979778773,73.52929126487835,64.49787199008516
go2,"0.10/0.05, w=500",0.1,0.05,500,vertical_grf_impulse,support_load,N s,N s/m,909.5657508945271,542.9053674874054,1452.4711183819327,101.06286121050516,60.322818609713,161.38567982021817,178.4726049791366,106.52746664805815,285.00007162719476,178.4726049791366,62.6219509209789,25.243901841957797,25.243901841957797,front,1.675367025940534,1.2524390184195782,7.602522254909008,-0.46861775540709694,5.9635539109959
go2,"0.20/0.10, w=10",0.2,0.1,10,torque_squared_exposure,actuator_load,N^2 m^2 s,N^2 m^2 s/m,2462.9101081349822,1424.2370124412125,3887.1471205761945,273.65667868167054,158.24855693791588,431.9052356195864,488.89384485393805,282.7146255544577,771.6084704083958,488.89384485393805,63.36035225159946,26.720704503198903,26.720704503198903,front,1.729283880857325,1.267207045031989,25.789727745046182,-13.648508030959384,8.415892213539511
go2,"0.20/0.10, w=10",0.2,0.1,10,normalized_torque_capacity_exposure,actuator_capacity,s,s/m,2.858220988079228,1.3485068160067841,4.206727804086012,0.3175801097865877,0.14983409066742365,0.4674142004540113,0.5673640477940218,0.2676819912800351,0.835046039074057,0.5673640477940218,67.94404395033655,35.88808790067311,35.88808790067311,front,2.119545080641883,1.358880879006731,28.813574601266055,-13.650935896348193,9.585454572623053
