robot,condition,mirror_coeff,value_coeff,warmup_iterations,metric,sample_mean_unit,integral_unit,front_sample_mean,hind_sample_mean,front_integral,hind_integral,front_integral_per_s,hind_integral_per_s,front_integral_per_directed_m,hind_integral_per_directed_m,total_integral_per_directed_m,worst_pair_integral_per_directed_m,front_share_percent,signed_imbalance_percent,abs_imbalance_percent,dominant_pair,dominant_to_other_ratio,concentration_factor,bootstrap_ci_low_percent,bootstrap_ci_high_percent,abs_imbalance_change_vs_no_trs_pp,total_exposure_change_vs_no_trs_percent,total_per_directed_m_change_vs_no_trs_percent,worst_pair_per_directed_m_change_vs_no_trs_percent
go2,"0.20/0.10, w=100",0.2,0.1,100,vertical_grf_impulse,N,N s,103.85683602240795,58.06966056300534,934.7115242016516,522.6269450670369,103.85683602240795,58.069660563005336,184.29419221148382,103.0447450098047,287.3389372212885,184.29419221148382,64.13825915613837,28.276518312276767,28.276518312276767,front,1.7884870518525542,1.2827651831227678,24.671805387827668,31.531294926864174,10.635138725227975,0.6355485062624622,0.34819090058855195,9.419972741294824
go2,"0.20/0.10, w=100",0.2,0.1,100,contact_time,feet,foot s,1.3044444444444445,1.0177777777777777,11.73999999999975,9.159999999999805,1.3044444444444445,1.0177777777777777,2.3147396394954503,1.80604898618214,4.12078862567759,2.3147396394954503,56.17224880382775,12.344497607655502,12.344497607655502,front,1.2816593886462881,1.123444976076555,8.952380952380953,15.869980879541108,12.063861499142872,-2.2450888681010306,-2.524221019936812,9.202213342366994
go2,"0.20/0.10, w=500",0.2,0.1,500,torque_squared,N^2 m^2,N^2 m^2 s,369.4590980869228,160.59477082502724,3325.131882782234,1445.3529374252143,369.4590980869227,160.59477082502724,655.2530344867547,284.82235638719203,940.0753908739467,655.2530344867547,69.70217929836402,39.40435859672804,39.40435859672804,front,2.3005674231414384,1.3940435859672804,34.24808357893941,43.86626229521136,38.47338183857531,5.562896971418607,5.204797094022484,45.30729545334029
go2,"0.20/0.10, w=500",0.2,0.1,500,normalized_torque_utilization,1,s,0.3892390317899642,0.15596230544366796,3.5031512861096035,1.4036607489929818,0.3892390317899642,0.15596230544366796,0.6903336743951417,0.27660646181588994,0.9669401362110317,0.6903336743951417,71.39363116109998,42.787262322199965,42.787262322199965,front,2.4957250451170943,1.4278726232219996,38.280765020468635,46.71653928138918,35.71274902279291,0.3280933617429316,-0.012248547800852716,33.336840445775366
go2,"0.20/0.10, w=500",0.2,0.1,500,absolute_work,W,J,62.57594638551482,47.87636665538956,563.1835174696214,430.88729989849685,62.575946385514825,47.87636665538956,110.9813751165014,84.9109811981509,195.89235631465232,110.9813751165014,56.65426523240011,13.308530464800215,13.308530464800215,front,1.3070320652344343,1.133085304648002,11.087756327899037,15.704248719399605,9.471100942780874,2.536778342829593,2.1889439350347706,11.50968509455712
go2,"0.20/0.10, w=500",0.2,0.1,500,positive_work,W,J,30.971188122224994,26.066650383431696,278.74069310001903,234.59985345088026,30.971188122224998,26.066650383431696,54.92885438153021,46.23042672677794,101.15928110830815,54.92885438153021,54.29937201977499,8.598744039549977,8.598744039549977,front,1.1881537392280632,1.0859874403954997,3.008627539698467,14.29376185987035,7.522462795311473,1.4385046263196477,1.094395880613619,8.618206832747898
go2,"0.20/0.10, w=500",0.2,0.1,500,negative_work,W,J,31.604758263289824,21.80971627195786,284.44282436960236,196.28744644761656,31.604758263289824,21.80971627195786,56.052520734971196,38.68055447137296,94.73307520634415,56.052520734971196,59.16890232147497,18.33780464294994,18.33780464294994,front,1.4491136825987083,1.1833780464294994,15.4454673574233,21.171443826913766,9.134496587141443,3.7361170178109804,3.384214106358252,12.031962674892549
go2,"0.20/0.10, w=500",0.2,0.1,500,grf_impulse,N,N s,105.17425485199345,59.047313370758026,946.5682936679209,531.425820336811,105.17425485199345,59.04731337075803,186.53147262714901,104.72317900634484,291.25465163349384,186.53147262714901,64.04411795004553,28.08823590009107,28.08823590009107,front,1.78118611750554,1.2808823590009106,24.501462598299625,31.21866231954098,10.635829238031288,-0.07961594574613651,-0.418574787401349,8.598958900847098
go2,"0.20/0.10, w=500",0.2,0.1,500,vertical_grf_impulse,N,N s,103.27254888034489,58.11749491327339,929.4529399230842,523.0574542194494,103.27254888034489,58.11749491327339,183.1587079149612,103.0741023725756,286.23281028753684,183.1587079149612,63.98941747138215,27.978834942764312,27.978834942764312,front,1.7769614646063931,1.279788349427643,24.329065103596278,31.106281425483463,10.33745535571552,0.30214895715574563,-0.03810494146404553,8.745807922085014
go2,"0.20/0.10, w=500",0.2,0.1,500,contact_time,feet,foot s,1.2533333333333334,1.0377777777777777,11.27999999999976,9.339999999999801,1.2533333333333334,1.0377777777777777,2.222845435780418,1.8405475505486792,4.063392986329097,2.222845435780418,54.704170708050434,9.408341416100873,9.408341416100873,front,1.2077087794432548,1.0940834141610085,7.392996108949417,11.326234269119071,9.127705307588243,-3.5547240411599623,-3.8818943110858206,4.866930761211008
go2,"0.30/0.15, w=10",0.3,0.15,10,torque_squared,N^2 m^2,N^2 m^2 s,188.64546887631806,231.84712237879006,1697.8092198868264,2086.624101409066,188.64546887631806,231.84712237879006,441.5416278700376,542.6589699815789,984.2005978516166,542.6589699815789,44.86297090591757,-10.274058188164853,10.274058188164853,hind,1.2290097597350529,1.1027405818816485,-17.206341989422405,-4.125843045983893,9.343081430012122,-16.25678314729666,10.142894072076425,20.338713644083906
go2,"0.30/0.15, w=10",0.3,0.15,10,normalized_torque_utilization,1,s,0.24843413264794373,0.27009308048842545,2.2359071938314456,2.4308377243957775,0.2484341326479437,0.27009308048842545,0.5814823541813918,0.6321770628558343,1.2136594170372261,0.6321770628558343,47.911493621571445,-4.177012756857102,4.177012756857102,hind,1.087181852226299,1.0417701275685711,-10.407891351076994,1.4176379104891943,-2.8975005425499507,-4.580485964844671,25.500092088280613,22.103984333869974
go2,"0.30/0.15, w=10",0.3,0.15,10,absolute_work,W,J,68.56857279589813,217.29508991824443,617.11715516307,1955.6558092641583,68.56857279589813,217.29508991824443,160.49089031062738,508.5986337343321,669.0895240449595,508.5986337343321,23.98645988961011,-52.02708022077979,52.02708022077979,hind,3.169018707229726,1.5202708022077978,-62.10242365050955,-43.03481709148394,48.189650698760445,165.37732178713492,249.03634397211687,411.01974027356266
go2,"0.30/0.15, w=10",0.3,0.15,10,positive_work,W,J,53.11959065990367,207.99712344050977,478.0763159391229,1871.974110964548,53.11959065990367,207.99712344050977,124.33116295595433,486.83590983264287,611.1670727885972,486.83590983264287,20.34323648829172,-59.31352702341656,59.31352702341656,hind,3.9156386722217813,1.5931352702341655,-70.70992481529056,-49.44525592891805,58.23724577917806,364.3810092603231,510.77506017005334,862.6860808076789
