cell_id,joint_index,joint_name,leg,motor_role,configured_effort_limit_nm,effort_limit_source,normalized_torque_squared_exposure,absolute_work_j,utilization_p95,utilization_p99,saturation_fraction,soft_limit_utilization_p95,soft_limit_utilization_p99,action_clamp_fraction
gait_00_trot__vx_neg_1p5__seed_0042,0,FL_hip_joint,fl,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.18974002811322294,20.30233232004568,0.24776717889303926,0.27130138111351476,0.0,0.17175791561603543,0.18495841085910783,0.0
gait_00_trot__vx_neg_1p5__seed_0042,1,FL_thigh_joint,fl,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.9773538665956494,176.18636336274446,0.7497165333963859,0.8077313046441281,0.0,0.31693734228610987,0.33356534361839296,0.0
gait_00_trot__vx_neg_1p5__seed_0042,2,FL_calf_joint,fl,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.36382320026465065,171.23252332314848,0.30245962805466853,0.33428746979762997,0.0,1.0,1.0,0.6125
gait_00_trot__vx_neg_1p5__seed_0042,3,FR_hip_joint,fr,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.1154085762950072,15.156751023030374,0.1765573561444711,0.18782698352581992,0.0,0.1407391548156738,0.1561384618282318,0.0
gait_00_trot__vx_neg_1p5__seed_0042,4,FR_thigh_joint,fr,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,1.280863209042526,246.48728746443987,0.7825826240062271,0.866932066038363,0.0,0.3223480224609375,0.3385150498151779,0.0
gait_00_trot__vx_neg_1p5__seed_0042,5,FR_calf_joint,fr,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.40611841972577434,153.08714308954777,0.3307510921784325,0.35213052375955534,0.0,1.0,1.0,0.65
gait_00_trot__vx_neg_1p5__seed_0042,6,RL_hip_joint,rl,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.13289950273611476,27.149226304832847,0.1815077687031623,0.19188454750690226,0.0,0.15173583030700682,0.164457049369812,0.0
gait_00_trot__vx_neg_1p5__seed_0042,7,RL_thigh_joint,rl,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.2117588995562766,90.24651329436689,0.34125122750354775,0.39163736941704164,0.0,0.6171836018562317,0.627907612323761,0.0
gait_00_trot__vx_neg_1p5__seed_0042,8,RL_calf_joint,rl,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.33694364075728245,302.5023641358316,0.3517652203473274,0.36835175780288026,0.0,1.0,1.0,0.5875
gait_00_trot__vx_neg_1p5__seed_0042,9,RR_hip_joint,rr,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.14767069505249866,26.639333735704422,0.19910449984572162,0.2310323731375787,0.0,0.20327829718589782,0.21260527133941648,0.0
gait_00_trot__vx_neg_1p5__seed_0042,10,RR_thigh_joint,rr,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.1350034982713053,70.59976038033608,0.24882579356565201,0.2970742530396454,0.0,0.6145158976316452,0.6234049773216247,0.0
gait_00_trot__vx_neg_1p5__seed_0042,11,RR_calf_joint,rr,calf,35.54999923706055,robot.actuators['calf_legs'].effort_limit,0.3119365308119021,260.26432880811393,0.33870103814493463,0.3590552899336307,0.0,1.0,1.0,0.5041666666666667
gait_00_trot__vx_neg_1p0__seed_0042,0,FL_hip_joint,fl,hip,23.700000762939453,robot.actuators['hip_legs'].effort_limit,0.19681705257145332,14.468907332848758,0.24425435487113487,0.25333168807752626,0.0,0.16756478548049925,0.17616241931915283,0.0
gait_00_trot__vx_neg_1p0__seed_0042,1,FL_thigh_joint,fl,thigh,23.700000762939453,robot.actuators['thigh_legs'].effort_limit,0.6411025890535597,83.33280771698803,0.6360319451913327,0.7607622263860186,0.0,0.2879946410655975,0.3250071024894714,0.0
