run,label,cell_id,gait_index,gait_name,family,direction,velocity_mps,metric,metric_label,unit,front,hind,signed_imbalance_percent,absolute_imbalance_percent,total_per_directed_m,planar_tracking_success,yaw_tracking_success,tracking_success
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_neg_1p0__seed_0042,4,half_bound_hind_a,half_bound,backward,-1.0,vertical_grf_impulse,Vertical GRF impulse,N s,957.542989646981,461.61959192168933,34.94479097504975,34.94479097504975,148.84372518559456,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_neg_0p5__seed_0042,4,half_bound_hind_a,half_bound,backward,-0.5,torque_squared,Torque²,N² m² s,3246.9628334581257,1961.0714520926608,24.69053218280557,24.69053218280557,1096.3566217774467,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_neg_0p5__seed_0042,4,half_bound_hind_a,half_bound,backward,-0.5,absolute_work,Absolute work,J,989.8122235207622,1142.500316568744,-7.16068072467334,7.16068072467334,448.8785681599984,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_neg_0p5__seed_0042,4,half_bound_hind_a,half_bound,backward,-0.5,vertical_grf_impulse,Vertical GRF impulse,N s,879.6510436725702,504.4592031983296,27.1070777289922,27.1070777289922,291.3725892006956,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_0p5__seed_0042,4,half_bound_hind_a,half_bound,forward,0.5,torque_squared,Torque²,N² m² s,2497.0730669260242,2638.0059887154616,-2.744513185918843,2.744513185918843,1060.402048451459,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_0p5__seed_0042,4,half_bound_hind_a,half_bound,forward,0.5,absolute_work,Absolute work,J,1060.4352054857577,795.6940627834759,14.263076781777288,14.263076781777288,383.2936663557413,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_0p5__seed_0042,4,half_bound_hind_a,half_bound,forward,0.5,vertical_grf_impulse,Vertical GRF impulse,N s,718.1688307619384,713.7187144851684,0.3107867158661492,0.3107867158661492,295.68707115892374,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_1p0__seed_0042,4,half_bound_hind_a,half_bound,forward,1.0,torque_squared,Torque²,N² m² s,2183.1605843100783,3188.5854924941473,-18.71691055028832,18.71691055028832,547.08390873424,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_1p0__seed_0042,4,half_bound_hind_a,half_bound,forward,1.0,absolute_work,Absolute work,J,1014.0097556117689,1279.526869367148,-11.576754906097035,11.576754906097035,233.5845670436243,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_1p0__seed_0042,4,half_bound_hind_a,half_bound,forward,1.0,vertical_grf_impulse,Vertical GRF impulse,N s,700.1214825845027,822.1455732584,-8.015945047587635,8.015945047587635,155.03484325963433,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_1p5__seed_0042,4,half_bound_hind_a,half_bound,forward,1.5,torque_squared,Torque²,N² m² s,1988.928598294793,3052.2841370891756,-21.093248680635003,21.093248680635003,348.64326611933296,True,False,False
2026-08-20_21-04-16_go2_72d_no_trs_gait_trclosed_v2,No TRS,gait_04_half_bound__vx_pos_1p5__seed_0042,4,half_bound_hind_a,half_bound,forward,1.5,absolute_work,Absolute work,J,867.9979550421646,1276.887164738886,-19.063455003989247,19.063455003989247,148.3372737600341,True,False,False
