scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
family,bound,6,0,6,0.04603376324135952,0.02074028609177138,6,0.014192748572409791,6,0.9777849665111296,0.04091280983720952,6,0,1.0,1.0,6,2861.615115677963,6,1598.0698343687009,6,6.53182315278811,6,6,6,6,6,6
family,gallop,24,0,24,0.04008282469799062,0.04333656802588668,24,0.023656817572255583,24,0.9317051052612099,0.058386998758916536,24,7,0.625,0.625,24,1336.115040773617,24,1626.285682319162,24,4.896821307985129,24,18,24,15,24,11
family,half_bound,24,0,24,0.04718372220980832,0.036753287343518466,24,0.017687749663540277,24,0.9414577837906998,0.05149946848120119,24,2,0.875,0.875,24,1806.042390899429,24,1595.4506721507269,24,5.391617477402895,24,22,24,21,24,19
family,trot,6,0,6,0.036016746980459036,0.017458615039551355,6,0.017080224266948562,6,0.9795362497212619,0.03477642942849551,6,0,1.0,1.0,6,535.7892644673076,6,1680.168021357159,6,2.8212239127710874,6,6,6,6,6,6
velocity,+0.5 m/s,10,0,10,0.07866154518648036,0.03659220409530103,10,0.028505318184821316,10,0.9410355413444618,0.0632030347440423,10,1,0.9,0.9,10,1267.722187745841,10,1628.8100669659973,10,3.5835731634639734,10,8,10,9,10,7
velocity,+1 m/s,10,0,10,0.03755302017776156,0.033589115370932135,10,0.02501869729683611,10,0.9475804885343759,0.04707209289073944,10,2,0.8,0.8,10,1780.7557841714527,10,1633.0231409574656,10,4.996565040414734,10,10,10,8,10,8
velocity,+1.5 m/s,10,0,10,0.02264886413622908,0.03663601642820898,10,0.014953838173224921,10,0.9471486971534556,0.045297873914241796,10,1,0.7,0.7,10,2129.382879890294,10,1599.0622335403898,10,6.603396259075983,10,8,10,7,10,6
velocity,-0.5 m/s,10,0,10,0.06770728571366055,0.03345869860315679,10,0.017758860576552498,10,0.938692911672297,0.05895620386640564,10,1,0.8,0.8,10,1033.0708236876094,10,1612.03447513726,10,3.5490990319996163,10,10,10,8,10,8
velocity,-1 m/s,10,0,10,0.031670037303066265,0.036429292492235914,10,0.010711404677012084,10,0.9469625329515768,0.04925959289073944,10,2,0.8,0.8,10,1503.960972048219,10,1624.0646828043907,10,4.973201559319039,10,9,10,8,10,7
velocity,-1.5 m/s,10,0,10,0.02042926619461078,0.03842966657553115,10,0.021042626161078153,10,0.9485634918078507,0.045352266629536946,10,2,0.8,0.8,10,1864.7278165590567,10,1602.1153647577464,10,6.598246269993429,10,7,10,8,10,6
direction,backward,30,0,30,0.039935529737112535,0.03610588589030795,30,0.016504297138214243,30,0.9447396454772415,0.051189354462227346,30,5,0.8,0.8,30,1467.253204098295,30,1612.7381742331322,30,5.040182287104028,30,26,30,24,30,21
direction,forward,30,0,30,0.04628780983349033,0.03560577863148072,30,0.022825951218294116,30,0.9452549090107645,0.05185766718300785,30,4,0.8,0.8,30,1725.9536172691958,30,1620.2984804879509,30,5.06117815431823,30,26,30,24,30,21
policy,62706ae3e91be0411b841f2d24ff2581c66c188dfd7224e9a35f7817670d27be,60,0,60,0.04311166978530143,0.03585583226089433,60,0.019665124178254178,60,0.944997277244003,0.0515235108226176,60,9,0.8,0.8,60,1596.6034106837456,60,1616.5183273605414,60,5.050680220711129,60,52,60,48,60,42
