scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
row,bound,6,0,6,0.04603376324135952,0.02074028609177138,6,0.014192748572409791,6,0.9777849665111296,0.04091280983720952,6,0,1.0,1.0,6,2861.615115677963,6,1598.0698343687009,6,6.53182315278811,6,6,6,6,6,6
row,gallop_a,6,0,6,0.04859313599093109,0.05017186024183095,6,0.021079226101596238,6,0.893435334403406,0.07186737916494061,6,3,0.16666666666666666,0.16666666666666666,6,1726.620110052886,6,1621.1132530100147,6,5.571144509985962,6,3,6,1,6,0
row,gallop_b,6,0,6,0.030021801565240067,0.045223299540797936,6,0.025182442321406717,6,0.9683167134188911,0.051459320107984506,6,0,1.0,1.0,6,1014.7747967331557,6,1650.7184813646973,6,4.326073274785013,6,3,6,6,6,3
row,gallop_c,6,0,6,0.04527313771256858,0.04199985061431829,6,0.025939428902676646,6,0.8923245850693697,0.06896177023148337,6,4,0.3333333333333333,0.3333333333333333,6,1575.0762605395284,6,1597.046355097381,6,5.234213364145504,6,6,6,2,6,2
row,gallop_d,6,0,6,0.036443223523222754,0.03595126170659956,6,0.022426172963342733,6,0.9727437881531728,0.041259525531257675,6,0,1.0,1.0,6,1027.9889957688977,6,1636.2646398045556,6,4.455854083024036,6,6,6,6,6,6
row,half_bound_front_a,6,0,6,0.04490138970906124,0.038811084817102236,6,0.015260027246958545,6,0.9372572811684131,0.05260165204075761,6,1,0.8333333333333334,0.8333333333333334,6,1629.9927151752952,6,1594.9667551249015,6,4.990919986766534,6,6,6,5,6,5
row,half_bound_front_b,6,0,6,0.04475873412370398,0.042011056595331886,6,0.016163778606377067,6,0.9408273768955269,0.049874439139882605,6,0,1.0,1.0,6,1927.543452889175,6,1593.955204327631,6,5.56784200901899,6,4,6,6,6,4
row,half_bound_hind_a,6,0,6,0.053170423651074,0.03624411309286009,6,0.020056641302388187,6,0.9376637176246252,0.05696728493736571,6,1,0.6666666666666666,0.6666666666666666,6,1897.6778824687847,6,1595.2678649560114,6,5.6264583243598745,6,6,6,4,6,4
row,half_bound_hind_b,6,0,6,0.04590434135539407,0.029946894868779664,6,0.019270551498437313,6,0.9500827594742339,0.04655449780679885,6,0,1.0,1.0,6,1768.9555130644612,6,1597.6128641943633,6,5.381249589466179,6,6,6,6,6,6
row,trot,6,0,6,0.036016746980459036,0.017458615039551355,6,0.017080224266948562,6,0.9795362497212619,0.03477642942849551,6,0,1.0,1.0,6,535.7892644673076,6,1680.168021357159,6,2.8212239127710874,6,6,6,6,6,6
