cell_id,planned_row,planned_family,classified_row,classified_family,classification_score_cycles,classification_margin_cycles,classification_domain_valid,classification_domain_reason
gait_00_trot__vx_neg_1p5__seed_4242,trot,trot,trot,trot,0.025281001127466046,0.1298353367666078,True,
gait_00_trot__vx_neg_1p0__seed_4242,trot,trot,trot,trot,0.03185693456061056,0.1337672159130394,True,
gait_00_trot__vx_neg_0p5__seed_4242,trot,trot,trot,trot,0.02161503083737415,0.14304934613905554,True,
gait_00_trot__vx_pos_0p5__seed_4242,trot,trot,trot,trot,0.027539189705254614,0.1421802723253799,True,
gait_00_trot__vx_pos_1p0__seed_4242,trot,trot,trot,trot,0.027915231634397353,0.14216588420241974,True,
gait_00_trot__vx_pos_1p5__seed_4242,trot,trot,trot,trot,0.03972126059350245,0.119411093263871,True,
gait_01_bound__vx_neg_1p5__seed_4242,bound,bound,bound,bound,0.06212525606463384,0.05012089063605759,True,
gait_01_bound__vx_neg_1p0__seed_4242,bound,bound,bound,bound,0.037078588284062707,0.07737510146977755,True,
gait_01_bound__vx_neg_0p5__seed_4242,bound,bound,bound,bound,0.02503803937976995,0.09698240473114143,True,
gait_01_bound__vx_pos_0p5__seed_4242,bound,bound,bound,bound,0.00751437155001967,0.11959004709973432,True,
gait_01_bound__vx_pos_1p0__seed_4242,bound,bound,bound,bound,0.015798855078530922,0.10668614931837488,True,
gait_01_bound__vx_pos_1p5__seed_4242,bound,bound,bound,bound,0.03056360294322284,0.06956726996553221,True,
gait_02_half_bound__vx_neg_1p5__seed_4242,half_bound_front_a,half_bound,unclassified,unclassified,0.06792729469959806,0.009133680362902769,True,
gait_02_half_bound__vx_neg_1p0__seed_4242,half_bound_front_a,half_bound,unclassified,unclassified,0.06646158594609125,0.004967975473301606,True,
gait_02_half_bound__vx_neg_0p5__seed_4242,half_bound_front_a,half_bound,bound,bound,0.06752229997257701,0.012323782416481716,True,
