scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
row,bound,6,0,6,0.04114120406992852,0.0612636856240704,6,0.021895538245323462,6,0.9040088094965223,0.11544570566784128,6,0,1.0,1.0,6,2356.4548421771105,6,1425.591473457369,6,5.625839752221263,6,0,6,6,6,0
row,gallop_a,6,0,6,0.05397610434141372,0.05604051876464663,6,0.022579152353880652,6,0.8184849245549696,0.13290985892944318,6,0,0.0,0.0,6,2116.1434843449956,6,1429.3479689277701,6,5.087324927535629,6,2,6,0,6,0
row,gallop_b,6,0,6,0.04671202149373052,0.0644048472490381,6,0.01242648548446417,6,0.8752441580779369,0.14626914642562486,6,0,1.0,1.0,6,1381.859259237378,6,1441.9270642868678,6,4.297205547948666,6,0,6,6,6,0
row,gallop_c,6,0,6,0.04641216221313945,0.07775076289198596,6,0.01382156263295819,6,0.8238460806656761,0.11427797511533379,6,1,0.0,0.0,6,2341.0734877551326,6,1425.6872766910121,6,5.610282709158877,6,0,6,0,6,0
row,gallop_d,6,0,6,0.039270525882924415,0.07106424196136113,6,0.03460982088760952,6,0.8600750225000816,0.1430011351346271,6,1,0.5,0.5,6,1368.0104649453112,6,1457.0606906198464,6,3.7601403927271195,6,0,6,2,6,0
row,half_bound_front_a,6,0,6,0.039825604979753584,0.06850933521775986,6,0.019509428053800196,6,0.8660731775896849,0.13297452080227062,6,3,0.3333333333333333,0.3333333333333333,6,2196.591565550449,6,1437.0097526095312,6,5.479120481879243,6,0,6,2,6,0
row,half_bound_front_b,6,0,6,0.058346941360453076,0.06123751533301521,6,0.028662377019798038,6,0.8564472593551004,0.1167609978315119,6,0,0.0,0.0,6,2472.7291204743156,6,1417.9758675455053,6,5.488612479695775,6,0,6,0,6,0
row,half_bound_hind_a,6,0,6,0.04803757711621951,0.056437204627174976,6,0.023833495666709895,6,0.8737669103762498,0.14172009691154505,6,3,0.5,0.5,6,1862.1778692198598,6,1439.4821246121949,6,4.903987835516063,6,1,6,3,6,1
row,half_bound_hind_b,6,0,6,0.04761117186136035,0.06393827763875685,6,0.01606640872750147,6,0.8548726442411638,0.11644347643996611,6,0,0.0,0.0,6,2351.2403425355114,6,1426.9132558912413,6,5.575977127318392,6,0,6,0,6,0
row,trot,6,0,6,0.03631546852622126,0.062321989491756234,6,0.014411907496391672,6,0.8538564389197623,0.1730267887793114,6,0,1.0,1.0,6,947.6027128324695,6,1474.6079915566245,6,2.869864850910058,6,0,6,5,6,0
family,bound,6,0,6,0.04114120406992852,0.0612636856240704,6,0.021895538245323462,6,0.9040088094965223,0.11544570566784128,6,0,1.0,1.0,6,2356.4548421771105,6,1425.591473457369,6,5.625839752221263,6,0,6,6,6,0
