positive_cell_id,negative_cell_id,gait_index,partner_gait_index,family,speed_mps,positive_vx_bias_mps,negative_vx_bias_mps,directed_positive_bias_mps,directed_negative_bias_mps,paired_directional_bias_mps,directional_asymmetry_mps,positive_measured_vx_mps,negative_measured_vx_mps,e_pair_bias_mps,e_pair_bias_normalized,e_pair_bias_epsilon_mps,e_pair_bias_definition
gait_00_trot__vx_pos_0p5__seed_0042,gait_00_trot__vx_neg_0p5__seed_0042,0,0,trot,0.5,-0.010232926103748194,0.021154984143100866,-0.010232926103748194,-0.021154984143100866,-0.01569395512342453,0.010922058039352672,0.4897670738962518,-0.47884501585689915,0.010922058039352645,0.010922047117305529,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_00_trot__vx_pos_1p0__seed_0042,gait_00_trot__vx_neg_1p0__seed_0042,0,0,trot,1.0,-0.002928446978330612,0.019535897051294646,-0.002928446978330612,-0.019535897051294646,-0.011232172014812629,0.016607450072964033,0.9970715530216694,-0.9804641029487053,0.016607450072964047,0.008303720884621581,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_00_trot__vx_pos_1p5__seed_0042,gait_00_trot__vx_neg_1p5__seed_0042,0,0,trot,1.5,0.020458208272854488,-0.004064487417538961,0.020458208272854488,0.004064487417538961,0.012261347845196724,0.016393720855315527,1.5204582082728544,-1.504064487417539,0.01639372085531532,0.005464571796914507,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_01_bound__vx_pos_0p5__seed_0042,gait_01_bound__vx_neg_0p5__seed_0042,1,1,bound,0.5,0.0013313947104606307,0.006479930476982053,0.0013313947104606307,-0.006479930476982053,-0.002574267883260711,0.007811325187442684,0.5013313947104606,-0.49352006952301797,0.007811325187442653,0.007811317376125277,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_01_bound__vx_pos_1p0__seed_0042,gait_01_bound__vx_neg_1p0__seed_0042,1,1,bound,1.0,0.002939033011595408,-0.002287920812765757,0.002939033011595408,0.002287920812765757,0.002613476912180583,0.0006511121988296508,1.0029390330115955,-1.0022879208127657,0.0006511121988297397,0.0003255559366369015,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_01_bound__vx_pos_1p5__seed_0042,gait_01_bound__vx_neg_1p5__seed_0042,1,1,bound,1.5,0.014999693135420482,-0.017894166707992553,0.014999693135420482,0.017894166707992553,0.016446929921706516,-0.002894473572572071,1.5149996931354204,-1.5178941667079926,0.0028944735725722204,0.0009648242025826725,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_02_half_bound__vx_pos_0p5__seed_0042,gait_03_half_bound__vx_neg_0p5__seed_0042,2,3,half_bound,0.5,-0.0024743154018866914,0.015293048960821969,-0.0024743154018866914,-0.015293048960821969,-0.00888368218135433,0.012818733558935277,0.4975256845981133,-0.48470695103917805,0.012818733558935258,0.012818720740214519,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_02_half_bound__vx_pos_1p0__seed_0042,gait_03_half_bound__vx_neg_1p0__seed_0042,2,3,half_bound,1.0,-0.010791600743929545,0.008149311939875285,-0.010791600743929545,-0.008149311939875285,-0.009470456341902415,-0.0026422888040542603,0.9892083992560704,-0.9918506880601247,0.0026422888040542603,0.0013211437414552593,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_02_half_bound__vx_pos_1p5__seed_0042,gait_03_half_bound__vx_neg_1p5__seed_0042,2,3,half_bound,1.5,-0.0038447643319765726,-0.006788430362939834,-0.0038447643319765726,0.006788430362939834,0.0014718330154816308,-0.010633194694916408,1.4961552356680234,-1.5067884303629397,0.010633194694916304,0.0035443970501730843,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_03_half_bound__vx_pos_0p5__seed_0042,gait_02_half_bound__vx_neg_0p5__seed_0042,3,2,half_bound,0.5,0.0002390343476744259,0.015914049156072762,0.0002390343476744259,-0.015914049156072762,-0.007837507404199168,0.01615308350374719,0.5002390343476745,-0.48408595084392725,0.016153083503747223,0.016153067350679874,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_03_half_bound__vx_pos_1p0__seed_0042,gait_02_half_bound__vx_neg_1p0__seed_0042,3,2,half_bound,1.0,0.007318812236189842,0.008091495682795843,0.007318812236189842,-0.008091495682795843,-0.0003863417233030005,0.015410307918985684,1.0073188122361898,-0.9919085043172041,0.015410307918985677,0.0077051501069177845,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_03_half_bound__vx_pos_1p5__seed_0042,gait_02_half_bound__vx_neg_1p5__seed_0042,3,2,half_bound,1.5,0.008463578174511592,-0.0043889989455540976,0.008463578174511592,0.0043889989455540976,0.006426288560032845,0.0040745792289574945,1.5084635781745115,-1.5043889989455541,0.004074579228957376,0.0013581926235882507,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_04_half_bound__vx_pos_0p5__seed_0042,gait_05_half_bound__vx_neg_0p5__seed_0042,4,5,half_bound,0.5,-0.012742032148257023,0.007555282729513505,-0.012742032148257023,-0.007555282729513505,-0.010148657438885263,-0.005186749418743518,0.48725796785174297,-0.4924447172704865,0.00518674941874353,0.005186744231999299,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_04_half_bound__vx_pos_1p0__seed_0042,gait_05_half_bound__vx_neg_1p0__seed_0042,4,5,half_bound,1.0,-0.005297426258524259,0.011891245966156323,-0.005297426258524259,-0.011891245966156323,-0.008594336112340291,0.006593819707632064,0.9947025737414757,-0.9881087540338437,0.006593819707632065,0.0032969082053619296,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_04_half_bound__vx_pos_1p5__seed_0042,gait_05_half_bound__vx_neg_1p5__seed_0042,4,5,half_bound,1.5,0.010719668865203858,0.0010670391221841177,0.010719668865203858,-0.0010670391221841177,0.00482631487150987,0.011786707987387976,1.5107196688652038,-1.498932960877816,0.011786707987387901,0.003928901352828849,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_05_half_bound__vx_pos_0p5__seed_0042,gait_04_half_bound__vx_neg_0p5__seed_0042,5,4,half_bound,0.5,0.0017223763240485632,-0.006105309336626229,0.0017223763240485632,0.006105309336626229,0.003913842830337396,-0.004382933012577666,0.5017223763240486,-0.5061053093366262,0.004382933012577639,0.0043829286296490095,1e-06,abs(mean_vx_pos + mean_vx_neg)
