scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
row,bound,6,0,6,0.03607723809293132,0.029884961010740552,6,0.006165725476709149,6,0.987818770774461,0.034182096718628756,6,0,1.0,1.0,6,2962.9916805304933,6,1594.440888613977,6,6.282156732567709,6,6,6,6,6,6
row,gallop_a,6,0,6,0.03911255099709149,0.03558190341047992,6,0.013783197597023567,6,0.8757454612972845,0.05492710577450991,6,5,0.0,0.0,6,2190.1319460667396,6,1613.9153582132856,6,5.583174550928856,6,6,6,0,6,0
row,gallop_b,6,0,6,0.033105582986195516,0.05127419940408603,6,0.014449482449541917,6,0.926479387820467,0.04028407297019754,6,2,0.6666666666666666,0.6666666666666666,6,1614.9205793427727,6,1647.4337488748133,6,5.058335407456602,6,2,6,4,6,2
row,gallop_c,6,0,6,0.03224716673404384,0.05456500307860609,6,0.013162406006723809,6,0.889284000265835,0.05223382905501278,6,3,0.3333333333333333,0.3333333333333333,6,2243.6445467065755,6,1622.9218203150667,6,5.84573354963176,6,2,6,2,6,1
row,gallop_d,6,0,6,0.027485009913140554,0.049815328767970325,6,0.014826914630190589,6,0.9424236967770211,0.03997001543042818,6,0,1.0,1.0,6,2181.8726135388356,6,1640.8482146537801,6,5.4613438360577975,6,3,6,6,6,3
row,half_bound_front_a,6,0,6,0.037234028917469984,0.04788328864632214,6,0.015585227151648152,6,0.9308405928448563,0.046909627950046794,6,1,0.6666666666666666,0.6666666666666666,6,2474.879254366732,6,1615.3072153306257,6,5.826609047873294,6,4,6,4,6,3
row,half_bound_front_b,6,0,6,0.03148105907849275,0.042803742968781644,6,0.013502247487659708,6,0.9401672840405437,0.03397454011256621,6,2,0.6666666666666666,0.6666666666666666,6,2711.6182537804534,6,1602.5957024959478,6,5.847239484125221,6,5,6,4,6,4
row,half_bound_hind_a,6,0,6,0.0353848195292444,0.035214585575966954,6,0.00827184533171336,6,0.9292547456879131,0.04524360465513669,6,1,0.6666666666666666,0.6666666666666666,6,2345.5090419707967,6,1627.1192244048727,6,5.6389338916066585,6,6,6,4,6,4
row,half_bound_hind_b,6,0,6,0.03319607569817971,0.04913445789863343,6,0.009752004768283914,6,0.9507395481503181,0.043226884284607164,6,0,1.0,1.0,6,2755.2707862280163,6,1599.191161393871,6,6.044404801026528,6,4,6,6,6,4
row,trot,6,0,6,0.03584863555055346,0.0320522829888144,6,0.012627526812817112,6,0.9827787817456931,0.027560346835857234,6,0,1.0,1.0,6,592.1268915728264,6,1671.754611195872,6,2.683211845635201,6,6,6,6,6,6
family,bound,6,0,6,0.03607723809293132,0.029884961010740552,6,0.006165725476709149,6,0.987818770774461,0.034182096718628756,6,0,1.0,1.0,6,2962.9916805304933,6,1594.440888613977,6,6.282156732567709,6,6,6,6,6,6
family,gallop,24,0,24,0.032987577657617846,0.04780910866528559,24,0.01405550017086997,24,0.9084831365401519,0.0468537558075371,24,10,0.5,0.5,24,2057.642421413731,24,1631.2797855142364,24,5.487146836018755,24,13,24,12,24,6
family,half_bound,24,0,24,0.03432399580584671,0.043759018772426043,24,0.011777831184826284,24,0.937750542680908,0.042338664250589214,24,4,0.75,0.75,24,2571.8193340864996,24,1611.0533259063293,24,5.839296806157925,24,19,24,18,24,15
family,trot,6,0,6,0.03584863555055346,0.0320522829888144,6,0.012627526812817112,6,0.9827787817456931,0.027560346835857234,6,0,1.0,1.0,6,592.1268915728264,6,1671.754611195872,6,2.683211845635201,6,6,6,6,6,6
velocity,+0.5 m/s,10,0,10,0.05537947823317198,0.0395146343474044,10,0.016962184938722764,10,0.9342438019206373,0.04079223114903233,10,3,0.7,0.7,10,1876.0618481340698,10,1624.828514615398,10,4.1737718079802075,10,9,10,7,10,6
velocity,+1 m/s,10,0,10,0.028679047203088205,0.038641044669251334,10,0.01173431003270572,10,0.9404107456545813,0.043101236621538794,10,1,0.9,0.9,10,2059.9809391651843,10,1631.8069634364842,10,5.173596808343263,10,10,10,9,10,9
velocity,+1.5 m/s,10,0,10,0.02125824319130871,0.03826690067562556,10,0.01007312487349684,10,0.941022657574805,0.04332101662953695,10,1,0.9,0.9,10,2250.4077532967467,10,1600.1247807008954,10,6.477376936958318,10,9,10,9,10,8
velocity,-0.5 m/s,10,0,10,0.05358906664552661,0.04770733970100973,10,0.013154034547288548,10,0.9236166311595145,0.042187260579662156,10,4,0.5,0.5,10,2161.8966492076424,10,1628.0935073313417,10,4.0640010913391595,10,4,10,5,10,2
velocity,-1 m/s,10,0,10,0.028058177696524033,0.04448993998437345,10,0.008688189373255793,10,0.9363442031309004,0.042287683486938475,10,3,0.6,0.6,10,2341.2944863242233,10,1635.9817705901564,10,5.389661838895924,10,6,10,6,10,3
velocity,-1.5 m/s,10,0,10,0.017739287528786278,0.048305992872576406,10,0.0126641028619171,10,0.9376813222021975,0.03941784580548604,10,2,0.6,0.6,10,2554.137680334679,10,1620.4812306209915,10,7.284277404628905,10,6,10,6,10,5
direction,backward,30,0,30,0.03312884395694564,0.046834424185986524,30,0.011502108927487148,30,0.9325473854975375,0.04129759662402889,30,9,0.5666666666666667,0.5666666666666667,30,2352.4429386221814,30,1628.1855028474965,30,5.579313444954663,30,16,30,17,30,10
direction,forward,30,0,30,0.035105589542522964,0.03880752656409377,30,0.012923206614975109,30,0.9385590683833411,0.042404828133369356,30,5,0.8333333333333334,0.8333333333333334,30,2062.1501801986665,30,1618.9200862509258,30,5.274915184427263,30,28,30,25,30,23
policy,5bcb69a972c15aa17bdd9f11531a0628112627b95b24fd3eff60a97aeecba4e9,60,0,60,0.0341172167497343,0.04282097537504015,60,0.012212657771231128,60,0.9355532269404393,0.041851212378699126,60,14,0.7,0.7,60,2207.2965594104244,60,1623.552794549211,60,5.4271143146909635,60,44,60,42,60,33
