cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_0042,touchdown,fl,rr,38,36,2,0.9473684210526315,0.020555555555555556,0.02,0.08352772394816081,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_0042,touchdown,fr,rl,38,35,3,0.9210526315789473,0.001142857142857143,0.005999999999999943,0.004644012451171875,0.024381065368652113
gait_00_trot__vx_neg_1p5__seed_0042,liftoff,fl,rr,38,36,2,0.9473684210526315,0.013888888888888888,0.04,0.05643765131632487,0.16254043579101562
gait_00_trot__vx_neg_1p5__seed_0042,liftoff,fr,rl,38,35,3,0.9210526315789473,0.021142857142857144,0.04,0.08591423034667969,0.16254043579101562
gait_00_trot__vx_neg_1p0__seed_0042,touchdown,fl,rr,30,30,0,1.0,0.018000000000000006,0.02,0.05718727111816406,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_0042,touchdown,fr,rl,30,29,1,0.9666666666666667,0.004827586206896551,0.02,0.01533758229222791,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_0042,liftoff,fl,rr,30,30,0,1.0,0.010666666666666668,0.02,0.033888753255208334,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_0042,liftoff,fr,rl,30,29,1,0.9666666666666667,0.014482758620689656,0.02,0.046012746876683726,0.06354141235351562
gait_00_trot__vx_neg_0p5__seed_0042,touchdown,fl,rr,23,23,0,1.0,0.004347826086956522,0.02,0.010799739671790081,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_0042,touchdown,fr,rl,23,12,11,0.5217391304347826,0.03166666666666667,0.17099999999999974,0.0786581039428711,0.4247537612915032
gait_00_trot__vx_neg_0p5__seed_0042,liftoff,fl,rr,23,23,0,1.0,0.0008695652173913044,0.0,0.0021599479343580165,0.0
gait_00_trot__vx_neg_0p5__seed_0042,liftoff,fr,rl,23,23,0,1.0,0.0034782608695652175,0.02,0.008639791737432066,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_0042,touchdown,fl,rr,23,23,0,1.0,0.010434782608695651,0.02,0.025919375212296196,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_0042,touchdown,fr,rl,23,9,14,0.391304347826087,0.08444444444444445,0.38,0.20975494384765625,0.9438972473144531
gait_00_trot__vx_pos_0p5__seed_0042,liftoff,fl,rr,23,23,0,1.0,0.0052173913043478265,0.02,0.012959687606148098,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_0042,liftoff,fr,rl,23,23,0,1.0,0.017391304347826094,0.02,0.043198958687160324,0.049678802490234375
gait_00_trot__vx_pos_1p0__seed_0042,touchdown,fl,rr,30,30,0,1.0,0.002,0.02,0.006354141235351563,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_0042,touchdown,fr,rl,30,24,6,0.8,0.015833333333333335,0.02,0.05030361811319987,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_0042,liftoff,fl,rr,30,30,0,1.0,0.0026666666666666666,0.02,0.008472188313802084,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_0042,liftoff,fr,rl,30,30,0,1.0,0.021333333333333336,0.030999999999999944,0.06777750651041667,0.09848918914794905
gait_00_trot__vx_pos_1p5__seed_0042,touchdown,fl,rr,38,38,0,1.0,0.008947368421052634,0.02,0.036357729058516655,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_0042,touchdown,fr,rl,38,38,0,1.0,0.01789473684210527,0.02,0.07271545811703331,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_0042,liftoff,fl,rr,38,38,0,1.0,0.002105263157894737,0.02,0.008554759778474507,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_0042,liftoff,fr,rl,38,38,0,1.0,0.02210526315789474,0.04,0.08982497767398231,0.16254043579101562
gait_01_bound__vx_neg_1p5__seed_0042,touchdown,fl,fr,38,38,0,1.0,0.005789473684210526,0.02,0.02352558939080489,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_0042,touchdown,rl,rr,38,30,8,0.7894736842105263,0.006666666666666666,0.02,0.027090072631835938,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_0042,liftoff,fl,fr,38,38,0,1.0,0.008947368421052634,0.02,0.036357729058516655,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_0042,liftoff,rl,rr,38,30,8,0.7894736842105263,0.0033333333333333335,0.02,0.013545036315917969,0.08127021789550781
gait_01_bound__vx_neg_1p0__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.005999999999999999,0.02,0.01906242370605469,0.06354141235351562
gait_01_bound__vx_neg_1p0__seed_0042,touchdown,rl,rr,30,21,9,0.7,0.014285714285714285,0.02,0.04538672310965401,0.06354141235351562
gait_01_bound__vx_neg_1p0__seed_0042,liftoff,fl,fr,30,30,0,1.0,0.014666666666666668,0.02,0.04659703572591146,0.06354141235351562
gait_01_bound__vx_neg_1p0__seed_0042,liftoff,rl,rr,30,21,9,0.7,0.015238095238095238,0.06,0.048412504650297616,0.19062423706054685
gait_01_bound__vx_neg_0p5__seed_0042,touchdown,fl,fr,23,23,0,1.0,0.0008695652173913044,0.0,0.0021599479343580165,0.0
gait_01_bound__vx_neg_0p5__seed_0042,touchdown,rl,rr,23,16,7,0.6956521739130435,0.01625,0.065,0.04036402702331543,0.16145610809326172
gait_01_bound__vx_neg_0p5__seed_0042,liftoff,fl,fr,23,23,0,1.0,0.0060869565217391295,0.02,0.015119635540506115,0.049678802490234375
gait_01_bound__vx_neg_0p5__seed_0042,liftoff,rl,rr,23,16,7,0.6956521739130435,0.01125,0.02,0.027944326400756836,0.049678802490234375
gait_01_bound__vx_pos_0p5__seed_0042,touchdown,fl,fr,23,23,0,1.0,0.004347826086956522,0.02,0.010799739671790081,0.049678802490234375
gait_01_bound__vx_pos_0p5__seed_0042,touchdown,rl,rr,23,12,11,0.5217391304347826,0.18166666666666667,0.38,0.4512491226196289,0.9438972473144531
gait_01_bound__vx_pos_0p5__seed_0042,liftoff,fl,fr,23,23,0,1.0,0.006956521739130435,0.02,0.017279583474864132,0.049678802490234375
gait_01_bound__vx_pos_0p5__seed_0042,liftoff,rl,rr,23,18,5,0.782608695652174,0.01666666666666667,0.02,0.04139900207519531,0.049678802490234375
gait_01_bound__vx_pos_1p0__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.014666666666666668,0.02,0.04659703572591146,0.06354141235351562
gait_01_bound__vx_pos_1p0__seed_0042,touchdown,rl,rr,30,25,5,0.8333333333333334,0.0008,0.0,0.002541656494140625,0.0
gait_01_bound__vx_pos_1p0__seed_0042,liftoff,fl,fr,30,30,0,1.0,0.01266666666666667,0.02,0.04024289449055989,0.06354141235351562
gait_01_bound__vx_pos_1p0__seed_0042,liftoff,rl,rr,30,25,5,0.8333333333333334,0.0016,0.015999999999999945,0.00508331298828125,0.05083312988281232
gait_01_bound__vx_pos_1p5__seed_0042,touchdown,fl,fr,38,38,0,1.0,0.021052631578947368,0.022999999999999972,0.08554759778474506,0.09346075057983387
