scope,family,velocity_mps,expected_cells,valid_cells,coverage_fraction,complete,tracking_success_cells,tracking_success_fraction,tracking_qualified_complete,torque_squared_observed_mean_signed_imbalance_percent,torque_squared_observed_mean_abs_imbalance_percent,torque_squared_mean_signed_imbalance_percent,torque_squared_mean_abs_imbalance_percent,torque_squared_tracking_qualified_observed_mean_signed_imbalance_percent,torque_squared_tracking_qualified_observed_mean_abs_imbalance_percent,torque_squared_tracking_qualified_mean_signed_imbalance_percent,torque_squared_tracking_qualified_mean_abs_imbalance_percent,torque_squared_observed_mean_total_integral,torque_squared_mean_total_integral,torque_squared_tracking_qualified_observed_mean_total_integral,torque_squared_tracking_qualified_mean_total_integral,torque_squared_observed_mean_total_per_s,torque_squared_mean_total_per_s,torque_squared_tracking_qualified_observed_mean_total_per_s,torque_squared_tracking_qualified_mean_total_per_s,torque_squared_observed_mean_total_per_directed_m,torque_squared_mean_total_per_directed_m,torque_squared_tracking_qualified_observed_mean_total_per_directed_m,torque_squared_tracking_qualified_mean_total_per_directed_m,normalized_torque_utilization_observed_mean_signed_imbalance_percent,normalized_torque_utilization_observed_mean_abs_imbalance_percent,normalized_torque_utilization_mean_signed_imbalance_percent,normalized_torque_utilization_mean_abs_imbalance_percent,normalized_torque_utilization_tracking_qualified_observed_mean_signed_imbalance_percent,normalized_torque_utilization_tracking_qualified_observed_mean_abs_imbalance_percent,normalized_torque_utilization_tracking_qualified_mean_signed_imbalance_percent,normalized_torque_utilization_tracking_qualified_mean_abs_imbalance_percent,normalized_torque_utilization_observed_mean_total_integral,normalized_torque_utilization_mean_total_integral,normalized_torque_utilization_tracking_qualified_observed_mean_total_integral,normalized_torque_utilization_tracking_qualified_mean_total_integral,normalized_torque_utilization_observed_mean_total_per_s,normalized_torque_utilization_mean_total_per_s,normalized_torque_utilization_tracking_qualified_observed_mean_total_per_s,normalized_torque_utilization_tracking_qualified_mean_total_per_s,normalized_torque_utilization_observed_mean_total_per_directed_m,normalized_torque_utilization_mean_total_per_directed_m,normalized_torque_utilization_tracking_qualified_observed_mean_total_per_directed_m,normalized_torque_utilization_tracking_qualified_mean_total_per_directed_m,absolute_work_observed_mean_signed_imbalance_percent,absolute_work_observed_mean_abs_imbalance_percent,absolute_work_mean_signed_imbalance_percent,absolute_work_mean_abs_imbalance_percent,absolute_work_tracking_qualified_observed_mean_signed_imbalance_percent,absolute_work_tracking_qualified_observed_mean_abs_imbalance_percent,absolute_work_tracking_qualified_mean_signed_imbalance_percent,absolute_work_tracking_qualified_mean_abs_imbalance_percent,absolute_work_observed_mean_total_integral,absolute_work_mean_total_integral,absolute_work_tracking_qualified_observed_mean_total_integral,absolute_work_tracking_qualified_mean_total_integral,absolute_work_observed_mean_total_per_s,absolute_work_mean_total_per_s,absolute_work_tracking_qualified_observed_mean_total_per_s,absolute_work_tracking_qualified_mean_total_per_s,absolute_work_observed_mean_total_per_directed_m,absolute_work_mean_total_per_directed_m,absolute_work_tracking_qualified_observed_mean_total_per_directed_m,absolute_work_tracking_qualified_mean_total_per_directed_m,vertical_grf_impulse_observed_mean_signed_imbalance_percent,vertical_grf_impulse_observed_mean_abs_imbalance_percent,vertical_grf_impulse_mean_signed_imbalance_percent,vertical_grf_impulse_mean_abs_imbalance_percent,vertical_grf_impulse_tracking_qualified_observed_mean_signed_imbalance_percent,vertical_grf_impulse_tracking_qualified_observed_mean_abs_imbalance_percent,vertical_grf_impulse_tracking_qualified_mean_signed_imbalance_percent,vertical_grf_impulse_tracking_qualified_mean_abs_imbalance_percent,vertical_grf_impulse_observed_mean_total_integral,vertical_grf_impulse_mean_total_integral,vertical_grf_impulse_tracking_qualified_observed_mean_total_integral,vertical_grf_impulse_tracking_qualified_mean_total_integral,vertical_grf_impulse_observed_mean_total_per_s,vertical_grf_impulse_mean_total_per_s,vertical_grf_impulse_tracking_qualified_observed_mean_total_per_s,vertical_grf_impulse_tracking_qualified_mean_total_per_s,vertical_grf_impulse_observed_mean_total_per_directed_m,vertical_grf_impulse_mean_total_per_directed_m,vertical_grf_impulse_tracking_qualified_observed_mean_total_per_directed_m,vertical_grf_impulse_tracking_qualified_mean_total_per_directed_m
family_velocity,trot,-1.5,1,1,1.0,True,1,1.0,True,7.819982084149978,7.819982084149978,7.819982084149978,7.819982084149978,7.819982084149978,7.819982084149978,7.819982084149978,7.819982084149978,2448.956002297571,2448.956002297571,2448.956002297571,2448.956002297571,255.09958357266368,255.09958357266368,255.09958357266368,255.09958357266368,169.93422306399899,169.93422306399899,169.93422306399899,169.93422306399899,7.819982084149981,7.819982084149981,7.819982084149981,7.819982084149981,7.819982084149981,7.819982084149981,7.819982084149981,7.819982084149981,2.4489560022975718e-15,2.4489560022975718e-15,2.4489560022975718e-15,2.4489560022975718e-15,2.5509958357266374e-16,2.5509958357266374e-16,2.5509958357266374e-16,2.5509958357266374e-16,1.6993422306399902e-16,1.6993422306399902e-16,1.6993422306399902e-16,1.6993422306399902e-16,22.056424492238904,22.056424492238904,22.056424492238904,22.056424492238904,22.056424492238904,22.056424492238904,22.056424492238904,22.056424492238904,972.5766434392344,972.5766434392344,972.5766434392344,972.5766434392344,101.31006702492026,101.31006702492026,101.31006702492026,101.31006702492026,67.48755637830195,67.48755637830195,67.48755637830195,67.48755637830195,0.721491910307804,0.721491910307804,0.721491910307804,0.721491910307804,0.721491910307804,0.721491910307804,0.721491910307804,0.721491910307804,1647.1030828500134,1647.1030828500134,1647.1030828500134,1647.1030828500134,171.5732377968764,171.5732377968764,171.5732377968764,171.5732377968764,114.29326718317425,114.29326718317425,114.29326718317425,114.29326718317425
family_velocity,trot,-1.0,1,1,1.0,True,1,1.0,True,7.872212522119826,7.872212522119826,7.872212522119826,7.872212522119826,7.872212522119826,7.872212522119826,7.872212522119826,7.872212522119826,1970.588826399542,1970.588826399542,1970.588826399542,1970.588826399542,205.26966941661897,205.26966941661897,205.26966941661897,205.26966941661897,209.79184444515332,209.79184444515332,209.79184444515332,209.79184444515332,7.872212522119812,7.872212522119812,7.872212522119812,7.872212522119812,7.872212522119812,7.872212522119812,7.872212522119812,7.872212522119812,1.9705888263995423e-15,1.9705888263995423e-15,1.9705888263995423e-15,1.9705888263995423e-15,2.05269669416619e-16,2.05269669416619e-16,2.05269669416619e-16,2.05269669416619e-16,2.0979184444515334e-16,2.0979184444515334e-16,2.0979184444515334e-16,2.0979184444515334e-16,16.266403624709305,16.266403624709305,16.266403624709305,16.266403624709305,16.266403624709305,16.266403624709305,16.266403624709305,16.266403624709305,589.3337012460054,589.3337012460054,589.3337012460054,589.3337012460054,61.38892721312556,61.38892721312556,61.38892721312556,61.38892721312556,62.741350464259966,62.741350464259966,62.741350464259966,62.741350464259966,0.23602492658649762,0.23602492658649762,0.23602492658649762,0.23602492658649762,0.23602492658649762,0.23602492658649762,0.23602492658649762,0.23602492658649762,1687.195038212602,1687.195038212602,1687.195038212602,1687.195038212602,175.74948314714604,175.74948314714604,175.74948314714604,175.74948314714604,179.62131636159313,179.62131636159313,179.62131636159313,179.62131636159313
family_velocity,trot,-0.5,1,1,1.0,True,1,1.0,True,6.687561675041505,6.687561675041505,6.687561675041505,6.687561675041505,6.687561675041505,6.687561675041505,6.687561675041505,6.687561675041505,1460.280768452349,1460.280768452349,1460.280768452349,1460.280768452349,153.3908370223056,153.3908370223056,153.3908370223056,153.3908370223056,320.76974057665916,320.76974057665916,320.76974057665916,320.76974057665916,6.687561675041504,6.687561675041504,6.687561675041504,6.687561675041504,6.687561675041504,6.687561675041504,6.687561675041504,6.687561675041504,1.460280768452349e-15,1.460280768452349e-15,1.460280768452349e-15,1.460280768452349e-15,1.5339083702230556e-16,1.5339083702230556e-16,1.5339083702230556e-16,1.5339083702230556e-16,3.207697405766592e-16,3.207697405766592e-16,3.207697405766592e-16,3.207697405766592e-16,8.910862810071658,8.910862810071658,8.910862810071658,8.910862810071658,8.910862810071658,8.910862810071658,8.910862810071658,8.910862810071658,227.48260428485796,227.48260428485796,227.48260428485796,227.48260428485796,23.895231542527096,23.895231542527096,23.895231542527096,23.895231542527096,49.969524723312,49.969524723312,49.969524723312,49.969524723312,-1.1895796925755115,1.1895796925755115,-1.1895796925755115,1.1895796925755115,-1.1895796925755115,1.1895796925755115,-1.1895796925755115,1.1895796925755115,1700.4434035576844,1700.4434035576844,1700.4434035576844,1700.4434035576844,178.61800457538703,178.61800457538703,178.61800457538703,178.61800457538703,373.52459965803394,373.52459965803394,373.52459965803394,373.52459965803394
family_velocity,trot,0.5,1,1,1.0,True,1,1.0,True,4.262005036104606,4.262005036104606,4.262005036104606,4.262005036104606,4.262005036104606,4.262005036104606,4.262005036104606,4.262005036104606,1514.5225480471386,1514.5225480471386,1514.5225480471386,1514.5225480471386,159.08850294612802,159.08850294612802,159.08850294612802,159.08850294612802,325.57926798133406,325.57926798133406,325.57926798133406,325.57926798133406,4.262005036104604,4.262005036104604,4.262005036104604,4.262005036104604,4.262005036104604,4.262005036104604,4.262005036104604,4.262005036104604,1.5145225480471385e-15,1.5145225480471385e-15,1.5145225480471385e-15,1.5145225480471385e-15,1.59088502946128e-16,1.59088502946128e-16,1.59088502946128e-16,1.59088502946128e-16,3.25579267981334e-16,3.25579267981334e-16,3.25579267981334e-16,3.25579267981334e-16,-1.245553651335279,1.245553651335279,-1.245553651335279,1.245553651335279,-1.245553651335279,1.245553651335279,-1.245553651335279,1.245553651335279,249.48190152064234,249.48190152064234,249.48190152064234,249.48190152064234,26.20608209250445,26.20608209250445,26.20608209250445,26.20608209250445,53.63151243698347,53.63151243698347,53.63151243698347,53.63151243698347,3.1108940388300295,3.1108940388300295,3.1108940388300295,3.1108940388300295,3.1108940388300295,3.1108940388300295,3.1108940388300295,3.1108940388300295,1699.942210576025,1699.942210576025,1699.942210576025,1699.942210576025,178.56535825378415,178.56535825378415,178.56535825378415,178.56535825378415,365.43922125396233,365.43922125396233,365.43922125396233,365.43922125396233
family_velocity,trot,1.0,1,1,1.0,True,1,1.0,True,0.30881882527049925,0.30881882527049925,0.30881882527049925,0.30881882527049925,0.30881882527049925,0.30881882527049925,0.30881882527049925,0.30881882527049925,1920.9225757021666,1920.9225757021666,1920.9225757021666,1920.9225757021666,200.09610163564236,200.09610163564236,200.09610163564236,200.09610163564236,201.04372032123695,201.04372032123695,201.04372032123695,201.04372032123695,0.30881882527048454,0.30881882527048454,0.30881882527048454,0.30881882527048454,0.30881882527048454,0.30881882527048454,0.30881882527048454,0.30881882527048454,1.9209225757021667e-15,1.9209225757021667e-15,1.9209225757021667e-15,1.9209225757021667e-15,2.0009610163564237e-16,2.0009610163564237e-16,2.0009610163564237e-16,2.0009610163564237e-16,2.0104372032123696e-16,2.0104372032123696e-16,2.0104372032123696e-16,2.0104372032123696e-16,-14.559827500454507,14.559827500454507,-14.559827500454507,14.559827500454507,-14.559827500454507,14.559827500454507,-14.559827500454507,14.559827500454507,574.1205470816052,574.1205470816052,574.1205470816052,574.1205470816052,59.804223654333875,59.804223654333875,59.804223654333875,59.804223654333875,60.08744556295216,60.08744556295216,60.08744556295216,60.08744556295216,1.3996477919414525,1.3996477919414525,1.3996477919414525,1.3996477919414525,1.3996477919414525,1.3996477919414525,1.3996477919414525,1.3996477919414525,1682.7711084120622,1682.7711084120622,1682.7711084120622,1682.7711084120622,175.28865712625648,175.28865712625648,175.28865712625648,175.28865712625648,176.11879227385717,176.11879227385717,176.11879227385717,176.11879227385717
family_velocity,trot,1.5,1,1,1.0,True,1,1.0,True,-0.6143973682094963,0.6143973682094963,-0.6143973682094963,0.6143973682094963,-0.6143973682094963,0.6143973682094963,-0.6143973682094963,0.6143973682094963,2389.517373604177,2389.517373604177,2389.517373604177,2389.517373604177,248.90805975043511,248.90805975043511,248.90805975043511,248.90805975043511,163.91530942070895,163.91530942070895,163.91530942070895,163.91530942070895,-0.6143973682095051,0.6143973682095051,-0.6143973682095051,0.6143973682095051,-0.6143973682095051,0.6143973682095051,-0.6143973682095051,0.6143973682095051,2.3895173736041776e-15,2.3895173736041776e-15,2.3895173736041776e-15,2.3895173736041776e-15,2.4890805975043517e-16,2.4890805975043517e-16,2.4890805975043517e-16,2.4890805975043517e-16,1.6391530942070898e-16,1.6391530942070898e-16,1.6391530942070898e-16,1.6391530942070898e-16,-17.03110339784042,17.03110339784042,-17.03110339784042,17.03110339784042,-17.03110339784042,17.03110339784042,-17.03110339784042,17.03110339784042,939.7659518646129,939.7659518646129,939.7659518646129,939.7659518646129,97.89228665256385,97.89228665256385,97.89228665256385,97.89228665256385,64.46574880959712,64.46574880959712,64.46574880959712,64.46574880959712,-3.4495342985099366,3.4495342985099366,-3.4495342985099366,3.4495342985099366,-3.4495342985099366,3.4495342985099366,-3.4495342985099366,3.4495342985099366,1613.072817742087,1613.072817742087,1613.072817742087,1613.072817742087,168.02841851480073,168.02841851480073,168.02841851480073,168.02841851480073,110.6530268242059,110.6530268242059,110.6530268242059,110.6530268242059
family,trot,,6,6,1.0,True,6,1.0,True,4.389363795746153,4.594162918482652,4.389363795746153,4.594162918482652,4.389363795746153,4.594162918482652,4.389363795746153,4.594162918482652,1950.7980157504908,1950.7980157504908,1950.7980157504908,1950.7980157504908,203.64212572396562,203.64212572396562,203.64212572396562,203.64212572396562,231.83901763484857,231.83901763484857,231.83901763484857,231.83901763484857,4.389363795746147,4.594162918482648,4.389363795746147,4.594162918482648,4.389363795746147,4.594162918482648,4.389363795746147,4.594162918482648,1.9507980157504907e-15,1.9507980157504907e-15,1.9507980157504907e-15,1.9507980157504907e-15,2.0364212572396564e-16,2.0364212572396564e-16,2.0364212572396564e-16,2.0364212572396564e-16,2.318390176348486e-16,2.318390176348486e-16,2.318390176348486e-16,2.318390176348486e-16,2.3995343962316107,13.345029246108345,2.3995343962316107,13.345029246108345,2.3995343962316107,13.345029246108345,2.3995343962316107,13.345029246108345,592.1268915728264,592.1268915728264,592.1268915728264,592.1268915728264,61.749469696662516,61.749469696662516,61.749469696662516,61.749469696662516,59.73052306256778,59.73052306256778,59.73052306256778,59.73052306256778,0.13815744609672256,1.6845287764585386,0.13815744609672256,1.6845287764585386,0.13815744609672256,1.6845287764585386,0.13815744609672256,1.6845287764585386,1671.754610225079,1671.754610225079,1671.754610225079,1671.754610225079,174.63719323570845,174.63719323570845,174.63719323570845,174.63719323570845,219.94170392580443,219.94170392580443,219.94170392580443,219.94170392580443
family_velocity,bound,-1.5,1,1,1.0,True,1,1.0,True,-6.290096585494641,6.290096585494641,-6.290096585494641,6.290096585494641,-6.290096585494641,6.290096585494641,-6.290096585494641,6.290096585494641,5009.415955044369,5009.415955044369,5009.415955044369,5009.415955044369,521.8141619837885,521.8141619837885,521.8141619837885,521.8141619837885,344.4012205263721,344.4012205263721,344.4012205263721,344.4012205263721,-6.290096585494648,6.290096585494648,-6.290096585494648,6.290096585494648,-6.290096585494648,6.290096585494648,-6.290096585494648,6.290096585494648,5.0094159550443695e-15,5.0094159550443695e-15,5.0094159550443695e-15,5.0094159550443695e-15,5.218141619837885e-16,5.218141619837885e-16,5.218141619837885e-16,5.218141619837885e-16,3.444012205263721e-16,3.444012205263721e-16,3.444012205263721e-16,3.444012205263721e-16,-27.29243696687706,27.29243696687706,-27.29243696687706,27.29243696687706,-27.29243696687706,27.29243696687706,-27.29243696687706,27.29243696687706,3076.475140146774,3076.475140146774,3076.475140146774,3076.475140146774,320.46616043195564,320.46616043195564,320.46616043195564,320.46616043195564,211.51004482242203,211.51004482242203,211.51004482242203,211.51004482242203,10.94544020881878,10.94544020881878,10.94544020881878,10.94544020881878,10.94544020881878,10.94544020881878,10.94544020881878,10.94544020881878,1572.9277185340668,1572.9277185340668,1572.9277185340668,1572.9277185340668,163.84663734729864,163.84663734729864,163.84663734729864,163.84663734729864,108.13999694263687,108.13999694263687,108.13999694263687,108.13999694263687
family_velocity,bound,-1.0,1,1,1.0,True,1,1.0,True,-5.292344249483319,5.292344249483319,-5.292344249483319,5.292344249483319,-5.292344249483319,5.292344249483319,-5.292344249483319,5.292344249483319,4364.642343922579,4364.642343922579,4364.642343922579,4364.642343922579,454.650244158602,454.650244158602,454.650244158602,454.650244158602,458.056368290427,458.056368290427,458.056368290427,458.056368290427,-5.292344249483312,5.292344249483312,-5.292344249483312,5.292344249483312,-5.292344249483312,5.292344249483312,-5.292344249483312,5.292344249483312,4.3646423439225795e-15,4.3646423439225795e-15,4.3646423439225795e-15,4.3646423439225795e-15,4.546502441586021e-16,4.546502441586021e-16,4.546502441586021e-16,4.546502441586021e-16,4.58056368290427e-16,4.58056368290427e-16,4.58056368290427e-16,4.58056368290427e-16,-25.488199064356557,25.488199064356557,-25.488199064356557,25.488199064356557,-25.488199064356557,25.488199064356557,-25.488199064356557,25.488199064356557,3040.3825713578262,3040.3825713578262,3040.3825713578262,3040.3825713578262,316.7065178497736,316.7065178497736,316.7065178497736,316.7065178497736,319.0792026267294,319.0792026267294,319.0792026267294,319.0792026267294,5.6772366360906865,5.6772366360906865,5.6772366360906865,5.6772366360906865,5.6772366360906865,5.6772366360906865,5.6772366360906865,5.6772366360906865,1601.5868189824898,1601.5868189824898,1601.5868189824898,1601.5868189824898,166.83196031067604,166.83196031067604,166.83196031067604,166.83196031067604,168.0818229760431,168.0818229760431,168.0818229760431,168.0818229760431
family_velocity,bound,-0.5,1,1,1.0,True,1,1.0,True,2.0889648489467243,2.0889648489467243,2.0889648489467243,2.0889648489467243,2.0889648489467243,2.0889648489467243,2.0889648489467243,2.0889648489467243,3714.2195576173267,3714.2195576173267,3714.2195576173267,3714.2195576173267,390.14911319509736,390.14911319509736,390.14911319509736,390.14911319509736,807.2120385458288,807.2120385458288,807.2120385458288,807.2120385458288,2.088964848946709,2.088964848946709,2.088964848946709,2.088964848946709,2.088964848946709,2.088964848946709,2.088964848946709,2.088964848946709,3.714219557617327e-15,3.714219557617327e-15,3.714219557617327e-15,3.714219557617327e-15,3.901491131950974e-16,3.901491131950974e-16,3.901491131950974e-16,3.901491131950974e-16,8.072120385458288e-16,8.072120385458288e-16,8.072120385458288e-16,8.072120385458288e-16,-7.7346024573214835,7.7346024573214835,-7.7346024573214835,7.7346024573214835,-7.7346024573214835,7.7346024573214835,-7.7346024573214835,7.7346024573214835,2884.344554523175,2884.344554523175,2884.344554523175,2884.344554523175,302.9773691726024,302.9773691726024,302.9773691726024,302.9773691726024,626.8551472543544,626.8551472543544,626.8551472543544,626.8551472543544,4.2815549425883805,4.2815549425883805,4.2815549425883805,4.2815549425883805,4.2815549425883805,4.2815549425883805,4.2815549425883805,4.2815549425883805,1624.4561547932335,1624.4561547932335,1624.4561547932335,1624.4561547932335,170.63615071357495,170.63615071357495,170.63615071357495,170.63615071357495,353.0433631877571,353.0433631877571,353.0433631877571,353.0433631877571
