cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_0042,touchdown,fl,rr,38,38,0,1.0,0.013157894736842108,0.02,0.053467248615465666,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_0042,touchdown,fr,rl,38,38,0,1.0,0.01736842105263158,0.04,0.07057676817241468,0.16254043579101562
gait_00_trot__vx_neg_1p5__seed_0042,liftoff,fl,rr,38,38,0,1.0,0.013684210526315794,0.02,0.05560593856008429,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_0042,liftoff,fr,rl,38,38,0,1.0,0.056315789473684215,0.08,0.22883982407419304,0.32508087158203125
gait_00_trot__vx_neg_1p0__seed_0042,touchdown,fl,rr,30,29,1,0.9666666666666667,0.004137931034482759,0.02,0.013146499107623923,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_0042,touchdown,fr,rl,30,29,1,0.9666666666666667,0.011724137931034485,0.02,0.03724841413826778,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_0042,liftoff,fl,rr,30,29,1,0.9666666666666667,0.01793103448275862,0.02,0.05696816279970367,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_0042,liftoff,fr,rl,30,29,1,0.9666666666666667,0.04206896551724139,0.06,0.13365607426084322,0.19062423706054685
gait_00_trot__vx_neg_0p5__seed_0042,touchdown,fl,rr,23,23,0,1.0,0.006086956521739131,0.02,0.015119635540506115,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_0042,touchdown,fr,rl,23,19,4,0.8260869565217391,0.024210526315789477,0.05599999999999923,0.060137497751336345,0.13910064697265434
gait_00_trot__vx_neg_0p5__seed_0042,liftoff,fl,rr,23,23,0,1.0,0.013043478260869565,0.02,0.03239921901537025,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_0042,liftoff,fr,rl,23,23,0,1.0,0.021739130434782608,0.03799999999999997,0.05399869835895041,0.09438972473144525
gait_00_trot__vx_pos_0p5__seed_0042,touchdown,fl,rr,23,23,0,1.0,0.027826086956521744,0.04,0.06911833389945653,0.09935760498046875
gait_00_trot__vx_pos_0p5__seed_0042,touchdown,fr,rl,23,11,12,0.4782608695652174,0.11090909090909093,0.38,0.2754915410822088,0.9438972473144531
gait_00_trot__vx_pos_0p5__seed_0042,liftoff,fl,rr,23,23,0,1.0,0.0017391304347826088,0.01799999999999997,0.004319895868716033,0.044710922241210864
gait_00_trot__vx_pos_0p5__seed_0042,liftoff,fr,rl,23,23,0,1.0,0.020000000000000007,0.02,0.049678802490234375,0.049678802490234375
gait_00_trot__vx_pos_1p0__seed_0042,touchdown,fl,rr,30,30,0,1.0,0.0033333333333333335,0.02,0.010590235392252604,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_0042,touchdown,fr,rl,30,12,18,0.4,0.17833333333333334,0.3,0.5665775934855143,0.9531211853027343
gait_00_trot__vx_pos_1p0__seed_0042,liftoff,fl,rr,30,30,0,1.0,0.010666666666666668,0.02,0.033888753255208334,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_0042,liftoff,fr,rl,30,30,0,1.0,0.02066666666666667,0.02,0.06565945943196615,0.06354141235351562
gait_00_trot__vx_pos_1p5__seed_0042,touchdown,fl,rr,38,38,0,1.0,0.021578947368421055,0.04,0.0876862877293637,0.16254043579101562
gait_00_trot__vx_pos_1p5__seed_0042,touchdown,fr,rl,38,15,23,0.39473684210526316,0.07066666666666667,0.2,0.2871547698974609,0.8127021789550781
gait_00_trot__vx_pos_1p5__seed_0042,liftoff,fl,rr,38,38,0,1.0,0.020526315789473684,0.022999999999999972,0.08340890784012644,0.09346075057983387
gait_00_trot__vx_pos_1p5__seed_0042,liftoff,fr,rl,38,38,0,1.0,0.03263157894736843,0.04,0.13259877656635485,0.16254043579101562
