cell_id,planned_row,planned_family,classified_row,classified_family,classification_score_cycles,classification_margin_cycles,classification_domain_valid,classification_domain_reason
gait_00_trot__vx_neg_1p5__seed_0042,trot,trot,trot,trot,0.0488542617440005,0.12537928969393258,True,
gait_00_trot__vx_neg_1p0__seed_0042,trot,trot,trot,trot,0.020546494506204493,0.13849714856090128,True,
gait_00_trot__vx_neg_0p5__seed_0042,trot,trot,trot,trot,0.015930456772660546,0.13599902324340662,True,
gait_00_trot__vx_pos_0p5__seed_0042,trot,trot,trot,trot,0.04097771427724347,0.09144454704337576,True,
gait_00_trot__vx_pos_1p0__seed_0042,trot,trot,trot,trot,0.02162396410972552,0.12916415847726578,True,
gait_00_trot__vx_pos_1p5__seed_0042,trot,trot,unclassified,unclassified,0.08635569648498174,0.005960207523027422,True,
gait_01_bound__vx_neg_1p5__seed_0042,bound,bound,bound,bound,0.0551844803448451,0.043686102457509444,True,
gait_01_bound__vx_neg_1p0__seed_0042,bound,bound,bound,bound,0.03495629300506023,0.07188351140576392,True,
gait_01_bound__vx_neg_0p5__seed_0042,bound,bound,bound,bound,0.028078819514861592,0.09364988243152682,True,
gait_01_bound__vx_pos_0p5__seed_0042,bound,bound,bound,bound,0.06734684220458297,0.03232380696523941,True,
gait_01_bound__vx_pos_1p0__seed_0042,bound,bound,bound,bound,0.06464909713571215,0.033543973608813796,True,
gait_01_bound__vx_pos_1p5__seed_0042,bound,bound,bound,bound,0.0635519222662175,0.039057288990076475,True,
gait_02_half_bound__vx_neg_1p5__seed_0042,half_bound_front_a,half_bound,bound,bound,0.06988301191394232,0.03759231898989293,True,
gait_02_half_bound__vx_neg_1p0__seed_0042,half_bound_front_a,half_bound,bound,bound,0.029842959251231243,0.09268353546555652,True,
gait_02_half_bound__vx_neg_0p5__seed_0042,half_bound_front_a,half_bound,bound,bound,0.051613617190592785,0.06601842726005405,True,
gait_02_half_bound__vx_pos_0p5__seed_0042,half_bound_front_a,half_bound,trot,trot,0.02122723642677184,0.12516180288262385,True,
gait_02_half_bound__vx_pos_1p0__seed_0042,half_bound_front_a,half_bound,bound,bound,0.046550681241134005,0.05065018153999972,True,
gait_02_half_bound__vx_pos_1p5__seed_0042,half_bound_front_a,half_bound,bound,bound,0.059775003183889536,0.03827749448997185,True,
gait_03_half_bound__vx_neg_1p5__seed_0042,half_bound_front_b,half_bound,unclassified,unclassified,0.07000007487452801,0.0012821650654434302,True,
gait_03_half_bound__vx_neg_1p0__seed_0042,half_bound_front_b,half_bound,bound,bound,0.07810335785087719,0.01651421843787669,True,
gait_03_half_bound__vx_neg_0p5__seed_0042,half_bound_front_b,half_bound,bound,bound,0.059831215968362,0.028566749457002084,True,
gait_03_half_bound__vx_pos_0p5__seed_0042,half_bound_front_b,half_bound,half_bound_front_b,half_bound,0.08076687745648568,0.026477209390109904,True,
gait_03_half_bound__vx_pos_1p0__seed_0042,half_bound_front_b,half_bound,half_bound_front_b,half_bound,0.08144773021044623,0.01855155448235156,True,
