run,label,mirror_loss_coeff,value_loss_coeff,warmup_iterations,iterations,transitions_per_iteration,environment_transitions,wall_time_hours,reward_auc_first_10000,reward_auc_full,reward_last_1000_mean,reward_last_1000_std,reward_30_iteration,reward_30_transitions,reward_35_iteration,reward_35_transitions,straight_reward_1p5_iteration,velocity_error_xy_0p15_iteration,episode_length_last_1000_mean,velocity_error_xy_last_1000_mean,velocity_error_yaw_last_1000_mean,throughput_fps_mean,learning_seconds_per_iteration_mean,symmetry_loss_last_1000_mean,tr_value_loss_last_1000_mean,action_abs_mean_last_1000_mean,joint_near_limit_fraction_last_1000_mean,joint_limit_violation_fraction_last_1000_mean,timeout_fraction_last_1000_mean,calf_height_termination_fraction_last_1000_mean
2026-08-02_10-35-06_x1_no_trs_20k_512,No TRS,0.0,0.0,,20000,12288,245760000,10.16468971060382,27.98185773621333,34.08634167982317,41.28612894821167,0.7392266501051639,5231,64278528,7137,87699456,6961,7202,1464.2726091308593,0.10987666638195515,0.10761528117209673,6987.6900845042255,0.1273469960214472,0.0,,1.1924392691850663,2.7913413019632572e-05,8.185493138626043e-06,0.9613116133213043,0.01833081069914624
2026-08-02_21-02-49_x1_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,0.1,0.05,500,20000,12288,245760000,9.412734099229176,29.38956138041808,34.71298669095438,41.093913967132565,0.7348048597032429,3889,47788032,6869,84406272,5575,9323,1462.3630604248046,0.11266872318834066,0.10829947908222676,7555.410520526027,0.16265098672728817,0.11037614431977272,0.0018967757114733105,1.1505757449865341,1.89208995188892e-05,3.5603843161879923e-06,0.9610939223170281,0.018988037266070023
2026-08-02_10-28-45_x1_trs_m0p2_v0p10_w500_minv0_20k_512,TRS 0.20/0.10,0.2,0.1,500,20000,12288,245760000,10.393580312132835,29.02788578901174,34.12623212626337,40.289049388885495,0.7499927330567837,4161,51130368,7554,92823552,4596,8666,1459.1213802490233,0.11652951811999082,0.11636110085248948,6846.258262913146,0.1901338670759107,0.06296936627477408,0.0011580782819073647,1.1797870720624923,1.2668186542214243e-05,1.4580621564164175e-06,0.9572548108696938,0.014336588634178042
2026-08-02_21-07-58_x1_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,0.3,0.15,500,20000,12288,245760000,9.652031432059076,27.074575682820306,32.86359835808957,40.14167026519775,0.7749590933716466,5614,68984832,8513,104607744,7185,9982,1457.7513310546874,0.11973929138481618,0.11768212626129389,7415.386269313466,0.1691393725627291,0.04284144684672356,0.0009085214524238836,1.1753498380184173,1.9565159493140527e-05,2.027723635364964e-06,0.9599192805290222,0.017887288551311938
