run,label,transitions_million,elapsed_hours,reward_rolling_mean_200
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,21.62688,0.9154082292980618,17.85664532661438
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,21.87264,0.9254160333342022,18.243820967674257
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,22.1184,0.9354824362198512,18.57089485645294
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,22.36416,0.9456252174244987,18.989884428977966
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,22.60992,0.9557629670699438,19.13024315357208
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,22.85568,0.9659783130221896,19.521774144172667
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,23.10144,0.9765503454870648,19.784173669815065
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,23.3472,0.9868149018287659,19.99447552204132
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,23.59296,0.9971109577682283,20.129777812957762
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,23.83872,1.0072808168331782,20.361011228561402
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,24.08448,1.0174581602546904,20.566954822540282
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,24.33024,1.027635513080491,20.572002000808716
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,24.576,1.0377776851256688,20.58974531173706
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,24.82176,1.0482139900657865,20.662462816238403
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,25.06752,1.0583306752973132,20.773397674560545
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,25.31328,1.0684411344925562,20.64665580749512
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,25.55904,1.0789424061775208,20.788427057266237
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,25.8048,1.089238737159305,20.941307544708252
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,26.05056,1.0995677622821596,20.949800939559935
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,26.29632,1.1099909414847693,21.02958596229553
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,26.54208,1.120383874045478,21.07031153678894
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,26.78784,1.1307337194018894,20.944605436325073
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,27.0336,1.1410701955689324,21.07850227355957
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,27.27936,1.1513675138023165,20.89993131637573
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,27.52512,1.1616624448696773,20.83493239402771
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,27.77088,1.1719571000999875,20.942140378952026
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,28.01664,1.1820957625574535,20.719393405914307
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,28.2624,1.1923610376649432,20.769466209411622
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,28.50816,1.2025950840446684,20.986866340637206
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,28.75392,1.2128442570898268,20.891262111663817
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,28.99968,1.2231195284260643,20.87483956336975
