cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fl,rr,38,38,0,1.0,0.00631578947368421,0.02,0.02566427933542352,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fr,rl,38,38,0,1.0,0.009473684210526318,0.02,0.03849641900313528,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fl,rr,38,38,0,1.0,0.018947368421052636,0.04,0.07699283800627056,0.16254043579101562
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fr,rl,38,38,0,1.0,0.018947368421052636,0.02,0.07699283800627056,0.08127021789550781
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.0026666666666666666,0.02,0.008472188313802084,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.004,0.02,0.012708282470703125,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fl,rr,30,30,0,1.0,0.006666666666666666,0.02,0.021180470784505207,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.009333333333333334,0.02,0.02965265909830729,0.06354141235351562
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fl,rr,23,23,0,1.0,0.004347826086956522,0.02,0.010799739671790081,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fr,rl,23,17,6,0.7391304347826086,0.2235294117647059,0.38,0.5552336748908547,0.9438972473144531
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fl,rr,23,23,0,1.0,0.007826086956521738,0.02,0.019439531409222145,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fr,rl,23,23,0,1.0,0.006956521739130435,0.02,0.017279583474864132,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fl,rr,23,23,0,1.0,0.028695652173913056,0.04,0.07127828183381454,0.09935760498046875
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fr,rl,23,14,9,0.6086956521739131,0.16285714285714284,0.38,0.4045273917061942,0.9438972473144531
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fl,rr,23,23,0,1.0,0.0017391304347826088,0.01799999999999997,0.004319895868716033,0.044710922241210864
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fr,rl,23,23,0,1.0,0.013913043478260872,0.02,0.034559166949728264,0.049678802490234375
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.019333333333333334,0.02,0.0614233652750651,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.004,0.02,0.012708282470703125,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fl,rr,30,30,0,1.0,0.0,0.0,0.0,0.0
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.008666666666666665,0.02,0.027534612019856772,0.06354141235351562
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fl,rr,38,38,0,1.0,0.013157894736842108,0.02,0.053467248615465666,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fr,rl,38,38,0,1.0,0.004736842105263157,0.02,0.01924820950156764,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fl,rr,38,38,0,1.0,0.002105263157894737,0.02,0.008554759778474507,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fr,rl,38,38,0,1.0,0.003684210526315789,0.02,0.014970829612330386,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,fl,fr,38,38,0,1.0,0.002105263157894737,0.02,0.008554759778474507,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,38,22,16,0.5789473684210527,0.00909090909090909,0.02,0.03694100813432173,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,fl,fr,38,38,0,1.0,0.009473684210526318,0.02,0.03849641900313528,0.08127021789550781
