scope,family,velocity_mps,expected_cells,valid_cells,coverage_fraction,complete,tracking_success_cells,tracking_success_fraction,tracking_qualified_complete,torque_squared_observed_mean_signed_imbalance_percent,torque_squared_observed_mean_abs_imbalance_percent,torque_squared_mean_signed_imbalance_percent,torque_squared_mean_abs_imbalance_percent,torque_squared_tracking_qualified_observed_mean_signed_imbalance_percent,torque_squared_tracking_qualified_observed_mean_abs_imbalance_percent,torque_squared_tracking_qualified_mean_signed_imbalance_percent,torque_squared_tracking_qualified_mean_abs_imbalance_percent,torque_squared_observed_mean_total_integral,torque_squared_mean_total_integral,torque_squared_tracking_qualified_observed_mean_total_integral,torque_squared_tracking_qualified_mean_total_integral,torque_squared_observed_mean_total_per_s,torque_squared_mean_total_per_s,torque_squared_tracking_qualified_observed_mean_total_per_s,torque_squared_tracking_qualified_mean_total_per_s,torque_squared_observed_mean_total_per_directed_m,torque_squared_mean_total_per_directed_m,torque_squared_tracking_qualified_observed_mean_total_per_directed_m,torque_squared_tracking_qualified_mean_total_per_directed_m,normalized_torque_utilization_observed_mean_signed_imbalance_percent,normalized_torque_utilization_observed_mean_abs_imbalance_percent,normalized_torque_utilization_mean_signed_imbalance_percent,normalized_torque_utilization_mean_abs_imbalance_percent,normalized_torque_utilization_tracking_qualified_observed_mean_signed_imbalance_percent,normalized_torque_utilization_tracking_qualified_observed_mean_abs_imbalance_percent,normalized_torque_utilization_tracking_qualified_mean_signed_imbalance_percent,normalized_torque_utilization_tracking_qualified_mean_abs_imbalance_percent,normalized_torque_utilization_observed_mean_total_integral,normalized_torque_utilization_mean_total_integral,normalized_torque_utilization_tracking_qualified_observed_mean_total_integral,normalized_torque_utilization_tracking_qualified_mean_total_integral,normalized_torque_utilization_observed_mean_total_per_s,normalized_torque_utilization_mean_total_per_s,normalized_torque_utilization_tracking_qualified_observed_mean_total_per_s,normalized_torque_utilization_tracking_qualified_mean_total_per_s,normalized_torque_utilization_observed_mean_total_per_directed_m,normalized_torque_utilization_mean_total_per_directed_m,normalized_torque_utilization_tracking_qualified_observed_mean_total_per_directed_m,normalized_torque_utilization_tracking_qualified_mean_total_per_directed_m,absolute_work_observed_mean_signed_imbalance_percent,absolute_work_observed_mean_abs_imbalance_percent,absolute_work_mean_signed_imbalance_percent,absolute_work_mean_abs_imbalance_percent,absolute_work_tracking_qualified_observed_mean_signed_imbalance_percent,absolute_work_tracking_qualified_observed_mean_abs_imbalance_percent,absolute_work_tracking_qualified_mean_signed_imbalance_percent,absolute_work_tracking_qualified_mean_abs_imbalance_percent,absolute_work_observed_mean_total_integral,absolute_work_mean_total_integral,absolute_work_tracking_qualified_observed_mean_total_integral,absolute_work_tracking_qualified_mean_total_integral,absolute_work_observed_mean_total_per_s,absolute_work_mean_total_per_s,absolute_work_tracking_qualified_observed_mean_total_per_s,absolute_work_tracking_qualified_mean_total_per_s,absolute_work_observed_mean_total_per_directed_m,absolute_work_mean_total_per_directed_m,absolute_work_tracking_qualified_observed_mean_total_per_directed_m,absolute_work_tracking_qualified_mean_total_per_directed_m,vertical_grf_impulse_observed_mean_signed_imbalance_percent,vertical_grf_impulse_observed_mean_abs_imbalance_percent,vertical_grf_impulse_mean_signed_imbalance_percent,vertical_grf_impulse_mean_abs_imbalance_percent,vertical_grf_impulse_tracking_qualified_observed_mean_signed_imbalance_percent,vertical_grf_impulse_tracking_qualified_observed_mean_abs_imbalance_percent,vertical_grf_impulse_tracking_qualified_mean_signed_imbalance_percent,vertical_grf_impulse_tracking_qualified_mean_abs_imbalance_percent,vertical_grf_impulse_observed_mean_total_integral,vertical_grf_impulse_mean_total_integral,vertical_grf_impulse_tracking_qualified_observed_mean_total_integral,vertical_grf_impulse_tracking_qualified_mean_total_integral,vertical_grf_impulse_observed_mean_total_per_s,vertical_grf_impulse_mean_total_per_s,vertical_grf_impulse_tracking_qualified_observed_mean_total_per_s,vertical_grf_impulse_tracking_qualified_mean_total_per_s,vertical_grf_impulse_observed_mean_total_per_directed_m,vertical_grf_impulse_mean_total_per_directed_m,vertical_grf_impulse_tracking_qualified_observed_mean_total_per_directed_m,vertical_grf_impulse_tracking_qualified_mean_total_per_directed_m
family_velocity,trot,-1.5,1,1,1.0,True,0,0.0,False,28.891557790670422,28.891557790670422,28.891557790670422,28.891557790670422,,,,,4819.442610732799,4819.442610732799,,,502.02527195133325,502.02527195133325,,,334.4599483600565,334.4599483600565,,,28.89155779067041,28.89155779067041,28.89155779067041,28.89155779067041,,,,,4.819442610732799e-15,4.819442610732799e-15,,,5.020252719513333e-16,5.020252719513333e-16,,,3.3445994836005656e-16,3.3445994836005656e-16,,,-20.717556071569586,20.717556071569586,-20.717556071569586,20.717556071569586,,,,,2667.572758526258,2667.572758526258,,,277.8721623464852,277.8721623464852,,,185.1243637752804,185.1243637752804,,,39.87250298648703,39.87250298648703,39.87250298648703,39.87250298648703,,,,,1500.5649701721677,1500.5649701721677,,,156.3088510596008,156.3088510596008,,,104.13629188508627,104.13629188508627,,
family_velocity,trot,-1.0,1,1,1.0,True,0,0.0,False,26.169053999408714,26.169053999408714,26.169053999408714,26.169053999408714,,,,,3528.517849945542,3528.517849945542,,,361.5284682321252,361.5284682321252,,,359.7465824566908,359.7465824566908,,,26.169053999408714,26.169053999408714,26.169053999408714,26.169053999408714,,,,,3.528517849945542e-15,3.528517849945542e-15,,,3.6152846823212525e-16,3.6152846823212525e-16,,,3.5974658245669085e-16,3.5974658245669085e-16,,,-10.665938611527537,10.665938611527537,-10.665938611527537,10.665938611527537,,,,,1739.6156027667644,1739.6156027667644,,,178.2393035621685,178.2393035621685,,,177.36080544224495,177.36080544224495,,,27.51856364853354,27.51856364853354,27.51856364853354,27.51856364853354,,,,,1480.5755312835051,1480.5755312835051,,,151.69831263150667,151.69831263150667,,,150.95062859224612,150.95062859224612,,
family_velocity,trot,-0.5,1,1,1.0,True,0,0.0,False,19.814994189770417,19.814994189770417,19.814994189770417,19.814994189770417,,,,,2613.3589274381425,2613.3589274381425,,,270.53405045943504,270.53405045943504,,,537.524692376911,537.524692376911,,,19.814994189770413,19.814994189770413,19.814994189770413,19.814994189770413,,,,,2.6133589274381424e-15,2.6133589274381424e-15,,,2.7053405045943505e-16,2.7053405045943505e-16,,,5.37524692376911e-16,5.37524692376911e-16,,,1.902733454633921,1.902733454633921,1.902733454633921,1.902733454633921,,,,,1113.1148736736295,1113.1148736736295,,,115.22928298898856,115.22928298898856,,,228.9493126143669,228.9493126143669,,,23.578218694454804,23.578218694454804,23.578218694454804,23.578218694454804,,,,,1445.9355426897769,1445.9355426897769,,,149.68276839438684,149.68276839438684,,,297.4050175890204,297.4050175890204,,
family_velocity,trot,0.5,1,1,1.0,True,0,0.0,False,17.340790446466038,17.340790446466038,17.340790446466038,17.340790446466038,,,,,2321.1243966304323,2321.1243966304323,,,240.2820286366907,240.2820286366907,,,486.12324870620273,486.12324870620273,,,17.340790446466038,17.340790446466038,17.340790446466038,17.340790446466038,,,,,2.3211243966304324e-15,2.3211243966304324e-15,,,2.4028202863669074e-16,2.4028202863669074e-16,,,4.861232487062027e-16,4.861232487062027e-16,,,10.127325564529942,10.127325564529942,10.127325564529942,10.127325564529942,,,,,608.1529083036223,608.1529083036223,,,62.95578760907063,62.95578760907063,,,127.3681272420633,127.3681272420633,,,16.619614652811084,16.619614652811084,16.619614652811084,16.619614652811084,,,,,1453.5859946024616,1453.5859946024616,,,150.47474064207677,150.47474064207677,,,304.43088142789156,304.43088142789156,,
family_velocity,trot,1.0,1,1,1.0,True,0,0.0,False,10.505033287272617,10.505033287272617,10.505033287272617,10.505033287272617,,,,,2585.8451653747425,2585.8451653747425,,,264.9431521900351,264.9431521900351,,,270.1829776457866,270.1829776457866,,,10.50503328727262,10.50503328727262,10.50503328727262,10.50503328727262,,,,,2.585845165374743e-15,2.585845165374743e-15,,,2.6494315219003515e-16,2.6494315219003515e-16,,,2.7018297764578666e-16,2.7018297764578666e-16,,,7.407674476363921,7.407674476363921,7.407674476363921,7.407674476363921,,,,,877.3881549677045,877.3881549677045,,,89.89632735324841,89.89632735324841,,,91.6742221980499,91.6742221980499,,,5.239097415334108,5.239097415334108,5.239097415334108,5.239097415334108,,,,,1497.7027893114616,1497.7027893114616,,,153.4531546425678,153.4531546425678,,,156.48802359205763,156.48802359205763,,
family_velocity,trot,1.5,1,1,1.0,True,0,0.0,False,2.9476297394284914,2.9476297394284914,2.9476297394284914,2.9476297394284914,,,,,3309.522532963191,3309.522532963191,,,344.7419305169991,344.7419305169991,,,232.18977799631185,232.18977799631185,,,2.9476297394284767,2.9476297394284767,2.9476297394284767,2.9476297394284767,,,,,3.309522532963191e-15,3.309522532963191e-15,,,3.447419305169991e-16,3.447419305169991e-16,,,2.321897779963118e-16,2.321897779963118e-16,,,9.770060744389331,9.770060744389331,9.770060744389331,9.770060744389331,,,,,1425.836753249515,1425.836753249515,,,148.5246617968245,148.5246617968245,,,100.03398251516575,100.03398251516575,,,-3.5788744662975427,3.5788744662975427,-3.5788744662975427,3.5788744662975427,,,,,1513.8850369048118,1513.8850369048118,,,157.69635801091792,157.69635801091792,,,106.21128187821773,106.21128187821773,,
family,trot,,6,6,1.0,True,0,0.0,False,17.611509908836116,17.611509908836116,17.611509908836116,17.611509908836116,,,,,3196.301913847475,3196.301913847475,,,330.67581699776974,330.67581699776974,,,370.03787125699324,370.03787125699324,,,17.611509908836112,17.611509908836112,17.611509908836112,17.611509908836112,,,,,3.196301913847475e-15,3.196301913847475e-15,,,3.306758169977698e-16,3.306758169977698e-16,,,3.700378712569933e-16,3.700378712569933e-16,,,-0.3626167405300012,10.098548153835706,-0.3626167405300012,10.098548153835706,,,,,1405.2801752479156,1405.2801752479156,,,145.45292094279765,145.45292094279765,,,151.75180229786187,151.75180229786187,,,18.208187155220504,19.401145310653018,18.208187155220504,19.401145310653018,,,,,1482.0416441606976,1482.0416441606976,,,153.2190308968428,153.2190308968428,,,186.60368749408664,186.60368749408664,,
family_velocity,bound,-1.5,1,1,1.0,True,0,0.0,False,-8.412728290916041,8.412728290916041,-8.412728290916041,8.412728290916041,,,,,7432.1832185485,7432.1832185485,,,774.1857519321354,774.1857519321354,,,510.1639037177508,510.1639037177508,,,-8.412728290916041,8.412728290916041,-8.412728290916041,8.412728290916041,,,,,7.4321832185485e-15,7.4321832185485e-15,,,7.741857519321355e-16,7.741857519321355e-16,,,5.101639037177509e-16,5.101639037177509e-16,,,-49.2448187827367,49.2448187827367,-49.2448187827367,49.2448187827367,,,,,5611.612917645505,5611.612917645505,,,584.5430122547401,584.5430122547401,,,385.1953414003832,385.1953414003832,,,49.34810397744734,49.34810397744734,49.34810397744734,49.34810397744734,,,,,1401.6218120411613,1401.6218120411613,,,146.00227208762098,146.00227208762098,,,96.21087561220222,96.21087561220222,,
family_velocity,bound,-1.0,1,1,1.0,True,0,0.0,False,1.757173806075475,1.757173806075475,1.757173806075475,1.757173806075475,,,,,6857.825131848074,6857.825131848074,,,702.6460176073847,702.6460176073847,,,680.336034508129,680.336034508129,,,1.7571738060754818,1.7571738060754818,1.7571738060754818,1.7571738060754818,,,,,6.8578251318480744e-15,6.8578251318480744e-15,,,7.026460176073847e-16,7.026460176073847e-16,,,6.80336034508129e-16,6.80336034508129e-16,,,-42.402553454292665,42.402553454292665,-42.402553454292665,42.402553454292665,,,,,4788.605192600351,4788.605192600351,,,490.6357779303639,490.6357779303639,,,475.0574132357348,475.0574132357348,,,51.2258661864585,51.2258661864585,51.2258661864585,51.2258661864585,,,,,1442.9709331466186,1442.9709331466186,,,147.84538249453058,147.84538249453058,,,143.15108707108593,143.15108707108593,,
family_velocity,bound,-0.5,1,1,1.0,True,0,0.0,False,20.730257194131298,20.730257194131298,20.730257194131298,20.730257194131298,,,,,6331.426543794602,6331.426543794602,,,655.4271784466462,655.4271784466462,,,1266.1504315509696,1266.1504315509696,,,20.7302571941313,20.7302571941313,20.7302571941313,20.7302571941313,,,,,6.331426543794603e-15,6.331426543794603e-15,,,6.554271784466462e-16,6.554271784466462e-16,,,1.2661504315509698e-15,1.2661504315509698e-15,,,-31.594004720099512,31.594004720099512,-31.594004720099512,31.594004720099512,,,,,3797.8727067754926,3797.8727067754926,,,393.15452451092057,393.15452451092057,,,759.493635975671,759.493635975671,,,50.85738369375307,50.85738369375307,50.85738369375307,50.85738369375307,,,,,1423.0239520784537,1423.0239520784537,,,147.31096812406352,147.31096812406352,,,284.57447599978843,284.57447599978843,,
