scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
family,bound,6,0,6,0.04246642193795506,0.023661102119726492,6,0.00731149694359633,6,0.9839418987794036,0.03435643728818991,6,0,1.0,1.0,6,2666.8646416308516,6,1606.6860125698647,6,5.811446623025325,6,6,6,6,6,6
family,gallop,24,0,24,0.03975903957238009,0.049204136688566075,24,0.018702119196011915,24,0.9161850457636184,0.0606204108586387,24,5,0.5,0.5,24,1609.5814592199595,24,1623.0788416737457,24,4.6589717254280085,24,13,24,12,24,5
family,half_bound,24,0,24,0.04384954658338184,0.04196819305981934,24,0.013899745985293544,24,0.9363794877796624,0.05335882991190607,24,8,0.6666666666666666,0.6666666666666666,24,2162.0106143686917,24,1607.103844730702,24,5.022662272152995,24,20,24,16,24,12
family,trot,6,0,6,0.03131115204443516,0.027620861398224585,6,0.004925044847297905,6,0.9728844515961459,0.04890399259818592,6,0,1.0,1.0,6,575.4315453424753,6,1674.2216828930316,6,3.2404655525931503,6,6,6,6,6,6
velocity,+0.5 m/s,10,0,10,0.0640660078450371,0.04344295929786795,10,0.017080009005689737,10,0.9329246480786489,0.05789841289530282,10,2,0.7,0.7,10,1446.6202549090133,10,1620.2320621064082,10,3.3893426749793734,10,8,10,7,10,6
velocity,+1 m/s,10,0,10,0.03480689097949109,0.043068853850082564,10,0.013268926712699792,10,0.942722072836631,0.05495645642280579,10,2,0.8,0.8,10,1815.8751966325387,10,1639.746682347551,10,4.3560566700519,10,7,10,8,10,5
velocity,+1.5 m/s,10,0,10,0.02388963642676495,0.043688654943422875,10,0.011217133540451825,10,0.9405693344213428,0.04894293745358785,10,1,0.7,0.7,10,2240.6110323086027,10,1613.953958518389,10,5.937925503185532,10,5,10,7,10,4
velocity,-0.5 m/s,10,0,10,0.06611732391115498,0.03901917831345639,10,0.015062489466929577,10,0.9317793738242861,0.05397407887112192,10,2,0.7,0.7,10,1533.8927182014208,10,1621.5157232454978,10,3.6671299487577627,10,10,10,7,10,7
velocity,-1 m/s,10,0,10,0.03479717727230058,0.039196663115009196,10,0.008310975434252592,10,0.9376306085012137,0.054780426224072774,10,4,0.5,0.5,10,1837.6430010536483,10,1628.5771055206956,10,4.910184296542225,10,8,10,5,10,3
velocity,-1.5 m/s,10,0,10,0.021250114728514048,0.041166459987056654,10,0.020646867349646124,10,0.934624653067081,0.05295412391424179,10,2,0.6,0.6,10,2122.5564856915353,10,1596.9575329098702,10,6.406429806048699,10,7,10,6,10,4
direction,backward,30,0,30,0.0407215386373232,0.039794100471840746,30,0.014673444083609431,30,0.934678211797527,0.053902876336478826,30,8,0.6,0.6,30,1831.3640683155347,30,1615.6834538920214,30,4.994581350449563,30,25,30,18,30,14
direction,forward,30,0,30,0.04092084508376438,0.0434001560304578,30,0.013855356419613784,30,0.9387386851122076,0.053932602257232155,30,5,0.7333333333333333,0.7333333333333333,30,1834.3688279500518,30,1624.6442343241163,30,4.561108282738934,30,20,30,22,30,15
policy,58be72f743801708adb6a47355e718e82300903cbf259d891281475d3c74da8b,60,0,60,0.040821191860543796,0.04159712825114927,60,0.014264400251611608,60,0.9367084484548672,0.05391773929685549,60,13,0.6666666666666666,0.6666666666666666,60,1832.8664481327933,60,1620.1638441080686,60,4.777844816594249,60,45,60,40,60,29
