run,label,mirror_loss_coeff,value_loss_coeff,warmup_iterations,rampup_iterations,iterations,transitions_per_iteration,environment_transitions,wall_time_hours,reward_auc_first_10000,reward_auc_full,reward_last_1000_mean,reward_last_1000_std,reward_35_iteration,reward_35_transitions,episode_length_last_1000_mean,velocity_error_xy_last_1000_mean,velocity_error_yaw_last_1000_mean,throughput_fps_mean,learning_seconds_per_iteration_mean
2026-08-20_21-04-26_x1_72d_no_trs_gait_trclosed_v2,No TRS,0.0,0.0,,0,20000,12288,245760000,9.075959210859404,28.24795841312751,34.66704948515686,42.30731934738159,0.7431249466813251,7646,93954048,1461.3668103027344,0.11238745541125536,0.10094409250468016,7834.122856142807,0.10796975315770564
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.1,0.05,500,0,20000,12288,245760000,9.504439348379771,30.024099746485778,36.12353542889913,43.04001974487305,0.6671506207761317,5273,64794624,1472.7944986572265,0.10116688856482506,0.09597456546872854,7539.887544377219,0.18444126274259193
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.2,0.1,500,0,20000,12288,245760000,10.268653909895155,25.843680866270347,32.68335658871802,41.081164878845215,0.7255657280729899,9575,117657600,1457.7233408203124,0.11742976249754429,0.1100024832189083,6922.307715385769,0.18287085412687
