run,label,velocity_mps,direction,family,metric,metric_label,unit,cells,signed_imbalance_percent,mean_absolute_imbalance_percent,total_per_directed_m
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,-0.5,backward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,-5.887357588706617,5.887357588706617,370.06095347026485
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,-0.5,backward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,-3.666102837324675,3.666102837324675,345.27085275659067
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,-0.5,backward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,-1.2072619436431529,3.032126647667911,351.0153009835584
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,-0.5,backward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,-4.9887738597733655,4.9887738597733655,359.6421962733564
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,-0.5,backward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,-3.9373740573619527,4.393590233368142,356.4973258709426
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,trot,torque_squared,Torque²,N² m² s,1,-8.593438900022955,8.593438900022955,305.7074583692814
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,bound,torque_squared,Torque²,N² m² s,1,9.758157004746549,9.758157004746549,760.8094124608335
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,half_bound,torque_squared,Torque²,N² m² s,4,11.970028764883097,11.970028764883097,493.1913210043358
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,gallop,torque_squared,Torque²,N² m² s,4,3.903034371350485,9.33015735154127,417.9503836464464
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,all_family_balanced,torque_squared,Torque²,N² m² s,10,4.259445310239294,9.912945505298467,494.41464387022427
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,trot,absolute_work,Absolute work,J,1,-5.478959243467679,5.478959243467679,47.359987238680205
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,bound,absolute_work,Absolute work,J,1,19.273935734070545,19.273935734070545,602.5773958212063
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,half_bound,absolute_work,Absolute work,J,4,30.609084152971654,30.609084152971654,267.8847017883773
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,gallop,absolute_work,Absolute work,J,4,11.655981154477459,15.418466341455236,175.92808778040478
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,all_family_balanced,absolute_work,Absolute work,J,10,14.015010449512994,17.695111367991277,273.43754315716717
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,-0.17589607793459877,0.17589607793459877,353.1247021927929
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,1.7973396131615413,1.7973396131615413,339.2992530180933
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,0.8730017744452694,4.762981007853182,345.17971389696567
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,0.7246185158101732,3.1234676900828933,345.59850216854943
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,0.5,forward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,0.8047659563705963,2.464921097258054,345.8005428191003
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,trot,torque_squared,Torque²,N² m² s,1,-12.491861895223142,12.491861895223142,201.60871580717816
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,bound,torque_squared,Torque²,N² m² s,1,1.165962812318202,1.165962812318202,467.7472336094316
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,half_bound,torque_squared,Torque²,N² m² s,4,3.420904842698573,5.771244575884726,335.9710523509962
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,gallop,torque_squared,Torque²,N² m² s,4,-0.1560509805301858,4.830745703949457,270.8385016140646
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,all_family_balanced,torque_squared,Torque²,N² m² s,10,-2.015261305184138,6.064953746843882,319.04137584541763
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,trot,absolute_work,Absolute work,J,1,-7.688175075463082,7.688175075463082,54.31877335964226
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,bound,absolute_work,Absolute work,J,1,13.213371544866849,13.213371544866849,335.5987932207109
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,half_bound,absolute_work,Absolute work,J,4,21.50310832679471,21.50310832679471,193.15601846797657
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,gallop,absolute_work,Absolute work,J,4,6.666445162592134,12.117534532989296,128.54120724455646
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,all_family_balanced,absolute_work,Absolute work,J,10,8.423687489697652,13.630547370028484,177.90369807322153
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,-4.947652968235175,4.947652968235175,176.83651051759267
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,1.6997923605857046,1.6997923605857046,167.1971724921205
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,-3.6535285537443083,3.8732184638030938,172.10826382239858
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,-3.3837164267853113,3.3837164267853113,170.38304418267816
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.0,forward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,-2.5712763970447727,3.4760950548523213,171.6312477536975
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,trot,torque_squared,Torque²,N² m² s,1,-8.537897911794714,8.537897911794714,171.07876986292897
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,bound,torque_squared,Torque²,N² m² s,1,-2.7511620251047817,2.7511620251047817,360.0375361094771
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,half_bound,torque_squared,Torque²,N² m² s,4,-1.5269082081334597,5.861806197809681,291.9753368954224
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,gallop,torque_squared,Torque²,N² m² s,4,-1.3380984540568046,3.508424674425491,240.77792881660895
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,all_family_balanced,torque_squared,Torque²,N² m² s,10,-3.53851664977244,5.164822702283667,265.96739292110937
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,trot,absolute_work,Absolute work,J,1,-10.841547274704025,10.841547274704025,61.47721026091642
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,bound,absolute_work,Absolute work,J,1,11.220973428354016,11.220973428354016,219.8380347959004
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,half_bound,absolute_work,Absolute work,J,4,16.300550352319412,16.300550352319412,161.88119551647733
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,gallop,absolute_work,Absolute work,J,4,5.492512016735804,9.691349286080719,117.8951739680451
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,all_family_balanced,absolute_work,Absolute work,J,10,5.543122130676302,12.013605085364542,140.2729036353348
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,-9.796061329198176,9.796061329198176,115.34227397312783
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,-1.30847663285655,1.30847663285655,107.38052155343306
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,-7.243512315141642,7.243512315141642,111.47555647574688
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,-6.586880225623451,6.586880225623451,111.72075878657974
2026-08-21_06-37-31_x1_72d_trs_m0p1_v0p05_w500_r0_gait_trclosed_v2,TRS m0.1/v0.05,1.5,forward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,-6.233732625704954,6.233732625704954,111.47977769722188
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,trot,torque_squared,Torque²,N² m² s,1,7.819982084149978,7.819982084149978,169.93422306399899
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,bound,torque_squared,Torque²,N² m² s,1,-6.290096585494641,6.290096585494641,344.4012205263721
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,half_bound,torque_squared,Torque²,N² m² s,4,-8.677794742753289,8.677794742753289,337.67538249633077
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,gallop,torque_squared,Torque²,N² m² s,4,-8.898772916047465,8.898772916047465,320.1604815399136
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,all_family_balanced,torque_squared,Torque²,N² m² s,10,-4.011670540036354,7.921661582111343,293.04282690665383
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,trot,absolute_work,Absolute work,J,1,22.056424492238904,22.056424492238904,67.48755637830195
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,bound,absolute_work,Absolute work,J,1,-27.29243696687706,27.29243696687706,211.51004482242203
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,half_bound,absolute_work,Absolute work,J,4,-20.80456798622136,20.80456798622136,199.93799357212131
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,gallop,absolute_work,Absolute work,J,4,-11.91725208157885,12.037055838563912,172.78757992726815
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,all_family_balanced,absolute_work,Absolute work,J,10,-9.489458135609592,20.54762132097531,162.93079367502835
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,0.721491910307804,0.721491910307804,114.29326718317425
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,10.94544020881878,10.94544020881878,108.13999694263687
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,9.513285257693667,9.513285257693667,112.00142650565654
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,8.69329800409632,8.714342306077725,113.22436315697543
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.5,backward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,7.468378845229143,7.473639920724494,111.91476344711077
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,trot,torque_squared,Torque²,N² m² s,1,7.872212522119826,7.872212522119826,209.79184444515332
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,bound,torque_squared,Torque²,N² m² s,1,-5.292344249483319,5.292344249483319,458.056368290427
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,half_bound,torque_squared,Torque²,N² m² s,4,-8.021555358665694,8.021555358665694,442.6815797932717
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,gallop,torque_squared,Torque²,N² m² s,4,-10.085463276736295,10.085463276736295,407.7786629050614
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,all_family_balanced,torque_squared,Torque²,N² m² s,10,-3.8817875906913706,7.8178938517512835,379.57711385847836
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,trot,absolute_work,Absolute work,J,1,16.266403624709305,16.266403624709305,62.741350464259966
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,bound,absolute_work,Absolute work,J,1,-25.488199064356557,25.488199064356557,319.0792026267294
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,half_bound,absolute_work,Absolute work,J,4,-18.97903490272641,18.97903490272641,289.4490622915222
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,gallop,absolute_work,Absolute work,J,4,-16.822128667556893,16.822128667556893,235.8862680331565
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,all_family_balanced,absolute_work,Absolute work,J,10,-11.25573975248264,19.388941564837292,226.78897085391702
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,0.23602492658649762,0.23602492658649762,179.62131636159313
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,5.6772366360906865,5.6772366360906865,168.0818229760431
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,5.594142328904231,5.700993110378624,172.33361641458043
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,3.1705834649661804,3.496560319105055,174.53628454300213
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-1.0,backward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,3.6694968391368987,3.777703748040216,173.6432600738047
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,trot,torque_squared,Torque²,N² m² s,1,6.687561675041505,6.687561675041505,320.76974057665916
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,bound,torque_squared,Torque²,N² m² s,1,2.0889648489467243,2.0889648489467243,807.2120385458288
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,half_bound,torque_squared,Torque²,N² m² s,4,-9.026930687210484,9.026930687210484,768.4728607394911
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,gallop,torque_squared,Torque²,N² m² s,4,-14.191088032624751,14.191088032624751,725.0584699306106
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,all_family_balanced,torque_squared,Torque²,N² m² s,10,-3.6103730489617516,7.998636310955867,655.3782774481474
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,trot,absolute_work,Absolute work,J,1,8.910862810071658,8.910862810071658,49.969524723312
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,bound,absolute_work,Absolute work,J,1,-7.7346024573214835,7.7346024573214835,626.8551472543544
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,half_bound,absolute_work,Absolute work,J,4,-21.186146700216458,21.186146700216458,552.051414623308
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,gallop,absolute_work,Absolute work,J,4,-28.013427887767104,28.013427887767104,467.4280796955274
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,all_family_balanced,absolute_work,Absolute work,J,10,-12.005828558808346,16.461259963844174,424.07604157412544
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,-1.1895796925755115,1.1895796925755115,373.52459965803394
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,4.2815549425883805,4.2815549425883805,353.0433631877571
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,0.9707727785076938,2.386733669797201,355.40878271675234
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,-0.2271131791040445,4.147383450583546,356.51382074358054
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,-0.5,backward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,0.9589087123541296,3.00131293888616,359.622641576531
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,trot,torque_squared,Torque²,N² m² s,1,4.262005036104606,4.262005036104606,325.57926798133406
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,bound,torque_squared,Torque²,N² m² s,1,17.031842041885557,17.031842041885557,806.5129140290687
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,half_bound,torque_squared,Torque²,N² m² s,4,14.989685016394247,14.989685016394247,701.5550232773722
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,gallop,torque_squared,Torque²,N² m² s,4,14.055870146320169,14.055870146320169,606.9843137356365
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,all_family_balanced,torque_squared,Torque²,N² m² s,10,12.584850560176145,12.584850560176145,610.157879755853
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,trot,absolute_work,Absolute work,J,1,-1.245553651335279,1.245553651335279,53.63151243698347
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,bound,absolute_work,Absolute work,J,1,19.48424691561607,19.48424691561607,646.9234226524966
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,half_bound,absolute_work,Absolute work,J,4,19.340255033720048,19.575481972981795,493.9831549035297
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,gallop,absolute_work,Absolute work,J,4,19.95683044727454,19.95683044727454,337.51952096439487
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,all_family_balanced,absolute_work,Absolute work,J,10,14.383944686318845,15.065528246801922,383.01440273935117
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,trot,vertical_grf_impulse,Vertical GRF impulse,N s,1,3.1108940388300295,3.1108940388300295,365.43922125396233
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,bound,vertical_grf_impulse,Vertical GRF impulse,N s,1,5.100131787596411,5.100131787596411,337.7704241386228
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,half_bound,vertical_grf_impulse,Vertical GRF impulse,N s,4,4.998875042878394,4.998875042878394,346.07951897727116
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,gallop,vertical_grf_impulse,Vertical GRF impulse,N s,4,6.503363180180822,6.503363180180822,352.1840324281348
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,0.5,forward,all_family_balanced,vertical_grf_impulse,Vertical GRF impulse,N s,10,4.928316012371414,4.928316012371414,350.36829919949776
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,1.0,forward,trot,torque_squared,Torque²,N² m² s,1,0.30881882527049925,0.30881882527049925,201.04372032123695
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,1.0,forward,bound,torque_squared,Torque²,N² m² s,1,14.830869734688664,14.830869734688664,434.75652283380214
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,1.0,forward,half_bound,torque_squared,Torque²,N² m² s,4,16.184436538167017,16.184436538167017,396.4413785818868
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,1.0,forward,gallop,torque_squared,Torque²,N² m² s,4,16.777328167698926,16.777328167698926,341.7234463307527
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,1.0,forward,all_family_balanced,torque_squared,Torque²,N² m² s,10,12.025363316456277,12.025363316456277,343.49126701691966
2026-08-21_22-50-05_x1_72d_trs_m0p2_v0p1_w500_r0_gait_trclosed_v2,TRS m0.2/v0.1,1.0,forward,trot,absolute_work,Absolute work,J,1,-14.559827500454507,14.559827500454507,60.08744556295216
