robot,protocol,positive_cell_id,negative_cell_id,gait_index,partner_gait_index,gait_name,partner_gait_name,family,direction,speed_mps,seed,phase_alignment,phase_samples,operator,status,reason,paired_velocity_bias,paired_velocity_bias_valid,paired_velocity_bias_reason,paired_yaw_bias,paired_yaw_bias_valid,paired_yaw_bias_reason,paired_contact_pattern_error,paired_contact_pattern_error_valid,paired_contact_pattern_error_reason,paired_touchdown_phase_error,paired_touchdown_phase_error_valid,paired_touchdown_phase_error_reason,paired_joint_position_error,paired_joint_position_error_valid,paired_joint_position_error_reason,paired_joint_velocity_error,paired_joint_velocity_error_valid,paired_joint_velocity_error_reason,paired_actor_mean_consistency_error,paired_actor_mean_consistency_error_valid,paired_actor_mean_consistency_error_reason,paired_normalized_target_consistency_error,paired_normalized_target_consistency_error_valid,paired_normalized_target_consistency_error_reason,paired_torque_pattern_error,paired_torque_pattern_error_valid,paired_torque_pattern_error_reason,paired_work_pattern_error,paired_work_pattern_error_valid,paired_work_pattern_error_reason,paired_value_consistency_error,paired_value_consistency_error_valid,paired_value_consistency_error_reason,paired_grf_pattern_error,paired_grf_pattern_error_valid,paired_grf_pattern_error_reason
x1,full,gait_00_trot__vx_pos_0p5__seed_0042,gait_00_trot__vx_neg_0p5__seed_0042,0,0,trot,trot,trot,positive_to_negative,0.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.02200239513097904,True,,0.0009326919059756183,True,,0.91337890625,True,,0.41358238799231395,True,,0.13856999381823903,True,,1.2933007849753804,True,,1.0915941911076334,True,,0.1249927481060879,True,,4.902857408220856,True,,3.962160795768304,True,,0.00965652039917769,True,,87.27771319449614,True,
x1,full,gait_00_trot__vx_pos_1p0__seed_0042,gait_00_trot__vx_neg_1p0__seed_0042,0,0,trot,trot,trot,positive_to_negative,1.0,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,temporal_reversal,analyzed,,0.01679890925052329,True,,0.001675330054402168,True,,0.045522836538461536,True,,0.02322931910936649,True,,0.09614238718978348,True,,1.6712581907805926,True,,0.6513377283055366,True,,0.0785242665921219,True,,2.828350100835886,True,,7.675717672347991,True,,0.009967515210940397,True,,46.22360971480703,True,
x1,full,gait_00_trot__vx_pos_1p0__seed_0042,gait_00_trot__vx_neg_1p0__seed_0042,0,0,trot,trot,trot,positive_to_negative,1.0,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.01679890925052329,True,,0.001675330054402168,True,,0.8922776442307692,True,,0.4235562317417218,True,,0.17844005031146137,True,,1.6909920236593345,True,,1.3242567656342534,True,,0.15226373258622672,True,,5.295130246496935,True,,9.346601909803585,True,,0.009967515210940397,True,,96.33650317951479,True,
x1,full,gait_00_trot__vx_pos_1p5__seed_0042,gait_00_trot__vx_neg_1p5__seed_0042,0,0,trot,trot,trot,positive_to_negative,1.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,temporal_reversal,analyzed,,0.01053816542107051,True,,0.003594188657397154,True,,0.05157470703125,True,,0.021140553346812363,True,,0.12579812795833467,True,,2.76245521959647,True,,0.7639162304387357,True,,0.09729043914590707,True,,3.2854334876796862,True,,12.222313239769445,True,,0.01021823291112907,True,,58.14787746682061,True,
x1,full,gait_00_trot__vx_pos_1p5__seed_0042,gait_00_trot__vx_neg_1p5__seed_0042,0,0,trot,trot,trot,positive_to_negative,1.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.01053816542107051,True,,0.003594188657397154,True,,0.75885009765625,True,,0.36232737389892883,True,,0.215414208728546,True,,2.615898725663455,True,,1.5350753618897146,True,,0.1770487912616695,True,,5.313022481279599,True,,14.942324376256675,True,,0.01021823291112907,True,,103.74117999726582,True,
x1,full,gait_01_bound__vx_pos_0p5__seed_0042,gait_01_bound__vx_neg_0p5__seed_0042,1,1,bound,bound,bound,positive_to_negative,0.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,temporal_reversal,analyzed,,0.016652456774628233,True,,0.00489860210905708,True,,0.025939360119047614,True,,0.014252302724690665,True,,0.25059859547927815,True,,7.00292542535033,True,,1.3937645827832683,True,,0.15900522229457817,True,,3.6614477212347762,True,,72.94845742300544,True,,0.009679238682401952,True,,30.692990304491204,True,
x1,full,gait_01_bound__vx_pos_0p5__seed_0042,gait_01_bound__vx_neg_0p5__seed_0042,1,1,bound,bound,bound,positive_to_negative,0.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.016652456774628233,True,,0.00489860210905708,True,,0.9319661458333334,True,,0.4439121070362273,True,,0.48726971444761413,True,,9.499954943599105,True,,1.0486187947566676,True,,0.1241867641426372,True,,5.087270293741608,True,,83.55008690628792,True,,0.009679238682401952,True,,73.842139514891,True,
x1,full,gait_01_bound__vx_pos_1p0__seed_0042,gait_01_bound__vx_neg_1p0__seed_0042,1,1,bound,bound,bound,positive_to_negative,1.0,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,temporal_reversal,analyzed,,0.017511278800142693,True,,0.009113392048451211,True,,0.02253605769230769,True,,0.018596074328972742,True,,0.2959795924135534,True,,5.960304900229278,True,,1.5533353489295312,True,,0.17716071975986816,True,,4.408783917105111,True,,74.60041047906316,True,,0.007843650936563841,True,,33.01655054863154,True,
x1,full,gait_01_bound__vx_pos_1p0__seed_0042,gait_01_bound__vx_neg_1p0__seed_0042,1,1,bound,bound,bound,positive_to_negative,1.0,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.017511278800142693,True,,0.009113392048451211,True,,0.9056490384615385,True,,0.4250626306121166,True,,0.43119345365646394,True,,10.677589791846877,True,,0.5954351324427664,True,,0.08754854768596766,True,,5.326449474623999,True,,69.66543340657037,True,,0.007843650936563841,True,,87.08420953158011,True,
x1,full,gait_01_bound__vx_pos_1p5__seed_0042,gait_01_bound__vx_neg_1p5__seed_0042,1,1,bound,bound,bound,positive_to_negative,1.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,temporal_reversal,analyzed,,0.010766437700420486,True,,0.012143561495873301,True,,0.0384521484375,True,,0.025168638676404953,True,,0.310231966032572,True,,5.5245948066602075,True,,1.4896784420029925,True,,0.17088119078953926,True,,4.508001386328878,True,,55.51292533164591,True,,0.004440597654790839,True,,37.70226943312588,True,
x1,full,gait_01_bound__vx_pos_1p5__seed_0042,gait_01_bound__vx_neg_1p5__seed_0042,1,1,bound,bound,bound,positive_to_negative,1.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.010766437700420486,True,,0.012143561495873301,True,,0.8089599609375,True,,0.41040938370861113,True,,0.32282212575912916,True,,10.678871917274273,True,,0.7165962900459915,True,,0.11429677178543972,True,,5.68571994613581,True,,45.47283190942173,True,,0.004440597654790839,True,,94.43918148400111,True,
x1,full,gait_02_half_bound__vx_pos_0p5__seed_0042,gait_03_half_bound__vx_neg_0p5__seed_0042,2,3,half_bound_front_a,half_bound_front_b,half_bound,positive_to_negative,0.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,temporal_reversal,analyzed,,0.017980985029817036,True,,0.0017186137811450598,True,,0.05610584077380953,True,,0.01243222394869441,True,,0.20003919511091273,True,,3.20346868479066,True,,1.1210269335407936,True,,0.1326589445597117,True,,3.289767856068427,True,,30.770147214244247,True,,0.018083508415222597,True,,34.947268491421156,True,
x1,full,gait_02_half_bound__vx_pos_0p5__seed_0042,gait_03_half_bound__vx_neg_0p5__seed_0042,2,3,half_bound_front_a,half_bound_front_b,half_bound,positive_to_negative,0.5,42,duty_aware_reflection_and_cycle_averaged_interpolation,128,front_hind_reflected_temporal_reversal,analyzed,,0.017980985029817036,True,,0.0017186137811450598,True,,0.8697312127976191,True,,0.4282701385872705,True,,0.37977147580113546,True,,5.9460985603893866,True,,0.9652647909258092,True,,0.12309680269370521,True,,4.942433280262787,True,,31.797738949118795,True,,0.018083508415222597,True,,71.54598085515526,True,
