cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fl,rr,38,38,0,1.0,0.008947368421052633,0.02,0.036357729058516655,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fr,rl,38,37,1,0.9736842105263158,0.0032432432432432435,0.02,0.013178954253325591,0.08127021789550781
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fl,rr,38,38,0,1.0,0.02947368421052632,0.04,0.11976663689864309,0.16254043579101562
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fr,rl,38,37,1,0.9736842105263158,0.022702702702702703,0.04,0.09225267977327914,0.16254043579101562
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.011333333333333336,0.02,0.036006800333658856,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.006666666666666666,0.02,0.021180470784505207,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fl,rr,30,30,0,1.0,0.018000000000000002,0.02,0.05718727111816406,0.06354141235351562
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.021333333333333336,0.04,0.06777750651041667,0.12708282470703125
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fl,rr,23,23,0,1.0,0.004347826086956522,0.02,0.010799739671790081,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fr,rl,23,23,0,1.0,0.002608695652173913,0.02,0.006479843803074049,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fl,rr,23,23,0,1.0,0.014782608695652177,0.02,0.03671911488408628,0.049678802490234375
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fr,rl,23,23,0,1.0,0.008695652173913044,0.02,0.021599479343580162,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fl,rr,23,23,0,1.0,0.017391304347826094,0.02,0.043198958687160324,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fr,rl,23,17,6,0.7391304347826086,0.37529411764705883,0.38,0.9322081173167509,0.9438972473144531
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fl,rr,23,23,0,1.0,0.008695652173913042,0.02,0.021599479343580162,0.049678802490234375
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fr,rl,23,23,0,1.0,0.0008695652173913044,0.0,0.0021599479343580165,0.0
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.006666666666666666,0.02,0.021180470784505207,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fr,rl,30,16,14,0.5333333333333333,0.036250000000000004,0.085,0.11516880989074707,0.2700510025024414
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fl,rr,30,30,0,1.0,0.006666666666666666,0.02,0.021180470784505207,0.06354141235351562
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.006666666666666666,0.02,0.021180470784505207,0.06354141235351562
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fl,rr,38,38,0,1.0,0.0015789473684210526,0.02,0.00641606983385588,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fr,rl,38,38,0,1.0,0.02315789473684211,0.04,0.09410235756321957,0.16254043579101562
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fl,rr,38,38,0,1.0,0.008947368421052634,0.02,0.036357729058516655,0.08127021789550781
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fr,rl,38,38,0,1.0,0.0063157894736842095,0.02,0.02566427933542352,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,fl,fr,38,38,0,1.0,0.004736842105263157,0.02,0.01924820950156764,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,38,36,2,0.9473684210526315,0.007777777777777778,0.02,0.03160508473714193,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,fl,fr,38,38,0,1.0,0.01473684210526316,0.02,0.05988331844932154,0.08127021789550781
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,rl,rr,38,36,2,0.9473684210526315,0.014444444444444446,0.04,0.05869515736897787,0.16254043579101562
gait_01_bound__vx_neg_1p0__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.0,0.0,0.0,0.0
gait_01_bound__vx_neg_1p0__seed_4242,touchdown,rl,rr,30,24,6,0.8,0.005833333333333334,0.02,0.01853291193644206,0.06354141235351562
gait_01_bound__vx_neg_1p0__seed_4242,liftoff,fl,fr,30,30,0,1.0,0.006666666666666666,0.02,0.021180470784505207,0.06354141235351562
gait_01_bound__vx_neg_1p0__seed_4242,liftoff,rl,rr,30,24,6,0.8,0.009166666666666668,0.02,0.02912314732869466,0.06354141235351562
gait_01_bound__vx_neg_0p5__seed_4242,touchdown,fl,fr,23,23,0,1.0,0.004347826086956522,0.02,0.010799739671790081,0.049678802490234375
