cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_03_half_bound__vx_neg_1p0__seed_0042,liftoff,rl,rr,30,27,3,0.9,0.0014814814814814814,0.013999999999999986,0.004706771285445602,0.04447898864746089
gait_03_half_bound__vx_neg_0p5__seed_0042,touchdown,rl,rr,23,23,0,1.0,0.008695652173913042,0.02,0.021599479343580162,0.049678802490234375
gait_03_half_bound__vx_neg_0p5__seed_0042,liftoff,rl,rr,23,23,0,1.0,0.004347826086956522,0.02,0.010799739671790081,0.049678802490234375
gait_03_half_bound__vx_pos_0p5__seed_0042,touchdown,rl,rr,23,23,0,1.0,0.038260869565217404,0.04,0.09503770911175272,0.09935760498046875
gait_03_half_bound__vx_pos_0p5__seed_0042,liftoff,rl,rr,23,11,12,0.4782608695652174,0.16181818181818178,0.16999999999999998,0.4019466746937145,0.4222698211669922
gait_03_half_bound__vx_pos_1p0__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.03266666666666667,0.04,0.10378430684407552,0.12708282470703125
gait_03_half_bound__vx_pos_1p0__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.1026666666666667,0.12,0.3261792500813802,0.3812484741210937
gait_03_half_bound__vx_pos_1p5__seed_0042,touchdown,rl,rr,38,38,0,1.0,0.04105263157894737,0.04299999999999997,0.1668178156802529,0.17473096847534167
gait_03_half_bound__vx_pos_1p5__seed_0042,liftoff,rl,rr,38,38,0,1.0,0.07315789473684213,0.08299999999999998,0.2972779023019891,0.3372714042663573
gait_04_half_bound__vx_neg_1p5__seed_0042,touchdown,fl,fr,38,38,0,1.0,0.015263157894736845,0.02,0.062022008393940176,0.08127021789550781
gait_04_half_bound__vx_neg_1p5__seed_0042,liftoff,fl,fr,38,19,19,0.5,0.02210526315789474,0.04,0.08982497767398231,0.16254043579101562
gait_04_half_bound__vx_neg_1p0__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.015333333333333336,0.02,0.04871508280436198,0.06354141235351562
gait_04_half_bound__vx_neg_1p0__seed_0042,liftoff,fl,fr,30,24,6,0.8,0.02,0.02,0.06354141235351562,0.06354141235351562
gait_04_half_bound__vx_neg_0p5__seed_0042,touchdown,fl,fr,23,23,0,1.0,0.020000000000000007,0.02,0.049678802490234375,0.049678802490234375
gait_04_half_bound__vx_neg_0p5__seed_0042,liftoff,fl,fr,23,17,6,0.7391304347826086,0.02235294117647059,0.07599999999999973,0.05552336748908548,0.18877944946288996
gait_04_half_bound__vx_pos_0p5__seed_0042,touchdown,fl,fr,23,22,1,0.9565217391304348,0.11636363636363639,0.12,0.2890403053977273,0.29807281494140625
gait_04_half_bound__vx_pos_0p5__seed_0042,liftoff,fl,fr,23,16,7,0.6956521739130435,0.24625,0.26,0.6116702556610107,0.6458244323730469
gait_04_half_bound__vx_pos_1p0__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.06600000000000002,0.08,0.20968666076660156,0.2541656494140625
gait_04_half_bound__vx_pos_1p0__seed_0042,liftoff,fl,fr,30,14,16,0.4666666666666667,0.09714285714285717,0.22,0.3086297171456473,0.6989555358886718
gait_04_half_bound__vx_pos_1p5__seed_0042,touchdown,fl,fr,38,38,0,1.0,0.04947368421052632,0.06,0.2010368547941509,0.2438106536865234
gait_04_half_bound__vx_pos_1p5__seed_0042,liftoff,fl,fr,38,32,6,0.8421052631578947,0.055624999999999994,0.06,0.2260327935218811,0.2438106536865234
gait_05_half_bound__vx_neg_1p5__seed_0042,touchdown,fl,fr,38,37,1,0.9736842105263158,0.0016216216216216215,0.02,0.0065894771266627955,0.08127021789550781
gait_05_half_bound__vx_neg_1p5__seed_0042,liftoff,fl,fr,38,37,1,0.9736842105263158,0.011351351351351352,0.02,0.04612633988663957,0.08127021789550781
