cell_id,foot,contact_mean_force_n,vertical_impulse_ns,force_p95_n,force_p99_n,force_max_n,impact_event_count,impact_peak_mean_n,impact_peak_p95_n,impact_peak_max_n,impact_impulse_mean_ns,impact_impulse_p95_ns,impact_impulse_max_ns,agreement,agreement_boundary_excluded,false_swing_contact_fraction,missed_stance_contact_fraction,contact_precision,contact_recall,contact_f1,measured_duty_factor,commanded_duty_factor,sampled_desired_stance_fraction,desired_duty_factor,duty_factor_error,duty_factor_abs_error,touchdown_matched,touchdown_abs_error_mean_cycles,touchdown_abs_error_mean_s,touchdown_abs_error_median_cycles,touchdown_abs_error_median_s,touchdown_abs_error_p95_cycles,touchdown_abs_error_p95_s,touchdown_unmatched_expected,touchdown_unmatched_actual,touchdown_unmatched_fraction,touchdown_expected_unmatched_fraction,touchdown_actual_unmatched_fraction,touchdown_event_count,liftoff_matched,liftoff_abs_error_mean_cycles,liftoff_abs_error_mean_s,liftoff_abs_error_median_cycles,liftoff_abs_error_median_s,liftoff_abs_error_p95_cycles,liftoff_abs_error_p95_s,liftoff_unmatched_expected,liftoff_unmatched_actual,liftoff_unmatched_fraction,liftoff_expected_unmatched_fraction,liftoff_actual_unmatched_fraction,liftoff_event_count
gait_00_trot__vx_neg_1p5__seed_0042,fl,89.47299551873152,472.5021921849251,128.1305679321289,131.1276724243164,326.14697265625,40,133.18329124450685,139.09933013915975,326.14697265625,7.045225778579711,7.683234863281242,11.408770904541015,0.7875,0.8081264108352144,0.2814569536423841,0.0,0.6238938053097345,1.0,0.7683923705722071,0.5479166666666667,0.333658903837204,0.33541666666666664,0.33541666666666664,0.21425776282946274,0.21425776282946274,39,0.09986901818177639,0.02457702729680921,0.09835556149482727,0.024204576791288228,0.14044864773750304,0.034563374228449385,0,1,0.025,0.0,0.025,40,36,0.10686519410875109,0.02629873448749743,0.10698127746582031,0.026327301743763055,0.1650228500366211,0.04061090379966674,2,3,0.12195121951219512,0.05263157894736842,0.07692307692307693,39
gait_00_trot__vx_neg_1p5__seed_0042,fr,92.36366001597622,527.2883709526062,118.33479309082033,325.18052978515715,372.59423828125,39,147.06519787128155,355.97815856933596,372.59423828125,6.870545175014399,11.334870971679688,11.668137969970703,0.7375,0.7624434389140271,0.35,0.0,0.5748987854251012,1.0,0.7300771208226221,0.59375,0.333658903837204,0.33125,0.33125,0.260091096162796,0.260091096162796,39,0.020954869496516693,0.005156838517022105,0.020500868558883667,0.0050451122415452136,0.04111682772636414,0.010118547431293859,0,0,0.0,0.0,0.0,39,0,,,,,,,39,39,1.0,1.0,1.0,39
gait_00_trot__vx_neg_1p5__seed_0042,rl,54.91731610590098,217.41086187362671,124.71489906311035,197.53136444091834,232.90663146972656,41,105.74931223799543,195.94920349121094,232.90663146972656,4.432007861253692,6.716570739746094,7.221663970947266,0.9020833333333333,0.9276018099547512,0.09333333333333334,0.028169014084507043,0.8313253012048193,0.971830985915493,0.8961038961038961,0.4083333333333333,0.333658903837204,0.33125,0.33125,0.07467442949612935,0.07467442949612935,39,0.046217055656971075,0.011373675831998898,0.04525443911552429,0.011136783015325401,0.1193907916545868,0.029381191473632332,0,2,0.04878048780487805,0.0,0.04878048780487805,41,35,0.1060544695172991,0.026099221157166664,0.0890045166015625,0.021903353751554836,0.19274024963378905,0.047431950996268395,4,6,0.2222222222222222,0.10256410256410256,0.14634146341463414,41
gait_00_trot__vx_neg_1p5__seed_0042,rr,68.44650433396781,255.29627866625788,96.1259651184082,129.7726001739503,164.1592254638672,39,96.08734365609976,128.79632949829104,164.1592254638672,5.1745886132656,6.252352569580078,6.844513092041016,0.94375,0.9661399548532731,0.04966887417218543,0.0,0.9038461538461539,1.0,0.9494949494949495,0.3875,0.333658903837204,0.33541666666666664,0.33541666666666664,0.05384109616279603,0.05384109616279603,39,0.024849290267015114,0.006115226687090906,0.021681517362594604,0.005335661186603769,0.056734299659729016,0.0139618918538337,0,0,0.0,0.0,0.0,39,37,0.04824287826950486,0.011872215805187714,0.048603057861328125,0.011960853340843484,0.0848407745361328,0.020878687601211008,1,1,0.05128205128205128,0.02631578947368421,0.02631578947368421,38
gait_00_trot__vx_neg_1p0__seed_0042,fl,74.29685429164341,409.5663168998808,107.7604476928711,109.46484741210936,119.94841003417969,31,107.52551614084551,109.92155838012695,119.94841003417969,5.84219155465403,6.386449737548828,6.70808837890625,0.8360655737704918,0.8677130044843049,0.21532846715328466,0.0,0.7445887445887446,1.0,0.8535980148883374,0.5594262295081968,0.39623603224754333,0.39549180327868855,0.39549180327868855,0.16319019726065342,0.16319019726065342,31,0.06698585614081352,0.021084157137752805,0.06647911667823792,0.020924658176742512,0.09580841660499573,0.030156212478237382,0,0,0.0,0.0,0.0,31,30,0.09676609039306641,0.030457645434351928,0.09032344818115234,0.028429789277781115,0.15953388214111328,0.050214144203638116,0,1,0.03225806451612903,0.0,0.03225806451612903,31
gait_00_trot__vx_neg_1p0__seed_0042,fr,91.39311059964757,538.1058506917954,109.72233963012695,111.76127655029296,168.2735137939453,31,111.31158521098476,115.79057312011719,168.2735137939453,6.1757653482498664,6.610362854003906,7.672506103515625,0.7950819672131147,0.8185840707964602,0.2971014492753623,0.0,0.6821705426356589,1.0,0.8110599078341014,0.6024590163934426,0.39623603224754333,0.3975409836065574,0.3975409836065574,0.20622298414589924,0.20622298414589924,31,0.02260447221417581,0.007114878746608518,0.02176705002784729,0.006851295626463349,0.047385603189468384,0.014914872501050612,0,0,0.0,0.0,0.0,31,22,0.1772641268643466,0.055794833730836615,0.1782093048095703,0.056092333553461014,0.19761190414428711,0.06219940565528007,9,9,0.45,0.2903225806451613,0.2903225806451613,31
gait_00_trot__vx_neg_1p0__seed_0042,rl,57.66211192760993,252.75920678012073,100.34955368041992,185.63075485229493,254.04302978515625,31,111.6248769452495,193.6916961669922,254.04302978515625,5.242130240163496,7.262301483154297,8.477390441894531,0.9057377049180327,0.9380530973451328,0.09420289855072464,0.011363636363636364,0.87,0.9886363636363636,0.925531914893617,0.44672131147540983,0.39623603224754333,0.3975409836065574,0.3975409836065574,0.0504852792278665,0.0504852792278665,31,0.05381828450387524,0.016939593411759466,0.05407676100730896,0.017020950276160175,0.08802470564842224,0.027706247748694245,0,0,0.0,0.0,0.0,31,31,0.10441810854019658,0.03286615914649852,0.08905029296875,0.02802905685297473,0.16590499877929688,0.05221948730263554,0,0,0.0,0.0,0.0,31
gait_00_trot__vx_neg_1p0__seed_0042,rr,47.309181161255005,235.0410197120905,68.5142951965332,71.81836273193358,74.90306091308594,31,63.6333375746204,67.98499298095703,68.52537536621094,3.1743550319056357,3.599037437438965,3.652012252807617,0.889344262295082,0.9013452914798207,0.16058394160583941,0.0,0.7962962962962963,1.0,0.8865979381443299,0.5061475409836066,0.39623603224754333,0.39549180327868855,0.39549180327868855,0.10991150873606326,0.10991150873606326,31,0.07928413248831226,0.024955105513617255,0.08005562424659729,0.0251979366782734,0.10784950852394104,0.03394621067719278,0,0,0.0,0.0,0.0,31,30,0.031107266743977863,0.009791178883752577,0.031395912170410156,0.009882031578315425,0.0596078872680664,0.0187619019031038,0,0,0.0,0.0,0.0,30
gait_00_trot__vx_neg_0p5__seed_0042,fl,60.245640341535164,409.0681378924847,87.45987548828124,90.92425415039061,92.82781219482422,28,74.85430308750698,88.29692115783692,88.50342559814453,3.9045564284494945,5.121571952819824,5.156806640625,0.772256728778468,0.7972972972972973,0.3813559322033898,0.0,0.697986577181208,1.0,0.8221343873517787,0.6977225672877847,0.4705493450164795,0.4699792960662526,0.4699792960662526,0.2271732222713052,0.2271732222713052,24,0.09467526276906331,0.03811495367170903,0.09457516670227051,0.038074656377178835,0.11587467193603515,0.04664954311602549,0,4,0.14285714285714285,0.0,0.14285714285714285,28,21,0.1135110855102539,0.04569799585348998,0.11195945739746094,0.04507333179758888,0.13121414184570312,0.052825001919680564,2,7,0.3,0.08695652173913043,0.25,28
gait_00_trot__vx_neg_0p5__seed_0042,fr,85.55262713149865,491.2129186296463,101.57134399414062,177.85261657714832,232.30519104003906,23,123.26225280761719,200.33231658935546,232.30519104003906,6.210136566162109,7.941771347045898,8.629787292480469,0.8778467908902692,0.9099099099099099,0.1694915254237288,0.0,0.8387096774193549,1.0,0.9122807017543859,0.5942028985507246,0.4705493450164795,0.4720496894409938,0.4720496894409938,0.12365355353424512,0.12365355353424512,23,0.012508941733318827,0.005035927239098718,0.012093782424926758,0.004868789833371727,0.023154687881469724,0.009321757659525453,1,0,0.041666666666666664,0.041666666666666664,0.0,23,24,0.1252117951711019,0.05040854001894085,0.12479591369628906,0.050241111878983336,0.1470076560974121,0.05918325270674959,0,0,0.0,0.0,0.0,24
