positive_cell_id,negative_cell_id,gait_index,partner_gait_index,family,speed_mps,positive_vx_bias_mps,negative_vx_bias_mps,directed_positive_bias_mps,directed_negative_bias_mps,paired_directional_bias_mps,directional_asymmetry_mps,positive_measured_vx_mps,negative_measured_vx_mps,e_pair_bias_mps,e_pair_bias_normalized,e_pair_bias_epsilon_mps,e_pair_bias_definition
gait_00_trot__vx_pos_0p5__seed_0042,gait_00_trot__vx_neg_0p5__seed_0042,0,0,trot,0.5,-0.00630600712880367,0.010133054451782163,-0.00630600712880367,-0.010133054451782163,-0.008219530790292917,0.003827047322978493,0.4936939928711963,-0.48986694554821786,0.0038270473229784496,0.003827043495934954,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_00_trot__vx_pos_1p0__seed_0042,gait_00_trot__vx_neg_1p0__seed_0042,0,0,trot,1.0,0.002805431683858236,0.0036993065228064855,0.002805431683858236,-0.0036993065228064855,-0.0004469374194741248,0.006504738206664721,1.0028054316838582,-0.9963006934771935,0.00650473820666464,0.003252367477148581,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_00_trot__vx_pos_1p5__seed_0042,gait_00_trot__vx_neg_1p5__seed_0042,0,0,trot,1.5,0.009571915864944458,-0.0070794912676016486,0.009571915864944458,0.0070794912676016486,0.008325703566273053,0.00249242459734281,1.5095719158649445,-1.5070794912676015,0.0024924245973430015,0.0008308079221783597,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_01_bound__vx_pos_0p5__seed_0042,gait_01_bound__vx_neg_0p5__seed_0042,1,1,bound,0.5,-0.010752965171797937,3.86074060151557e-05,-0.010752965171797937,-3.86074060151557e-05,-0.005395786288906546,-0.010714357765782782,0.4892470348282021,-0.49996139259398487,0.010714357765782778,0.010714347051435728,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_01_bound__vx_pos_1p0__seed_0042,gait_01_bound__vx_neg_1p0__seed_0042,1,1,bound,1.0,-0.009335869053999583,-0.0028968187669912975,-0.009335869053999583,0.0028968187669912975,-0.0032195251435041426,-0.01223268782099088,0.9906641309460004,-1.0028968187669913,0.012232687820990962,0.006116340852325054,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_01_bound__vx_pos_1p5__seed_0042,gait_01_bound__vx_neg_1p5__seed_0042,1,1,bound,1.5,0.008256947249174118,-0.001506261279185613,0.008256947249174118,0.001506261279185613,0.004881604264179865,0.006750685969988505,1.508256947249174,-1.5015062612791856,0.006750685969988401,0.0022502279065868317,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_02_half_bound__vx_pos_0p5__seed_0042,gait_03_half_bound__vx_neg_0p5__seed_0042,2,3,half_bound,0.5,-0.00860332021442782,-0.002944250880670147,-0.00860332021442782,0.002944250880670147,-0.0028295346668788367,-0.011547571095097967,0.49139667978557217,-0.5029442508806702,0.01154757109509802,0.011547559547538474,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_02_half_bound__vx_pos_1p0__seed_0042,gait_03_half_bound__vx_neg_1p0__seed_0042,2,3,half_bound,1.0,-0.014153493444124858,0.0024574480950832365,-0.014153493444124858,-0.0024574480950832365,-0.008305470769604048,-0.01169604534904162,0.9858465065558751,-0.9975425519049168,0.011696045349041673,0.005848019750510961,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_02_half_bound__vx_pos_1p5__seed_0042,gait_03_half_bound__vx_neg_1p5__seed_0042,2,3,half_bound,1.5,-0.0066493076582749685,-0.006882011393706004,-0.0066493076582749685,0.006882011393706004,0.00011635186771551771,-0.013531319051980972,1.493350692341725,-1.506882011393706,0.013531319051981017,0.004510438180514278,1e-06,abs(mean_vx_pos + mean_vx_neg)
gait_03_half_bound__vx_pos_0p5__seed_0042,gait_02_half_bound__vx_neg_0p5__seed_0042,3,2,half_bound,0.5,-0.016592924271811957,0.02369460018993426,-0.016592924271811957,-0.02369460018993426,-0.020143762230873108,0.007101675918122302,0.48340707572818803,-0.47630539981006575,0.007101675918122274,0.007101668816453459,1e-06,abs(mean_vx_pos + mean_vx_neg)
