cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.009333333333333334,0.02,0.030138651529947918,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.008666666666666666,0.02,0.027985890706380207,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fl,rr,30,12,18,0.4,0.008333333333333333,0.02,0.026909510294596355,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.004666666666666667,0.02,0.015069325764973959,0.06458282470703125
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fl,rr,24,20,4,0.8333333333333334,0.019000000000000006,0.02,0.04949426651000977,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fr,rl,24,24,0,1.0,0.010833333333333334,0.02,0.02822041511535645,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fl,rr,24,12,12,0.5,0.07333333333333335,0.349,0.19103050231933594,0.9091315269470215
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fr,rl,24,24,0,1.0,0.005833333333333333,0.02,0.015195608139038088,0.052099227905273444
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fl,rr,19,19,0,1.0,0.02736842105263158,0.04,0.05751258448550576,0.08405685424804688
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fr,rl,19,15,4,0.7894736842105263,0.4493333333333335,0.46,0.9442386627197266,0.9666538238525391
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fl,rr,19,19,0,1.0,0.01473684210526316,0.02,0.03096831472296464,0.04202842712402344
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fr,rl,19,19,0,1.0,0.006315789473684211,0.02,0.01327213488127056,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fl,rr,19,19,0,1.0,0.008421052631578947,0.02,0.01769617984169408,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fr,rl,19,15,4,0.7894736842105263,0.005333333333333333,0.02,0.01120758056640625,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fl,rr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fr,rl,19,19,0,1.0,0.01578947368421053,0.02,0.0331803372031764,0.04202842712402344
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fl,rr,24,24,0,1.0,0.006666666666666667,0.02,0.017366409301757816,0.052099227905273444
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fr,rl,24,23,1,0.9583333333333334,0.0008695652173913044,0.0,0.0022651838219684105,0.0
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fl,rr,24,22,2,0.9166666666666666,0.004545454545454546,0.02,0.011840733614834875,0.052099227905273444
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fr,rl,24,23,1,0.9583333333333334,0.020000000000000004,0.04,0.052099227905273444,0.10419845581054689
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.005333333333333332,0.02,0.017222086588541668,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fl,rr,30,13,17,0.43333333333333335,0.004615384615384615,0.02,0.014903728778545674,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.012000000000000004,0.02,0.03874969482421875,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.008666666666666665,0.02,0.027985890706380207,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.0026666666666666666,0.02,0.008611043294270834,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,fl,fr,30,16,14,0.5333333333333333,0.0,0.0,0.0,0.0
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.0026666666666666666,0.02,0.008611043294270834,0.06458282470703125
gait_01_bound__vx_neg_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_01_bound__vx_neg_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.0016666666666666668,0.01699999999999996,0.004341602325439454,0.04428434371948232
gait_01_bound__vx_neg_1p0__seed_4242,liftoff,fl,fr,24,14,10,0.5833333333333334,0.0014285714285714286,0.006999999999999993,0.003721373421805246,0.018234729766845686
gait_01_bound__vx_neg_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_01_bound__vx_neg_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.0,0.0,0.0,0.0
gait_01_bound__vx_neg_0p5__seed_4242,touchdown,rl,rr,19,19,0,1.0,0.003157894736842105,0.02,0.00663606744063528,0.04202842712402344
gait_01_bound__vx_neg_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.007368421052631578,0.02,0.01548415736148232,0.04202842712402344
gait_01_bound__vx_neg_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.003157894736842105,0.02,0.00663606744063528,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.00631578947368421,0.02,0.01327213488127056,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,touchdown,rl,rr,19,19,0,1.0,0.0010526315789473684,0.0019999999999999575,0.00221202248021176,0.004202842712402254
gait_01_bound__vx_pos_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.00631578947368421,0.02,0.01327213488127056,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.005263157894736842,0.02,0.0110601124010588,0.04202842712402344
gait_01_bound__vx_pos_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.004166666666666667,0.02,0.010854005813598635,0.052099227905273444
gait_01_bound__vx_pos_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.0,0.0,0.0,0.0
gait_01_bound__vx_pos_1p0__seed_4242,liftoff,fl,fr,24,24,0,1.0,0.005,0.02,0.013024806976318361,0.052099227905273444
gait_01_bound__vx_pos_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.0025,0.02,0.0065124034881591806,0.052099227905273444
gait_01_bound__vx_pos_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.006666666666666665,0.02,0.021527608235677082,0.06458282470703125
gait_01_bound__vx_pos_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.0006666666666666666,0.0,0.0021527608235677085,0.0
gait_01_bound__vx_pos_1p5__seed_4242,liftoff,fl,fr,30,30,0,1.0,0.0026666666666666666,0.02,0.008611043294270834,0.06458282470703125
gait_01_bound__vx_pos_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.0013333333333333333,0.010999999999999944,0.004305521647135417,0.03552055358886701
gait_02_half_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.010666666666666668,0.02,0.034444173177083336,0.06458282470703125
gait_02_half_bound__vx_neg_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.004,0.02,0.01291656494140625,0.06458282470703125
gait_02_half_bound__vx_neg_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.016666666666666666,0.04,0.04341602325439454,0.10419845581054689
gait_02_half_bound__vx_neg_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.004166666666666667,0.02,0.010854005813598635,0.052099227905273444
gait_02_half_bound__vx_neg_0p5__seed_4242,touchdown,rl,rr,19,3,16,0.15789473684210525,0.46,0.46,0.9666538238525391,0.9666538238525391
gait_02_half_bound__vx_neg_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.004210526315789474,0.02,0.00884808992084704,0.04202842712402344
gait_02_half_bound__vx_pos_0p5__seed_4242,touchdown,rl,rr,19,11,8,0.5789473684210527,0.18,0.46,0.37825584411621094,0.9666538238525391
gait_02_half_bound__vx_pos_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.012631578947368419,0.02,0.02654426976254112,0.04202842712402344
gait_02_half_bound__vx_pos_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.008333333333333333,0.02,0.02170801162719727,0.052099227905273444
