cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.0006666666666666666,0.0,0.0021527608235677085,0.0
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fl,rr,30,20,10,0.6666666666666666,0.005,0.02,0.016145706176757812,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.010000000000000002,0.02,0.032291412353515625,0.06458282470703125
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fl,rr,24,24,0,1.0,0.005833333333333334,0.02,0.015195608139038088,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_4242,touchdown,fr,rl,24,24,0,1.0,0.011666666666666667,0.02,0.030391216278076182,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fl,rr,24,22,2,0.9166666666666666,0.007272727272727272,0.02,0.018945173783735798,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_4242,liftoff,fr,rl,24,24,0,1.0,0.013333333333333334,0.02,0.03473281860351563,0.052099227905273444
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fl,rr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_00_trot__vx_neg_0p5__seed_4242,touchdown,fr,rl,19,11,8,0.5789473684210527,0.17636363636363636,0.46,0.370614311911843,0.9666538238525391
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fl,rr,19,19,0,1.0,0.005263157894736842,0.02,0.0110601124010588,0.04202842712402344
gait_00_trot__vx_neg_0p5__seed_4242,liftoff,fr,rl,19,19,0,1.0,0.006315789473684211,0.02,0.01327213488127056,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fl,rr,19,19,0,1.0,0.023157894736842106,0.04,0.04866449456465872,0.08405685424804688
gait_00_trot__vx_pos_0p5__seed_4242,touchdown,fr,rl,19,19,0,1.0,0.008421052631578947,0.02,0.01769617984169408,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fl,rr,19,19,0,1.0,0.010526315789473684,0.02,0.0221202248021176,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_4242,liftoff,fr,rl,19,19,0,1.0,0.01368421052631579,0.02,0.02875629224275288,0.04202842712402344
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fl,rr,24,24,0,1.0,0.008333333333333333,0.02,0.02170801162719727,0.052099227905273444
gait_00_trot__vx_pos_1p0__seed_4242,touchdown,fr,rl,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fl,rr,24,24,0,1.0,0.0016666666666666668,0.01699999999999996,0.004341602325439454,0.04428434371948232
gait_00_trot__vx_pos_1p0__seed_4242,liftoff,fr,rl,24,24,0,1.0,0.016666666666666666,0.02,0.04341602325439454,0.052099227905273444
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fl,rr,30,30,0,1.0,0.0006666666666666666,0.0,0.0021527608235677085,0.0
gait_00_trot__vx_pos_1p5__seed_4242,touchdown,fr,rl,30,30,0,1.0,0.0033333333333333335,0.02,0.010763804117838541,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fl,rr,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_4242,liftoff,fr,rl,30,30,0,1.0,0.0013333333333333333,0.010999999999999944,0.004305521647135417,0.03552055358886701
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.0006666666666666666,0.0,0.0021527608235677085,0.0
gait_01_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.006666666666666666,0.02,0.021527608235677082,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,fl,fr,30,26,4,0.8666666666666667,0.0023076923076923075,0.02,0.007451864389272837,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_01_bound__vx_neg_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_01_bound__vx_neg_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.011666666666666667,0.02,0.030391216278076182,0.052099227905273444
gait_01_bound__vx_neg_1p0__seed_4242,liftoff,fl,fr,24,24,0,1.0,0.005,0.02,0.013024806976318361,0.052099227905273444
gait_01_bound__vx_neg_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_01_bound__vx_neg_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.0010526315789473684,0.0019999999999999575,0.00221202248021176,0.004202842712402254
gait_01_bound__vx_neg_0p5__seed_4242,touchdown,rl,rr,19,8,11,0.42105263157894735,0.0025,0.01299999999999999,0.00525355339050293,0.027318477630615214
gait_01_bound__vx_neg_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.01263157894736842,0.02,0.02654426976254112,0.04202842712402344
gait_01_bound__vx_neg_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.008421052631578947,0.02,0.01769617984169408,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.009473684210526315,0.02,0.01990820232190584,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,touchdown,rl,rr,19,15,4,0.7894736842105263,0.004,0.02,0.008405685424804688,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.01263157894736842,0.02,0.02654426976254112,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.0,0.0,0.0,0.0
gait_01_bound__vx_pos_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.006666666666666667,0.02,0.017366409301757816,0.052099227905273444
gait_01_bound__vx_pos_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.0008333333333333334,0.0,0.002170801162719727,0.0
gait_01_bound__vx_pos_1p0__seed_4242,liftoff,fl,fr,24,24,0,1.0,0.005,0.02,0.013024806976318361,0.052099227905273444
gait_01_bound__vx_pos_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.005833333333333334,0.02,0.015195608139038088,0.052099227905273444
gait_01_bound__vx_pos_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.004,0.02,0.01291656494140625,0.06458282470703125
gait_01_bound__vx_pos_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.0,0.0,0.0,0.0
gait_01_bound__vx_pos_1p5__seed_4242,liftoff,fl,fr,30,30,0,1.0,0.0006666666666666666,0.0,0.0021527608235677085,0.0
gait_01_bound__vx_pos_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.008666666666666666,0.02,0.027985890706380207,0.06458282470703125
gait_02_half_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.005999999999999999,0.02,0.019374847412109375,0.06458282470703125
gait_02_half_bound__vx_neg_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.006666666666666666,0.02,0.021527608235677082,0.06458282470703125
gait_02_half_bound__vx_neg_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.012500000000000002,0.02,0.032562017440795905,0.052099227905273444
gait_02_half_bound__vx_neg_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.0008333333333333334,0.0,0.002170801162719727,0.0
gait_02_half_bound__vx_neg_0p5__seed_4242,touchdown,rl,rr,19,8,11,0.42105263157894735,0.17500000000000002,0.46,0.3677487373352051,0.9666538238525391
gait_02_half_bound__vx_neg_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.009473684210526315,0.02,0.01990820232190584,0.04202842712402344
gait_02_half_bound__vx_pos_0p5__seed_4242,touchdown,rl,rr,19,12,7,0.631578947368421,0.31333333333333335,0.46,0.6584453582763672,0.9666538238525391
gait_02_half_bound__vx_pos_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.009473684210526315,0.02,0.01990820232190584,0.04202842712402344
gait_02_half_bound__vx_pos_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.01,0.02,0.026049613952636722,0.052099227905273444
gait_02_half_bound__vx_pos_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.012499999999999999,0.02,0.032562017440795905,0.052099227905273444
gait_02_half_bound__vx_pos_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.008,0.02,0.0258331298828125,0.06458282470703125
gait_02_half_bound__vx_pos_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.012666666666666668,0.02,0.04090245564778646,0.06458282470703125
gait_03_half_bound__vx_neg_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.008666666666666666,0.02,0.027985890706380207,0.06458282470703125
gait_03_half_bound__vx_neg_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.006666666666666667,0.02,0.021527608235677082,0.06458282470703125
gait_03_half_bound__vx_neg_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.0175,0.04,0.045586824417114265,0.10419845581054689
gait_03_half_bound__vx_neg_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.011666666666666667,0.02,0.030391216278076175,0.052099227905273444
gait_03_half_bound__vx_neg_0p5__seed_4242,touchdown,rl,rr,19,11,8,0.5789473684210527,0.12727272727272726,0.45,0.2674536271528764,0.9456396102905273
gait_03_half_bound__vx_neg_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.02210526315789474,0.04,0.04645247208444696,0.08405685424804688
gait_03_half_bound__vx_pos_0p5__seed_4242,touchdown,rl,rr,19,11,8,0.5789473684210527,0.0,0.0,0.0,0.0
gait_03_half_bound__vx_pos_0p5__seed_4242,liftoff,rl,rr,19,19,0,1.0,0.01578947368421053,0.02,0.0331803372031764,0.04202842712402344
gait_03_half_bound__vx_pos_1p0__seed_4242,touchdown,rl,rr,24,24,0,1.0,0.009166666666666667,0.02,0.023878812789916996,0.052099227905273444
gait_03_half_bound__vx_pos_1p0__seed_4242,liftoff,rl,rr,24,24,0,1.0,0.027499999999999997,0.04,0.07163643836975099,0.10419845581054689
gait_03_half_bound__vx_pos_1p5__seed_4242,touchdown,rl,rr,30,30,0,1.0,0.008666666666666666,0.02,0.027985890706380207,0.06458282470703125
gait_03_half_bound__vx_pos_1p5__seed_4242,liftoff,rl,rr,30,30,0,1.0,0.02533333333333334,0.04,0.08180491129557292,0.1291656494140625
gait_04_half_bound__vx_neg_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.006666666666666666,0.02,0.021527608235677082,0.06458282470703125
gait_04_half_bound__vx_neg_1p5__seed_4242,liftoff,fl,fr,30,11,19,0.36666666666666664,0.0,0.0,0.0,0.0
gait_04_half_bound__vx_neg_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.008333333333333333,0.02,0.02170801162719727,0.052099227905273444
gait_04_half_bound__vx_neg_1p0__seed_4242,liftoff,fl,fr,24,13,11,0.5416666666666666,0.02923076923076923,0.1559999999999995,0.07614502540001503,0.40637397766113154
gait_04_half_bound__vx_neg_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.016842105263157898,0.02,0.03539235968338816,0.04202842712402344
gait_04_half_bound__vx_neg_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.006315789473684211,0.02,0.01327213488127056,0.04202842712402344
gait_04_half_bound__vx_pos_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.01263157894736842,0.02,0.02654426976254112,0.04202842712402344
gait_04_half_bound__vx_pos_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.004210526315789474,0.02,0.00884808992084704,0.04202842712402344
gait_04_half_bound__vx_pos_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.008333333333333333,0.02,0.02170801162719727,0.052099227905273444
gait_04_half_bound__vx_pos_1p0__seed_4242,liftoff,fl,fr,24,24,0,1.0,0.0025,0.02,0.0065124034881591806,0.052099227905273444
gait_04_half_bound__vx_pos_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_04_half_bound__vx_pos_1p5__seed_4242,liftoff,fl,fr,30,30,0,1.0,0.006666666666666666,0.02,0.021527608235677082,0.06458282470703125
gait_05_half_bound__vx_neg_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.010000000000000002,0.02,0.032291412353515625,0.06458282470703125
gait_05_half_bound__vx_neg_1p5__seed_4242,liftoff,fl,fr,30,11,19,0.36666666666666664,0.005454545454545454,0.02,0.017613497647372158,0.06458282470703125
gait_05_half_bound__vx_neg_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.015,0.02,0.039074420928955085,0.052099227905273444
gait_05_half_bound__vx_neg_1p0__seed_4242,liftoff,fl,fr,24,16,8,0.6666666666666666,0.075,0.36,0.1953721046447754,0.9377861022949219
gait_05_half_bound__vx_neg_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.010526315789473684,0.02,0.0221202248021176,0.04202842712402344
gait_05_half_bound__vx_neg_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.018947368421052633,0.02,0.03981640464381168,0.04202842712402344
gait_05_half_bound__vx_pos_0p5__seed_4242,touchdown,fl,fr,19,19,0,1.0,0.003157894736842105,0.02,0.00663606744063528,0.04202842712402344
gait_05_half_bound__vx_pos_0p5__seed_4242,liftoff,fl,fr,19,19,0,1.0,0.01473684210526316,0.02,0.03096831472296464,0.04202842712402344
gait_05_half_bound__vx_pos_1p0__seed_4242,touchdown,fl,fr,24,24,0,1.0,0.006666666666666667,0.02,0.017366409301757816,0.052099227905273444
gait_05_half_bound__vx_pos_1p0__seed_4242,liftoff,fl,fr,24,24,0,1.0,0.010833333333333334,0.02,0.02822041511535645,0.052099227905273444
gait_05_half_bound__vx_pos_1p5__seed_4242,touchdown,fl,fr,30,30,0,1.0,0.006666666666666666,0.02,0.021527608235677082,0.06458282470703125
gait_05_half_bound__vx_pos_1p5__seed_4242,liftoff,fl,fr,30,30,0,1.0,0.0033333333333333335,0.02,0.010763804117838541,0.06458282470703125
