operator,scope,stratum,planned_pairs,analyzed_pairs,paired_velocity_bias_mean,paired_velocity_bias_valid_pairs,paired_velocity_bias_coverage_fraction,paired_yaw_bias_mean,paired_yaw_bias_valid_pairs,paired_yaw_bias_coverage_fraction,paired_contact_pattern_error_mean,paired_contact_pattern_error_valid_pairs,paired_contact_pattern_error_coverage_fraction,paired_touchdown_phase_error_mean,paired_touchdown_phase_error_valid_pairs,paired_touchdown_phase_error_coverage_fraction,paired_joint_position_error_mean,paired_joint_position_error_valid_pairs,paired_joint_position_error_coverage_fraction,paired_joint_velocity_error_mean,paired_joint_velocity_error_valid_pairs,paired_joint_velocity_error_coverage_fraction,paired_actor_mean_consistency_error_mean,paired_actor_mean_consistency_error_valid_pairs,paired_actor_mean_consistency_error_coverage_fraction,paired_normalized_target_consistency_error_mean,paired_normalized_target_consistency_error_valid_pairs,paired_normalized_target_consistency_error_coverage_fraction,paired_value_consistency_error_mean,paired_value_consistency_error_valid_pairs,paired_value_consistency_error_coverage_fraction,paired_torque_pattern_error_mean,paired_torque_pattern_error_valid_pairs,paired_torque_pattern_error_coverage_fraction,paired_work_pattern_error_mean,paired_work_pattern_error_valid_pairs,paired_work_pattern_error_coverage_fraction,paired_grf_pattern_error_mean,paired_grf_pattern_error_valid_pairs,paired_grf_pattern_error_coverage_fraction
temporal_reversal,overall,all,30,30,0.00936098856472469,30,1.0,0.010994861385312686,30,1.0,0.08119643363906058,30,1.0,0.019406418994268124,30,1.0,0.2748978878570278,30,1.0,4.63662599402326,30,1.0,1.1704043773490331,30,1.0,0.1425126215193762,30,1.0,0.015074092679485713,30,1.0,3.8214421032011385,30,1.0,26.70856902517017,30,1.0,45.25722121228265,30,1.0
temporal_reversal,family,bound,3,3,0.0027023991611322706,3,1.0,0.0060977527332294916,3,1.0,0.028364520136981073,3,1.0,0.019310677230815258,3,1.0,0.3259101972935484,3,1.0,5.98322453703004,3,1.0,1.3524246873056176,3,1.0,0.15340202451174526,3,1.0,0.01313010557427593,3,1.0,4.18366626079026,3,1.0,44.442015374905075,3,1.0,33.94165396577379,3,1.0
temporal_reversal,family,gallop,12,12,0.006612079879233883,12,1.0,0.014788352259320937,12,1.0,0.10742524212983197,12,1.0,0.022446914990209333,12,1.0,0.2769305981185692,12,1.0,4.536666584310951,12,1.0,1.1705191378094606,12,1.0,0.14819654799588758,12,1.0,0.010814869875532443,12,1.0,3.861030966114526,12,1.0,23.229662004050308,12,1.0,48.65701132337298,12,1.0
temporal_reversal,family,half_bound,12,12,0.013069476463252091,12,1.0,0.010440157789647436,12,1.0,0.07353247101477083,12,1.0,0.015493042923923379,12,1.0,0.29810332233411185,12,1.0,5.036863006962016,12,1.0,1.26031652711486,12,1.0,0.15093449785624588,12,1.0,0.016752139747520052,12,1.0,3.9314987053397483,12,1.0,30.53233496830371,12,1.0,44.05185924528771,12,1.0
temporal_reversal,family,trot,3,3,0.012181261116170725,3,1.0,0.002936820924023862,3,1.0,0.05976896367521367,3,1.0,0.02299368105533518,3,1.0,0.12293299946600507,3,1.0,2.0889170381106896,3,1.0,0.6282764264874277,3,1.0,0.07520000727348274,3,1.0,0.02734278272837125,3,1.0,2.8606360854040265,3,1.0,7.595686987380623,3,1.0,47.795075882410025,3,1.0
temporal_reversal,direction,positive_to_negative,30,30,0.00936098856472469,30,1.0,0.010994861385312686,30,1.0,0.08119643363906058,30,1.0,0.019406418994268124,30,1.0,0.2748978878570278,30,1.0,4.63662599402326,30,1.0,1.1704043773490331,30,1.0,0.1425126215193762,30,1.0,0.015074092679485713,30,1.0,3.8214421032011385,30,1.0,26.70856902517017,30,1.0,45.25722121228265,30,1.0
temporal_reversal,speed,0.5 m/s,10,10,0.005620063551652005,10,1.0,0.009768525255447505,10,1.0,0.07740606398809523,10,1.0,0.025894212250908218,10,1.0,0.2646960278497402,10,1.0,3.8632260039887347,10,1.0,1.158592503866342,10,1.0,0.13816197476838468,10,1.0,0.012112568773584369,10,1.0,3.64335646643674,10,1.0,25.28008422546972,10,1.0,39.97402062257478,10,1.0
temporal_reversal,speed,1 m/s,10,10,0.007226478417583687,10,1.0,0.012167220966628634,10,1.0,0.08077674278846156,10,1.0,0.017616624489703293,10,1.0,0.2791634872213974,10,1.0,4.581645353956902,10,1.0,1.2064835060804904,10,1.0,0.14665292240240696,10,1.0,0.015826411975371896,10,1.0,3.8393226655638273,10,1.0,26.805958988367372,10,1.0,45.90074491134402,10,1.0
temporal_reversal,speed,1.5 m/s,10,10,0.015236423724938376,10,1.0,0.011048837933861914,10,1.0,0.08540649414062501,10,1.0,0.014708420242192871,10,1.0,0.28083414849994576,10,1.0,5.465006624124142,10,1.0,1.1461371221002663,10,1.0,0.14272296738733692,10,1.0,0.017283297289500885,10,1.0,3.9816471776028486,10,1.0,28.03966386167344,10,1.0,49.896898102929164,10,1.0
temporal_reversal,robot,x1,30,30,0.00936098856472469,30,1.0,0.010994861385312686,30,1.0,0.08119643363906058,30,1.0,0.019406418994268124,30,1.0,0.2748978878570278,30,1.0,4.63662599402326,30,1.0,1.1704043773490331,30,1.0,0.1425126215193762,30,1.0,0.015074092679485713,30,1.0,3.8214421032011385,30,1.0,26.70856902517017,30,1.0,45.25722121228265,30,1.0
