window,command_x_mps,run,label,metric,unit,front,hind,front_per_directed_m,hind_per_directed_m,front_share_percent,signed_imbalance_percent,absolute_imbalance_percent,bootstrap_95_low_percent,bootstrap_95_high_percent
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,torque_squared,N^2 m^2 s,2540.4317386320713,1437.5440541732778,534.1356507585114,302.2492268512312,63.86242327634949,27.724846552698974,27.724846552698974,20.90571839683278,34.49727401858493
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,normalized_torque_utilization,s,3.1697799468973633,1.4793671592014204,0.6664585585790904,0.31104269730006806,68.1798160944235,36.359632188847016,36.359632188847016,30.138228041883448,42.43936430217646
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,absolute_work,J,526.4938535851776,302.3970615560449,110.69737983060367,63.58015797294077,63.517869959459745,27.035739918919504,27.035739918919504,23.589356835490698,31.003762726564368
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,positive_work,J,317.90865788216576,146.5885885909912,66.84153141272358,30.820820717261814,68.44145154701957,36.88290309403913,36.88290309403913,30.848622470464523,43.44873968973767
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,negative_work,J,208.58519570301178,155.80847296505368,43.855848417880075,32.75933725567896,57.24171785570095,14.483435711401894,14.483435711401894,9.494562613471759,18.43363527116234
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,vertical_grf_impulse,N s,954.608441597799,542.6452874284867,200.71013655614536,114.09328159619264,63.75729264128218,27.514585282564347,27.514585282564347,22.434543752131127,32.2152238471889
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,contact_time,leg s,10.33999999999978,9.3599999999998,,,52.48730964467005,4.974619289340102,4.974619289340102,0.0,9.605662285136502
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,fatigue_proxy_m3,1,3.745349787178062,1.014102216041371,0.7874743554297645,0.21321893395670397,78.69287860544864,57.38575721089727,57.38575721089727,,
backward,-0.5665580034255981,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,fatigue_proxy_m5,1,0.48057253412637957,0.040837389729786615,0.10104224386303694,0.00858621997469763,92.16789173712547,84.33578347425095,84.33578347425095,,
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,torque_squared,N^2 m^2 s,2711.55098543357,1382.0388000674684,537.2307167569131,273.81882145483263,66.23895230141355,32.477904602827095,32.477904602827095,28.008052273095608,37.02254839515253
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,normalized_torque_utilization,s,3.5240393795307874,1.566557376597614,0.6982063814825119,0.31037688274771474,69.22644924268089,38.45289848536177,38.45289848536177,34.765752702379245,42.002244392641074
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,absolute_work,J,502.51386411751366,512.6095741365484,99.56142622815962,101.56165619205562,49.50273485772338,-0.9945302845532459,0.9945302845532459,-5.048463472437516,3.1340758688770713
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,positive_work,J,278.22949875555224,338.56445483198365,55.12469942196627,67.07866668002808,45.1089860945055,-9.782027810989014,9.782027810989014,-16.25285689754556,-3.9019768684277873
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,negative_work,J,224.28436536196142,174.0451193045648,44.43672680619335,34.48298951202756,56.306242443922514,12.612484887845033,12.612484887845033,8.704333164093747,16.542074701750973
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,vertical_grf_impulse,N s,961.0996559941564,502.0748017600223,190.41952736212446,99.47443624114362,65.68592356849537,31.37184713699074,31.37184713699074,28.32251310001096,34.25270734342434
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,contact_time,leg s,10.639999999999773,12.919999999999725,,,45.16129032258065,-9.67741935483871,9.67741935483871,-13.453299057412169,-6.29237088800316
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,fatigue_proxy_m3,1,4.113230581803358,1.5071794470709086,0.8149409048619968,0.29861252802580907,73.18381685094269,46.36763370188537,46.36763370188537,,
backward,-0.5665580034255981,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,fatigue_proxy_m5,1,0.5285840084296088,0.08294376454584985,0.10472661854428476,0.01643337643911517,86.43663162798356,72.87326325596712,72.87326325596712,,
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,torque_squared,N^2 m^2 s,2619.154076191594,1796.6807576108222,528.3325762789901,362.4242582932243,59.3127726640146,18.6255453280292,18.6255453280292,12.942438039434158,23.666999829934586
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,normalized_torque_utilization,s,2.9514970167404684,1.8881916516798702,0.5953723902343557,0.3808837245997636,60.98526618043447,21.970532360868944,21.970532360868944,17.131049463602643,26.253563852749657
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,absolute_work,J,521.598056024388,512.8380696140975,105.21612578141401,103.44907197179339,50.42341843025269,0.846836860505383,0.846836860505383,-2.5642174233762285,4.197990448413071
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,positive_work,J,294.83833865889534,289.64367349968404,59.474431254527154,58.42656971349728,50.44438195283604,0.8887639056720755,0.8887639056720755,-5.989926605190717,7.813178881033634
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,negative_work,J,226.75971736549266,223.1943961144135,45.74169452688684,45.022502258296115,50.39618720490243,0.792374409804871,0.792374409804871,-1.2968413474184957,2.8238621765837255
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,vertical_grf_impulse,N s,859.2229555082138,595.4379805825573,173.3214100721333,120.11102559990412,59.06688866047875,18.13377732095751,18.13377732095751,14.033312190446805,21.895907281844938
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,contact_time,leg s,10.199999999999783,12.079999999999742,,,45.78096947935368,-8.43806104129264,8.43806104129264,-11.971197119711972,-5.234657039711191
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,fatigue_proxy_m3,1,2.596290772707065,1.5908333243738537,0.5237206184938286,0.32090096429875925,62.00653987105581,24.013079742111604,24.013079742111604,,
backward,-0.5665580034255981,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,fatigue_proxy_m5,1,0.2255674737398973,0.09643103148057305,0.04550119659208076,0.019451950444035155,70.05233567325186,40.104671346503714,40.104671346503714,,
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,torque_squared,N^2 m^2 s,2535.9317669296884,1648.6639929211415,493.0989087887746,320.57424670105445,60.6015948125916,21.2031896251832,21.2031896251832,16.25173051637112,26.559051992111012
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,normalized_torque_utilization,s,3.0005267963731517,1.6976170249731508,0.5834370263338797,0.3300929123850184,63.86621845717186,27.73243691434372,27.73243691434372,23.300270842914614,32.21066829853634
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,absolute_work,J,499.3720807381095,597.955596821548,97.10033657162232,116.26939499789029,45.50801833857513,-8.983963322849744,8.983963322849744,-13.767596440623432,-3.727542561294249
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,positive_work,J,272.58264821013904,401.1649508589432,53.002296094862025,78.0044645098418,40.457680084762714,-19.084639830474572,19.084639830474572,-25.75688663612044,-12.314395459539606
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,negative_work,J,226.78943252797046,196.79064596260477,44.098040476760296,38.26493048804848,53.541099793015064,7.082199586030144,7.082199586030144,4.726338639921218,9.812817839990728
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,vertical_grf_impulse,N s,872.7537711131387,576.6536479578723,169.70248876144493,112.1273404376171,60.21452351006489,20.429047020129783,20.429047020129783,17.052514179972707,23.465769529837203
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,contact_time,leg s,11.019999999999765,13.199999999999719,,,45.49958711808423,-9.000825763831545,9.000825763831545,-11.788953009068425,-6.20347394540943
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,fatigue_proxy_m3,1,4.104184070554581,1.2781118581021942,0.7980375154608197,0.2485222870579148,76.25340793141478,52.50681586282959,52.50681586282959,,
backward,-0.5665580034255981,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,fatigue_proxy_m5,1,0.5268176932519624,0.07006207353619262,0.10243699497785602,0.013623210394971693,88.26194529709043,76.52389059418088,76.52389059418088,,
forward,1.6819067001342773,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,torque_squared,N^2 m^2 s,5593.560466440305,8020.54292340438,178.64890668560966,256.1626414674403,41.08651378843479,-17.82697242313041,17.82697242313041,-21.562646246745363,-14.573923279926964
forward,1.6819067001342773,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,normalized_torque_utilization,s,5.984181403273011,8.049678794082604,0.1911246819476015,0.2570931921378455,42.641021922112365,-14.717956155775255,14.717956155775255,-17.766939516295704,-11.98640935903754
