window,run,label,command_x_mps,duration_s,directed_progress_m,lateral_drift_m,tracking_rmse_mps,episode_ends,torque_squared_per_m,absolute_work_j_per_m,vertical_grf_impulse_ns_per_m,fatigue_m5_total_per_m,fatigue_m5_dominant_pair,fatigue_m5_dominant_pair_per_m,fatigue_m5_dominant_to_other_ratio,worst_joint_fatigue_m5_component,worst_joint_fatigue_m5_per_m,worst_joint_normalized_torque_peak_component,worst_joint_normalized_torque_peak,worst_foot_vertical_force_component,worst_foot_vertical_force_peak_n,front_contact_duty,hind_contact_duty,recorded_joint_near_limit_fraction,recorded_joint_limit_violation_fraction,recorded_joint_target_limit_violation_fraction
backward,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,-0.5665580034255981,8.999999999999808,4.756154611706734,0.11404182389378548,0.05852073098116722,0,836.3848776097426,174.27753780354442,314.803418152338,0.10962846383773456,front,0.10104224386303694,11.767954252371132,FL_calf_joint,0.05323663770336667,FR_thigh_joint,0.7015197689523174,front_left,279.25408935546875,0.5744444444444444,0.52,0.0,0.0,0.0
backward,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,-0.5665580034255981,8.999999999999808,5.04727466404438,0.13135959953069687,0.046520321765202946,0,811.0495382117457,201.12308242021524,289.89396360326805,0.12115999498339994,front,0.10472661854428476,6.372799827977628,FR_thigh_joint,0.04848486338126777,FR_thigh_joint,0.7988518501635845,front_left,278.7897033691406,0.5911111111111111,0.7177777777777777,0.007777778009573619,0.0,0.0
backward,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,-0.5665580034255981,8.999999999999808,4.957396522164345,0.11931393761187792,0.04781649729591428,0,890.7568345722144,208.66519775320737,293.4324356720374,0.06495314703611592,front,0.04550119659208076,2.3391585703958793,FL_calf_joint,0.01840130568165753,FL_thigh_joint,0.5902341850699252,front_left,123.39384460449219,0.5666666666666667,0.6711111111111111,0.004074074195490943,0.0,0.0
backward,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,-0.5665580034255981,8.999999999999808,5.142846032977104,0.12227882724255323,0.04429860725208679,0,813.6731554898291,213.36973156951262,281.82982919906203,0.11606020537282771,front,0.10243699497785602,7.519299196587712,FR_thigh_joint,0.04825467500022658,FR_thigh_joint,0.7810259468947786,front_left,121.9876480102539,0.6122222222222222,0.7333333333333333,0.01277777815858523,0.00018518519070413378,0.0
forward,2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,1.6819067001342773,18.999999999999595,31.310353755950928,0.0658548753708601,0.10509951073634226,0,434.81154815304996,169.07010730412432,103.758958459614,0.15735038059929593,hind,0.10368381890090572,1.9320004043414585,RR_thigh_joint,0.0710581704251438,RR_calf_joint,0.8303198834511801,front_right,212.0413360595703,0.5636842105263158,0.5889473684210527,0.011491228412640723,0.002807017627515291,0.0
forward,2026-08-01_11-09-46_go2_trs_m0p1_v0p05_w500_minv0_20k_512,TRS 0.10/0.05,1.6819067001342773,18.999999999999595,31.014554023742676,0.0062722109141759574,0.12024806497002248,0,429.21709812848565,186.21721939236554,99.70926675869367,0.24220612390372434,hind,0.13489477857750826,1.257041165288173,FR_thigh_joint,0.06475366059350375,RR_thigh_joint,0.874643446523932,rear_right,203.091064453125,0.5957894736842105,0.5731578947368421,0.02973684299149011,0.006754386166208669,0.0
forward,2026-07-31_22-48-38_go2_trs_m0p2_v0p1_w500_20k_512,TRS 0.20/0.10,1.6819067001342773,18.999999999999595,31.383105754852295,0.041503029409796,0.07622990535386136,0,435.0160329362834,177.30548412874572,98.95265279669368,0.18662354299099765,hind,0.09748119165554207,1.0935452138648019,FR_thigh_joint,0.04091077073063994,RR_calf_joint,0.9119707153148625,front_right,191.88516235351562,0.5978947368421053,0.5873684210526315,0.02122807080808439,0.007982456378246608,0.0
forward,2026-08-01_22-39-14_go2_trs_m0p3_v0p15_w500_minv0_20k_512,TRS 0.30/0.15,1.6819067001342773,18.999999999999595,31.346068382263184,0.2594187743961811,0.09702048463023664,0,412.98630142483864,178.9143930874979,99.90366661867067,0.21490237148067634,front,0.11655869439842279,1.1852179810292676,FR_thigh_joint,0.07143205341798595,FR_thigh_joint,0.9164473779090849,front_right,208.85824584960938,0.6068421052631578,0.5963157894736842,0.03219298341556599,0.014298246040156013,0.0
