cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_00_trot__vx_neg_1p5__seed_0042,touchdown,fl,rr,30,30,0,1.0,0.006,0.02,0.019374847412109375,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_0042,touchdown,fr,rl,30,30,0,1.0,0.014000000000000004,0.02,0.045207977294921875,0.06458282470703125
gait_00_trot__vx_neg_1p5__seed_0042,liftoff,fl,rr,30,3,27,0.1,0.0,0.0,0.0,0.0
gait_00_trot__vx_neg_1p5__seed_0042,liftoff,fr,rl,30,30,0,1.0,0.0026666666666666666,0.02,0.008611043294270834,0.06458282470703125
gait_00_trot__vx_neg_1p0__seed_0042,touchdown,fl,rr,24,24,0,1.0,0.01,0.02,0.026049613952636722,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_0042,touchdown,fr,rl,24,24,0,1.0,0.016666666666666666,0.02,0.04341602325439454,0.052099227905273444
gait_00_trot__vx_neg_1p0__seed_0042,liftoff,fl,rr,24,18,6,0.75,0.0011111111111111111,0.0029999999999999714,0.002894401550292969,0.007814884185790943
gait_00_trot__vx_neg_1p0__seed_0042,liftoff,fr,rl,24,24,0,1.0,0.005833333333333334,0.02,0.015195608139038088,0.052099227905273444
gait_00_trot__vx_neg_0p5__seed_0042,touchdown,fl,rr,19,19,0,1.0,0.009473684210526315,0.02,0.01990820232190584,0.04202842712402344
gait_00_trot__vx_neg_0p5__seed_0042,touchdown,fr,rl,19,17,2,0.8947368421052632,0.4494117647058824,0.46,0.9444034800809973,0.9666538238525391
gait_00_trot__vx_neg_0p5__seed_0042,liftoff,fl,rr,19,19,0,1.0,0.0010526315789473684,0.0019999999999999575,0.00221202248021176,0.004202842712402254
gait_00_trot__vx_neg_0p5__seed_0042,liftoff,fr,rl,19,19,0,1.0,0.005263157894736842,0.02,0.0110601124010588,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_0042,touchdown,fl,rr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_0042,touchdown,fr,rl,19,19,0,1.0,0.4421052631578948,0.46,0.9290494416889391,0.9666538238525391
gait_00_trot__vx_pos_0p5__seed_0042,liftoff,fl,rr,19,19,0,1.0,0.004210526315789474,0.02,0.00884808992084704,0.04202842712402344
gait_00_trot__vx_pos_0p5__seed_0042,liftoff,fr,rl,19,19,0,1.0,0.016842105263157898,0.02,0.03539235968338816,0.04202842712402344
gait_00_trot__vx_pos_1p0__seed_0042,touchdown,fl,rr,24,24,0,1.0,0.006666666666666667,0.02,0.017366409301757816,0.052099227905273444
gait_00_trot__vx_pos_1p0__seed_0042,touchdown,fr,rl,24,24,0,1.0,0.018333333333333333,0.02,0.04775762557983399,0.052099227905273444
gait_00_trot__vx_pos_1p0__seed_0042,liftoff,fl,rr,24,11,13,0.4583333333333333,0.19636363636363638,0.36,0.5115196921608665,0.9377861022949219
gait_00_trot__vx_pos_1p0__seed_0042,liftoff,fr,rl,24,24,0,1.0,0.011666666666666667,0.02,0.030391216278076175,0.052099227905273444
gait_00_trot__vx_pos_1p5__seed_0042,touchdown,fl,rr,30,30,0,1.0,0.006666666666666667,0.02,0.021527608235677082,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_0042,touchdown,fr,rl,30,30,0,1.0,0.008,0.02,0.0258331298828125,0.06458282470703125
gait_00_trot__vx_pos_1p5__seed_0042,liftoff,fl,rr,30,3,27,0.1,0.0,0.0,0.0,0.0
gait_00_trot__vx_pos_1p5__seed_0042,liftoff,fr,rl,30,30,0,1.0,0.008,0.02,0.0258331298828125,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.004,0.02,0.01291656494140625,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.004666666666666667,0.02,0.015069325764973959,0.06458282470703125
gait_01_bound__vx_neg_1p5__seed_0042,liftoff,fl,fr,30,2,28,0.06666666666666667,0.0,0.0,0.0,0.0
gait_01_bound__vx_neg_1p5__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.005333333333333333,0.02,0.017222086588541668,0.06458282470703125
gait_01_bound__vx_neg_1p0__seed_0042,touchdown,fl,fr,24,24,0,1.0,0.005,0.02,0.013024806976318361,0.052099227905273444
gait_01_bound__vx_neg_1p0__seed_0042,touchdown,rl,rr,24,24,0,1.0,0.005833333333333334,0.02,0.015195608139038088,0.052099227905273444
gait_01_bound__vx_neg_1p0__seed_0042,liftoff,fl,fr,24,15,9,0.625,0.024,0.10799999999999961,0.06251907348632812,0.28133583068847556
gait_01_bound__vx_neg_1p0__seed_0042,liftoff,rl,rr,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_01_bound__vx_neg_0p5__seed_0042,touchdown,fl,fr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_01_bound__vx_neg_0p5__seed_0042,touchdown,rl,rr,19,19,0,1.0,0.010526315789473684,0.02,0.0221202248021176,0.04202842712402344
gait_01_bound__vx_neg_0p5__seed_0042,liftoff,fl,fr,19,19,0,1.0,0.006315789473684211,0.02,0.01327213488127056,0.04202842712402344
gait_01_bound__vx_neg_0p5__seed_0042,liftoff,rl,rr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_0042,touchdown,fl,fr,19,19,0,1.0,0.009473684210526315,0.02,0.01990820232190584,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_0042,touchdown,rl,rr,19,17,2,0.8947368421052632,0.0,0.0,0.0,0.0
gait_01_bound__vx_pos_0p5__seed_0042,liftoff,fl,fr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_01_bound__vx_pos_0p5__seed_0042,liftoff,rl,rr,19,19,0,1.0,0.005263157894736842,0.02,0.0110601124010588,0.04202842712402344
gait_01_bound__vx_pos_1p0__seed_0042,touchdown,fl,fr,24,24,0,1.0,0.010833333333333334,0.02,0.02822041511535645,0.052099227905273444
gait_01_bound__vx_pos_1p0__seed_0042,touchdown,rl,rr,24,24,0,1.0,0.0,0.0,0.0,0.0
gait_01_bound__vx_pos_1p0__seed_0042,liftoff,fl,fr,24,24,0,1.0,0.0033333333333333335,0.02,0.008683204650878908,0.052099227905273444
gait_01_bound__vx_pos_1p0__seed_0042,liftoff,rl,rr,24,24,0,1.0,0.0008333333333333334,0.0,0.002170801162719727,0.0
gait_01_bound__vx_pos_1p5__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.009333333333333334,0.02,0.030138651529947918,0.06458282470703125
gait_01_bound__vx_pos_1p5__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_01_bound__vx_pos_1p5__seed_0042,liftoff,fl,fr,30,30,0,1.0,0.004666666666666667,0.02,0.015069325764973959,0.06458282470703125
gait_01_bound__vx_pos_1p5__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.0026666666666666666,0.02,0.008611043294270834,0.06458282470703125
gait_02_half_bound__vx_neg_1p5__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.014666666666666668,0.02,0.047360738118489586,0.06458282470703125
gait_02_half_bound__vx_neg_1p5__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.017333333333333336,0.02,0.055971781412760414,0.06458282470703125
gait_02_half_bound__vx_neg_1p0__seed_0042,touchdown,rl,rr,24,24,0,1.0,0.016666666666666666,0.02,0.04341602325439454,0.052099227905273444
gait_02_half_bound__vx_neg_1p0__seed_0042,liftoff,rl,rr,24,24,0,1.0,0.02,0.02,0.052099227905273444,0.052099227905273444
gait_02_half_bound__vx_neg_0p5__seed_0042,touchdown,rl,rr,19,11,8,0.5789473684210527,0.42,0.46,0.8825969696044922,0.9666538238525391
gait_02_half_bound__vx_neg_0p5__seed_0042,liftoff,rl,rr,19,19,0,1.0,0.00736842105263158,0.02,0.01548415736148232,0.04202842712402344
gait_02_half_bound__vx_pos_0p5__seed_0042,touchdown,rl,rr,19,15,4,0.7894736842105263,0.4266666666666667,0.46,0.8966064453125,0.9666538238525391
gait_02_half_bound__vx_pos_0p5__seed_0042,liftoff,rl,rr,19,19,0,1.0,0.005263157894736842,0.02,0.0110601124010588,0.04202842712402344
gait_02_half_bound__vx_pos_1p0__seed_0042,touchdown,rl,rr,24,24,0,1.0,0.0175,0.02,0.045586824417114265,0.052099227905273444
gait_02_half_bound__vx_pos_1p0__seed_0042,liftoff,rl,rr,24,24,0,1.0,0.006666666666666667,0.02,0.017366409301757816,0.052099227905273444
gait_02_half_bound__vx_pos_1p5__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.011333333333333336,0.02,0.03659693400065104,0.06458282470703125
gait_02_half_bound__vx_pos_1p5__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.006,0.02,0.019374847412109375,0.06458282470703125
gait_03_half_bound__vx_neg_1p5__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.006666666666666666,0.02,0.021527608235677082,0.06458282470703125
gait_03_half_bound__vx_neg_1p5__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.0013333333333333333,0.010999999999999944,0.004305521647135417,0.03552055358886701
gait_03_half_bound__vx_neg_1p0__seed_0042,touchdown,rl,rr,24,24,0,1.0,0.020833333333333332,0.04,0.05427002906799317,0.10419845581054689
gait_03_half_bound__vx_neg_1p0__seed_0042,liftoff,rl,rr,24,24,0,1.0,0.010833333333333334,0.02,0.02822041511535645,0.052099227905273444
gait_03_half_bound__vx_neg_0p5__seed_0042,touchdown,rl,rr,19,7,12,0.3684210526315789,0.32571428571428573,0.46,0.6844629560198102,0.9666538238525391
gait_03_half_bound__vx_neg_0p5__seed_0042,liftoff,rl,rr,19,19,0,1.0,0.01789473684210527,0.02,0.03760438216359992,0.04202842712402344
gait_03_half_bound__vx_pos_0p5__seed_0042,touchdown,rl,rr,19,7,12,0.3684210526315789,0.19714285714285715,0.46,0.41428021022251676,0.9666538238525391
gait_03_half_bound__vx_pos_0p5__seed_0042,liftoff,rl,rr,19,19,0,1.0,0.01473684210526316,0.02,0.03096831472296464,0.04202842712402344
gait_03_half_bound__vx_pos_1p0__seed_0042,touchdown,rl,rr,24,24,0,1.0,0.01,0.02,0.026049613952636722,0.052099227905273444
gait_03_half_bound__vx_pos_1p0__seed_0042,liftoff,rl,rr,24,24,0,1.0,0.0016666666666666668,0.01699999999999996,0.004341602325439454,0.04428434371948232
gait_03_half_bound__vx_pos_1p5__seed_0042,touchdown,rl,rr,30,30,0,1.0,0.004,0.02,0.01291656494140625,0.06458282470703125
gait_03_half_bound__vx_pos_1p5__seed_0042,liftoff,rl,rr,30,30,0,1.0,0.004666666666666667,0.02,0.015069325764973959,0.06458282470703125
gait_04_half_bound__vx_neg_1p5__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.01466666666666667,0.02,0.047360738118489586,0.06458282470703125
gait_04_half_bound__vx_neg_1p5__seed_0042,liftoff,fl,fr,30,0,30,0.0,,,,
gait_04_half_bound__vx_neg_1p0__seed_0042,touchdown,fl,fr,24,24,0,1.0,0.01,0.02,0.026049613952636722,0.052099227905273444
gait_04_half_bound__vx_neg_1p0__seed_0042,liftoff,fl,fr,24,13,11,0.5416666666666666,0.08307692307692308,0.36,0.21641217745267427,0.9377861022949219
gait_04_half_bound__vx_neg_0p5__seed_0042,touchdown,fl,fr,19,19,0,1.0,0.009473684210526315,0.02,0.01990820232190584,0.04202842712402344
gait_04_half_bound__vx_neg_0p5__seed_0042,liftoff,fl,fr,19,19,0,1.0,0.002105263157894737,0.02,0.00442404496042352,0.04202842712402344
gait_04_half_bound__vx_pos_0p5__seed_0042,touchdown,fl,fr,19,19,0,1.0,0.010526315789473684,0.02,0.0221202248021176,0.04202842712402344
gait_04_half_bound__vx_pos_0p5__seed_0042,liftoff,fl,fr,19,19,0,1.0,0.003157894736842105,0.02,0.00663606744063528,0.04202842712402344
gait_04_half_bound__vx_pos_1p0__seed_0042,touchdown,fl,fr,24,24,0,1.0,0.01,0.02,0.026049613952636722,0.052099227905273444
gait_04_half_bound__vx_pos_1p0__seed_0042,liftoff,fl,fr,24,24,0,1.0,0.004166666666666667,0.02,0.010854005813598635,0.052099227905273444
gait_04_half_bound__vx_pos_1p5__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.005333333333333333,0.02,0.017222086588541668,0.06458282470703125
gait_04_half_bound__vx_pos_1p5__seed_0042,liftoff,fl,fr,30,30,0,1.0,0.002,0.02,0.006458282470703125,0.06458282470703125
gait_05_half_bound__vx_neg_1p5__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.004666666666666667,0.02,0.015069325764973959,0.06458282470703125
gait_05_half_bound__vx_neg_1p5__seed_0042,liftoff,fl,fr,30,4,26,0.13333333333333333,0.0,0.0,0.0,0.0
gait_05_half_bound__vx_neg_1p0__seed_0042,touchdown,fl,fr,24,24,0,1.0,0.006666666666666667,0.02,0.017366409301757816,0.052099227905273444
gait_05_half_bound__vx_neg_1p0__seed_0042,liftoff,fl,fr,24,14,10,0.5833333333333334,0.0,0.0,0.0,0.0
gait_05_half_bound__vx_neg_0p5__seed_0042,touchdown,fl,fr,19,19,0,1.0,0.016842105263157898,0.02,0.03539235968338816,0.04202842712402344
